shard_index,trade_date,symbol,strategy_id,transition_type,side,spread_bucket,spread_change_bucket,recent_return_bucket,signal_rows,mean_gross_bps,median_gross_bps,mean_after_cost_bps,cost_clearing_rate,adverse_direction_rate,worst_gross_bps,best_gross_bps,mean_spread_bps,mean_spread_change_bps,mean_abs_recent_return_bps,mean_cost_bps
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,650,0.0,-0.0,-12.014262528514642,0.0,1.0,-0.0,-0.0,2.164095019009784,0.001554943330806174,7.189602660190571,12.014262528514642
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,500,0.0,-0.0,-12.01557230811209,0.0,1.0,-0.0,-0.0,2.1649682054080683,-0.0016428320735438096,7.5855542648497485,12.01557230811209
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,650,0.0,0.0,-12.014262528514662,0.0,1.0,0.0,0.0,2.16409501900978,0.001554943330806174,7.189602660190566,12.014262528514662
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,500,0.0,0.0,-12.015572308112102,0.0,1.0,0.0,0.0,2.164968205408071,-0.0016428320735438096,7.585554264849759,12.015572308112102
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,2500,0.0,0.0,-12.011555524058744,0.0,1.0,0.0,0.0,2.1622903493725003,-0.006462721929053822,29.87530971862923,12.011555524058744
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,1700,0.0,-0.0,-12.02059415536717,0.0,1.0,-0.0,-0.0,2.1683161035780754,0.008340296534755235,38.209689228949586,12.02059415536717
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R02_2p5_5bp,100,0.0,0.0,-12.036113552687338,0.0,1.0,0.0,0.0,2.1786623684582183,-0.0010686831450847922,4.904394866106499,12.036113552687338
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R02_2p5_5bp,100,0.0,-0.0,-12.036113552687327,0.0,1.0,-0.0,-0.0,2.1786623684582143,-0.0010686831450847922,4.9043948661065135,12.036113552687327
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,2500,0.0,-0.0,-12.011555524058776,0.0,1.0,-0.0,-0.0,2.1622903493724968,-0.006462721929053838,29.875309718629147,12.011555524058776
1,2026-01-01,ADANIPORTS,P69_SPREAD_TRANSITION_FADE,expansion,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,1700,0.0,0.0,-12.020594155367156,0.0,1.0,0.0,0.0,2.1683161035780745,0.008340296534755225,38.209689228949635,12.020594155367156
2,2026-01-01,AXISBANK,P69_SPREAD_TRANSITION_FADE,compression,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,450,0.0,-0.0,-10.993623712873296,0.0,1.0,-0.0,-0.0,1.4836691419155306,-0.0012842810147638427,8.659052886391306,10.993623712873296
2,2026-01-01,AXISBANK,P69_SPREAD_TRANSITION_MOMENTUM,expansion,-1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,200,0.0,-0.0,-11.005020168412944,0.0,1.0,-0.0,-0.0,1.4912667789419862,0.0013332901757313054,8.939600932600092,11.005020168412944
2,2026-01-01,AXISBANK,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R04_ge_10bp,2350,0.0,0.0,-10.9941816776567,0.0,1.0,0.0,0.0,1.4840411184377964,-0.00442825819573874,29.848043942876913,10.9941816776567
2,2026-01-01,AXISBANK,P69_SPREAD_TRANSITION_MOMENTUM,compression,1,S02_1_2p5bp,C01_lt_1bp,R03_5_10bp,450,0.0,0.0,-10.993623712873292,0.0,1.0,0.0,0.0,1.483669141915529,-0.0012842810147638427,8.659052886391303,10.993623712873292
