metric,value,description
phase336_cost_stress_margin_redesign_interpretation_complete,1,Phase336 interpretation completed
phase336_cost200_profitable_training_pockets_exist,1,2x-cost profitable training pockets exist
phase336_cost200_acceptance_grade_training_candidates_exist,1,2x-cost acceptance-grade training candidates exist
phase336_candidate_rows_preserved,32,Acceptance-grade candidates preserved
phase336_best_acceptance_grade_candidate,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,Best candidate preserved
phase336_best_acceptance_grade_annualized_return_pct,19.32314001122077,Best acceptance-grade annualized return
phase336_best_acceptance_grade_scheduled_events,47,Best acceptance-grade scheduled events
phase336_candidate_lanes_preserved,P334_LANE_B_TURNOVER_COMPRESSION;P334_LANE_C_SPREAD_AND_BOOK_QUALITY_MARGIN;P334_LANE_D_HORIZON_AND_EXIT_MARGIN,Candidate lanes preserved
phase336_passive_aware_status,diagnostic_only_no_acceptance_grade_rows,Passive-aware status
phase336_replay_allowed,0,No replay
phase336_strategy_promotion_allowed,0,No promotion
phase336_paper_or_live_acceptance_allowed,0,No paper/live
phase336_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase336_selected_next_route,P337_COST_STRESS_HOLDOUT_VALIDATION_PRECOMMIT,Selected next route
phase336_hard_gate_pass_rows,8,Passed hard gates
phase336_hard_gate_rows,8,Hard gates
phase336_next_best_action,run_phase337_cost_stress_holdout_validation_precommit_no_replay,Recommended next action
