metric,value,description
phase424_queue_depletion_continuation_precommit_complete,1,Phase424 precommit completed
phase424_thesis_id,P424_FULL_DEPTH_QUEUE_DEPLETION_CONTINUATION,Frozen thesis
phase424_material_new_full_depth,1,Queue-depletion continuation
phase424_contract_rows,17,Contract rows
phase424_symbol_catalog_rows,32,Frozen symbols
phase424_parameter_freeze_rows,20,Frozen parameter rows
phase424_parameter_freeze_hash,c2d6af1dec28f743762b7b1865bded9184983e7f52be8f8e1f0e0e5efa82157d,Hash of frozen parameter table
phase424_cost_model_version,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,Pinned Zerodha cost model
phase424_cost_multiplier,2.0,Cost200
phase424_initial_capital_inr,1000000.0,Fixed capital
phase424_order_notional_inr,100000.0,Order notional
phase424_exact_forward_ticks_required,3,No proxy-only tick gate
phase424_execution_results_generated,0,Precommit only
phase424_strategy_promotion_allowed,0,No promotion
phase424_paper_or_live_acceptance_allowed,0,No paper/live
phase424_deployable_profitability_claim_allowed,0,No deployable claim
phase424_execution_allowed_next,1,Whether Phase425 may run
phase424_hard_gate_pass_rows,17,Passed hard gates
phase424_hard_gate_rows,17,Hard gates
phase424_next_best_action,run_phase425_queue_depletion_continuation_execution_no_paper_live,Recommended next action
