metric,value,description
phase249_close_or_broaden_complete,1,Phase249 close/broaden decision completed
phase249_closed_scope,single_name_bar_return_reversal_with_top5_depth_filters,Scope closed under current evidence
phase249_phase248_variant_rows,1728,Phase248 variants considered
phase249_phase248_cost200_positive_rows,0,Phase248 2x-cost positive variants
phase249_phase248_survivor_rows,0,Phase248 controlled survivors
phase249_closure_rows,3,Closure ledger rows
phase249_failure_attribution_rows,5,Failure attribution rows
phase249_broaden_queue_rows,4,Materially different broaden routes
phase249_selected_next_route,P249_PAIR_OR_BASKET_RELATIVE_VALUE,Highest-priority next route
phase249_threshold_relaxation_only_allowed,0,No threshold relaxation loop
phase249_download_more_dates_now_allowed,0,No raw-date download in Phase249
phase249_replay_execution_allowed_now,0,No replay execution in Phase249
phase249_strategy_promotion_allowed,0,No strategy promotion from Phase249
phase249_paper_or_live_acceptance_allowed,0,No paper/live acceptance from Phase249
phase249_deployable_profitability_claim_allowed,0,No deployable profitability claim from Phase249
phase249_hard_gate_pass_rows,6,Hard gates passed
phase249_hard_gate_rows,6,Hard gates evaluated
phase249_next_best_action,run_phase250_pair_basket_relative_value_precommit_no_downloads_no_2026_07_17_or_2026_07_20_tuning_no_paper_live,Recommended next milestone
