gate_id,passed,observed_value,required_value,severity
P301_PHASE300_EXECUTION_COMPLETE,True,1,1,hard
P301_PHASE300_NEXT_ACTION_PRESENT,True,run_phase301_passive_aware_execution_hybrid_interpretation_no_paper_live,Phase300 routes to Phase301,hard
P301_PHASE300_GATES_PASS,True,10/10,Phase300 hard gates pass,hard
P301_SCENARIOS_PRESENT,True,scenarios=108;ranked=108,>0,hard
P301_NO_ACCEPTANCE_SURVIVOR,True,0,0,hard
P301_KILL_SWITCH_FIRED,True,1,1,hard
P301_CLOSES_PHASE300_FOR_ACCEPTANCE,True,1,1,hard
P301_TERMINAL_REPORT_REQUIRED,True,1,1,hard
P301_BOUNDARIES_CLOSED,True,replay=0;promotion=0;paper=0;claim=0,all zero,hard
P301_TERMINAL_CONTRACT_PRESENT,True,6,>=6,hard
