metric,value,description
phase301_interpretation_complete,1,Phase301 interpretation completed
phase301_selected_outcome,P301_PASSIVE_AWARE_EXECUTION_FALSIFIED,Selected outcome
phase301_phase300_scenario_rows,108,Phase300 scenarios interpreted
phase301_phase300_above12_scenario_rows,17,Phase300 above-12 rows
phase301_phase300_event_floor_scenario_rows,0,Phase300 event-floor rows
phase301_phase300_breadth_met_scenario_rows,0,Phase300 breadth rows
phase301_phase300_cost200_acceptance_survivor_rows,0,Phase300 acceptance survivors
phase301_phase300_kill_switch_triggered,1,Phase300 kill-switch
phase301_best_scenario_id,P300_P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6_P300_FILL_OPTIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,Best annualized scenario
phase301_best_annualized_pct,287.9689503602893,Best annualized diagnostic
phase301_best_scheduled_event_rows,2,Best scheduled events
phase301_broadest_scenario_id,P300_ALL_PHASE299_SEEDS_P300_FILL_BASE_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC4_COST200,Broadest scheduled scenario
phase301_broadest_annualized_pct,8.230380462356296,Broadest scheduled scenario annualized
phase301_broadest_scheduled_event_rows,26,Broadest scheduled events
phase301_kill_switch_rows,7,Kill-switch audit rows
phase301_terminal_report_required,1,Terminal report required
phase301_do_not_rescue_with_more_filters,1,No rescue tuning
phase301_strategy_replay_allowed,0,No replay
phase301_strategy_promotion_allowed,0,No promotion
phase301_paper_or_live_acceptance_allowed,0,No paper/live
phase301_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase301_hard_gate_pass_rows,10,Passed hard gates
phase301_hard_gate_rows,10,Hard gates
phase301_next_best_action,run_phase302_terminal_retail_top5_l2_alpha_thesis_report_no_paper_live,Recommended next milestone
