metric,value,description
phase367_passive_aware_charter_reconciliation_complete,1,Phase367 completed if all hard gates pass
phase367_phase300_charter_survivor_rows,0,Phase300 cost200 acceptance survivors
phase367_phase300_event_floor_rows,0,Phase300 event-floor scenarios
phase367_phase300_breadth_rows,0,Phase300 breadth-met scenarios
phase367_phase301_terminal_report_required,1,Phase301 terminal report requirement
phase367_phase366_primary_annualized_return_pct,39.144819884564285,Phase366 clue annualized diagnostic
phase367_phase366_primary_trade_rows,12,Phase366 selected trades
phase367_phase366_event_floor_met,0,Phase366 event floor
phase367_phase366_acceptance_candidate_rows,0,Phase366 acceptance candidates
phase367_passive_acceptance_reopened,0,Whether passive-aware acceptance path is reopened now
phase367_strategy_promotion_allowed,0,No promotion
phase367_paper_or_live_acceptance_allowed,0,No paper/live
phase367_deployable_profitability_claim_allowed,0,No deployable claim
phase367_hard_gate_pass_rows,6,Passed hard gates
phase367_hard_gate_rows,6,Hard gates
phase367_next_best_action,expand_official_catalyst_real_l2_events_or_write_terminal_branch_report_no_paper_live,Recommended next milestone
