gate_id,passed,observed_value,required_value,severity
P325_PHASE324_COMPLETE,True,1,1,hard
P325_DENSE_FILE_INVENTORY_PRESENT,True,384,>0,hard
P325_MIN_EVENT_ROWS,True,50,>=40,hard
P325_TARGET_EVENT_ROWS,True,50,>=50,hard
P325_DISTINCT_EVENT_DATES,True,50,one_date_per_event_and_min_met,hard
P325_SYMBOL_COVERAGE_TARGET_MET,True,32,>=32,hard
P325_EVENT_SYMBOL_WORK_ORDER_COMPLETE,True,events=50;rows=1600,all_events_x_32_symbols,hard
P325_FULL_DEPTH_POLICY_PRESERVED,True,1,1,hard
P325_DEPTH_BEYOND_L1_POLICY_PRESERVED,True,1,1,hard
P325_BOUNDARIES_CLOSED,True,replay=0;promotion=0;paper=0;claim=0,all_zero,hard
