metric,value,description
phase328_expanded_join_quality_audit_complete,1,Phase328 expanded join quality audit completed
phase328_joined_rows,141708530,Joined rows audited
phase328_event_rows,50,Distinct events audited
phase328_symbol_rows,32,Distinct symbols audited
phase328_min_event_symbol_coverage,32,Minimum symbols per event
phase328_min_symbol_event_coverage,50,Minimum events per symbol
phase328_relative_second_min,-900,Minimum relative second
phase328_relative_second_max,1800,Maximum relative second
phase328_crossed_or_locked_l1_rows,0,Crossed or locked top-of-book rows
phase328_bid_depth_sort_error_rows,0,Bid depth sort error rows
phase328_ask_depth_sort_error_rows,0,Ask depth sort error rows
phase328_depth_beyond_l1_material_rows,141708530,Rows with depth levels 2-5 material
phase328_strategy_search_allowed_now,0,No strategy search in Phase328
phase328_strategy_replay_allowed,0,No replay
phase328_strategy_promotion_allowed,0,No promotion
phase328_paper_or_live_acceptance_allowed,0,No paper/live
phase328_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase328_hard_gate_pass_rows,12,Passed hard gates
phase328_hard_gate_rows,12,Hard gates
phase328_next_best_action,run_phase329_event_catalyst_expanded_feature_materialization_precommit_no_replay,Recommended next action
