profile_id,trade_month,symbol,source_rows,dense_rows,bytes,median_gap_ms,p90_gap_ms,p95_gap_ms,one_tick_return_std,median_spread_bps,p90_spread_bps,median_l1_depth,median_l5_depth,median_abs_l1_imbalance
P98_LEGACY_DEFAULT,2026-01,HDFCBANK,8220,65760,1726504,1.0,193.0,293.0,0.001369528271401275,1.2198097096855665,1.8764073054788248,792.0,6731.0,0.5723684210526315
P98_LEGACY_DEFAULT,2026-02,HDFCBANK,7476,59808,1576975,1.0,193.0,293.0,0.0013515484713956625,1.2264671613420342,3.037482534475427,818.0,6953.0,0.5723684210526315
P98_LEGACY_DEFAULT,2026-03,HDFCBANK,8220,65760,1727334,1.0,193.0,293.0,0.0012811550990381474,1.223952756569195,1.886673794100714,792.0,6731.0,0.5722379603399433
P98_LEGACY_DEFAULT,2026-04,HDFCBANK,8212,65696,1748751,1.0,193.0,293.0,0.0012439361642397327,1.2239902080772223,2.973712382538361,814.0,6918.5,0.5720720720720721
P98_LEGACY_DEFAULT,2026-05,HDFCBANK,7848,62784,1656031,1.0,193.0,293.0,0.001149778978891915,1.228199459592517,3.02571860816944,830.0,7055.0,0.5727272727272728
P98_LEGACY_DEFAULT,2026-06,HDFCBANK,8198,65584,1739001,1.0,193.0,293.0,0.001407281750045758,1.2294074256211303,3.0461800901669305,802.0,6818.0,0.5725593667546174
P98_LEGACY_DEFAULT,2026-07,HDFCBANK,8587,68696,1785742,1.0,193.0,293.0,0.0012330708673320779,1.2272950417283106,1.8793459875960312,812.0,6903.0,0.5723684210526315
P98_LEGACY_DEFAULT,2026-08,HDFCBANK,7841,62728,1657161,1.0,193.0,293.0,0.0014026928593631064,1.2285766939003961,2.9717682020802374,840.0,7140.0,0.5721784776902887
P98_LEGACY_DEFAULT,2026-09,HDFCBANK,8208,65664,1763095,1.0,193.0,293.0,0.0018238856882358328,1.2288031457363324,3.104433130510369,826.0,7021.0,0.5723981900452488
P98_LEGACY_DEFAULT,2026-10,HDFCBANK,8212,65696,1720309,1.0,193.0,293.0,0.001000681971682159,1.2180267965884173,1.252583453372866,794.0,6748.0,0.5721649484536082
P98_LEGACY_DEFAULT,2026-11,HDFCBANK,7858,62864,1661868,1.0,193.0,293.0,0.001282043652789733,1.2248897599218853,3.035454103933948,816.0,6935.5,0.5722379603399433
P98_LEGACY_DEFAULT,2026-12,HDFCBANK,5230,41840,1058953,1.0,193.0,293.0,0.001423750945408123,1.2253024977038827,3.0314053595246753,770.0,6544.0,0.5723684210526315
P98_TIMING_VOL_MODERATE,2026-01,HDFCBANK,8220,65760,2141060,4.0,195.0,295.0,0.0013695924081268225,1.2198097096855665,1.8764073054788248,792.0,6731.0,0.5723684210526315
P98_TIMING_VOL_MODERATE,2026-02,HDFCBANK,7476,59808,1964453,4.0,195.0,295.0,0.001351419956484764,1.2264671613420342,3.037482534475427,818.0,6953.0,0.5723684210526315
P98_TIMING_VOL_MODERATE,2026-03,HDFCBANK,8220,65760,2158965,4.0,195.0,295.0,0.0012811657498324389,1.223952756569195,1.886673794100714,792.0,6731.0,0.5722379603399433
P98_TIMING_VOL_MODERATE,2026-04,HDFCBANK,8212,65696,2167568,4.0,195.0,295.0,0.0012437654861700404,1.2239902080772223,2.973712382538361,814.0,6918.5,0.5720720720720721
P98_TIMING_VOL_MODERATE,2026-05,HDFCBANK,7848,62784,2078779,4.0,195.0,295.0,0.0011497758198691795,1.228199459592517,3.02571860816944,830.0,7055.0,0.5727272727272728
P98_TIMING_VOL_MODERATE,2026-06,HDFCBANK,8198,65584,2144316,4.0,195.0,295.0,0.0014072491946674525,1.2294074256211303,3.0461800901669305,802.0,6818.0,0.5725593667546174
P98_TIMING_VOL_MODERATE,2026-07,HDFCBANK,8587,68696,2258340,4.0,195.0,295.0,0.0012330832005526184,1.2272950417283106,1.8793459875960312,812.0,6903.0,0.5723684210526315
P98_TIMING_VOL_MODERATE,2026-08,HDFCBANK,7841,62728,2063170,4.0,195.0,295.0,0.0014025574560555148,1.2285766939003961,2.9717682020802374,840.0,7140.0,0.5721784776902887
P98_TIMING_VOL_MODERATE,2026-09,HDFCBANK,8208,65664,2172947,4.0,195.0,295.0,0.0018240041430778893,1.2288031457363324,3.104433130510369,826.0,7021.0,0.5723981900452488
P98_TIMING_VOL_MODERATE,2026-10,HDFCBANK,8212,65696,2128853,4.0,195.0,295.0,0.0010005892384989895,1.2180267965884173,1.252583453372866,794.0,6748.0,0.5721649484536082
P98_TIMING_VOL_MODERATE,2026-11,HDFCBANK,7858,62864,2051721,4.0,195.0,295.0,0.0012819335766027379,1.2248897599218853,3.035454103933948,816.0,6935.5,0.5722379603399433
P98_TIMING_VOL_MODERATE,2026-12,HDFCBANK,5230,41840,1408561,4.0,195.0,295.0,0.0014237771926254633,1.2253024977038827,3.0314053595246753,770.0,6544.0,0.5723684210526315
P98_FULL_BOOK_REBALANCE_BASE,2026-01,HDFCBANK,8220,65760,2141060,4.0,195.0,295.0,0.0013695924081268225,1.2198097096855665,1.8764073054788248,792.0,6731.0,0.5723684210526315
P98_FULL_BOOK_REBALANCE_BASE,2026-02,HDFCBANK,7476,59808,1964453,4.0,195.0,295.0,0.001351419956484764,1.2264671613420342,3.037482534475427,818.0,6953.0,0.5723684210526315
P98_FULL_BOOK_REBALANCE_BASE,2026-03,HDFCBANK,8220,65760,2158965,4.0,195.0,295.0,0.0012811657498324389,1.223952756569195,1.886673794100714,792.0,6731.0,0.5722379603399433
P98_FULL_BOOK_REBALANCE_BASE,2026-04,HDFCBANK,8212,65696,2167568,4.0,195.0,295.0,0.0012437654861700404,1.2239902080772223,2.973712382538361,814.0,6918.5,0.5720720720720721
P98_FULL_BOOK_REBALANCE_BASE,2026-05,HDFCBANK,7848,62784,2078779,4.0,195.0,295.0,0.0011497758198691795,1.228199459592517,3.02571860816944,830.0,7055.0,0.5727272727272728
P98_FULL_BOOK_REBALANCE_BASE,2026-06,HDFCBANK,8198,65584,2144316,4.0,195.0,295.0,0.0014072491946674525,1.2294074256211303,3.0461800901669305,802.0,6818.0,0.5725593667546174
P98_FULL_BOOK_REBALANCE_BASE,2026-07,HDFCBANK,8587,68696,2258340,4.0,195.0,295.0,0.0012330832005526184,1.2272950417283106,1.8793459875960312,812.0,6903.0,0.5723684210526315
P98_FULL_BOOK_REBALANCE_BASE,2026-08,HDFCBANK,7841,62728,2063170,4.0,195.0,295.0,0.0014025574560555148,1.2285766939003961,2.9717682020802374,840.0,7140.0,0.5721784776902887
P98_FULL_BOOK_REBALANCE_BASE,2026-09,HDFCBANK,8208,65664,2172947,4.0,195.0,295.0,0.0018240041430778893,1.2288031457363324,3.104433130510369,826.0,7021.0,0.5723981900452488
P98_FULL_BOOK_REBALANCE_BASE,2026-10,HDFCBANK,8212,65696,2128853,4.0,195.0,295.0,0.0010005892384989895,1.2180267965884173,1.252583453372866,794.0,6748.0,0.5721649484536082
P98_FULL_BOOK_REBALANCE_BASE,2026-11,HDFCBANK,7858,62864,2051721,4.0,195.0,295.0,0.0012819335766027379,1.2248897599218853,3.035454103933948,816.0,6935.5,0.5722379603399433
P98_FULL_BOOK_REBALANCE_BASE,2026-12,HDFCBANK,5230,41840,1408561,4.0,195.0,295.0,0.0014237771926254633,1.2253024977038827,3.0314053595246753,770.0,6544.0,0.5723684210526315
