candidate_id,family_id,uses_full_top_five_depth,uses_depth_beyond_l1,uses_l1_only,horizon,imbalance_quantile,imbalance_min,shock_quantile,shock_min,spread_regime,symbols,trade_dates,cost100_event_rows,cost100_net_pnl_inr,cost100_gross_pnl_inr,cost100_cost_inr,cost100_win_rate,cost100_profit_factor,cost100_avg_net_per_event,cost100_max_drawdown_inr,cost100_cost_hurdle_hit_rate,cost150_event_rows,cost150_net_pnl_inr,cost150_gross_pnl_inr,cost150_cost_inr,cost150_win_rate,cost150_profit_factor,cost150_avg_net_per_event,cost150_max_drawdown_inr,cost150_cost_hurdle_hit_rate,cost200_event_rows,cost200_net_pnl_inr,cost200_gross_pnl_inr,cost200_cost_inr,cost200_win_rate,cost200_profit_factor,cost200_avg_net_per_event,cost200_max_drawdown_inr,cost200_cost_hurdle_hit_rate,side_flip_net_pnl_inr,side_flip_degrades,random_side_net_pnl_inr,random_side_beat,shuffle_label_net_pnl_inr,shuffle_label_beat,survivor_candidate,has_events
P265_P265_L2L5_BID_ABSORPTION_CONTINUATION_H10_IQ0p9_SQ0p75_SPHIGH,P265_L2L5_BID_ABSORPTION_CONTINUATION,1,1,0,10,0.9,0.4628532906704733,0.75,7530.25,high,4,1,9,782.0356498346316,1526.1664498346315,744.1308,0.8888888888888888,3.1975853117308097,86.89284998162573,0.0,0.8888888888888888,9,409.97024983463166,1526.1664498346315,1116.1962,0.8888888888888888,2.0321456428323947,45.55224998162574,0.0,0.8888888888888888,9,37.90484983463176,1526.1664498346315,1488.2616,0.6666666666666666,1.0846992657709977,4.211649981625751,-4.490114719833059,0.6666666666666666,-2270.2972498346317,1,-574.1981458542232,1,782.0356498346315,1,0,1
P265_P265_L2L5_ASK_ABSORPTION_CONTINUATION_H10_IQ0p9_SQ0p75_SPLOW,P265_L2L5_ASK_ABSORPTION_CONTINUATION,1,1,0,10,0.9,0.4628532906704733,0.75,7530.25,low,3,1,3,258.3360688617895,506.37966886178947,248.04360000000003,0.6666666666666666,14.870846685641835,86.11202295392984,-18.624390761178347,0.6666666666666666,3,134.31426886178946,506.37966886178947,372.0654,0.6666666666666666,3.239878088145144,44.77142295392982,-59.96499076117837,0.6666666666666666,3,10.292468861789459,506.37966886178947,496.08720000000005,0.6666666666666666,1.1015982314939885,3.4308229539298196,-101.30559076117838,0.6666666666666666,-754.4232688617894,1,-269.5069635510331,1,258.33606886178944,1,0,1
P265_P265_L2L5_ASK_ABSORPTION_CONTINUATION_H10_IQ0p9_SQ0p9_SPMID,P265_L2L5_ASK_ABSORPTION_CONTINUATION,1,1,0,10,0.9,0.4628532906704733,0.9,16804.0,mid,1,1,1,-29.59681413143743,53.08438586856256,82.6812,0.0,0.0,-29.59681413143743,0.0,0.0,1,-70.93741413143744,53.08438586856256,124.0218,0.0,0.0,-70.93741413143744,0.0,0.0,1,-112.27801413143743,53.08438586856256,165.3624,0.0,0.0,-112.27801413143743,0.0,0.0,-135.76558586856257,1,-29.59681413143743,0,-29.59681413143743,0,0,1
P265_P265_L2L5_ASK_ABSORPTION_CONTINUATION_H6_IQ0p9_SQ0p9_SPMID,P265_L2L5_ASK_ABSORPTION_CONTINUATION,1,1,0,6,0.9,0.4628532906704733,0.9,16804.0,mid,1,1,1,-46.071278711322755,36.60992128867724,82.6812,0.0,0.0,-46.071278711322755,0.0,0.0,1,-87.41187871132276,36.60992128867724,124.0218,0.0,0.0,-87.41187871132276,0.0,0.0,1,-128.75247871132277,36.60992128867724,165.3624,0.0,0.0,-128.75247871132277,0.0,0.0,-119.29112128867723,1,-46.071278711322755,0,-46.071278711322755,0,0,1
P265_P265_L2L5_BID_ABSORPTION_CONTINUATION_H10_IQ0p9_SQ0p9_SPHIGH,P265_L2L5_BID_ABSORPTION_CONTINUATION,1,1,0,10,0.9,0.4628532906704733,0.9,16804.0,high,2,1,6,334.0556974295089,830.1428974295087,496.0872,0.8333333333333334,1.9387243332529858,55.675949571584816,0.0,0.8333333333333334,6,86.0120974295089,830.1428974295087,744.1308,0.8333333333333334,1.21654500937215,14.335349571584816,0.0,0.8333333333333334,6,-162.03150257049106,830.1428974295087,992.1744,0.5,0.6379368508418878,-27.005250428415177,-8.98022943966609,0.5,-1326.230097429509,1,12.311126869174956,1,334.0556974295088,1,0,1
P265_P265_L2L5_ASK_ABSORPTION_CONTINUATION_H3_IQ0p9_SQ0p9_SPMID,P265_L2L5_ASK_ABSORPTION_CONTINUATION,1,1,0,3,0.9,0.4628532906704733,0.9,16804.0,mid,1,1,1,-95.49467245103426,-12.813472451034258,82.6812,0.0,0.0,-95.49467245103426,0.0,0.0,1,-136.83527245103426,-12.813472451034258,124.0218,0.0,0.0,-136.83527245103426,0.0,0.0,1,-178.17587245103425,-12.813472451034258,165.3624,0.0,0.0,-178.17587245103425,0.0,0.0,-69.86772754896575,0,-69.86772754896575,0,-95.49467245103426,0,0,1
P265_P265_L2L5_ASK_ABSORPTION_CONTINUATION_H6_IQ0p9_SQ0p75_SPLOW,P265_L2L5_ASK_ABSORPTION_CONTINUATION,1,1,0,6,0.9,0.4628532906704733,0.75,7530.25,low,3,1,3,3.5514181798509803,251.59501817985097,248.04360000000003,0.3333333333333333,1.1660562418984142,1.1838060599503268,-21.38683941807848,0.3333333333333333,3,-120.47038182014902,251.59501817985097,372.0654,0.0,0.0,-40.156793940049674,-104.06803941807848,0.0,3,-244.492181820149,251.59501817985097,496.08720000000005,0.0,0.0,-81.49739394004966,-186.74923941807847,0.0,-499.638618179851,1,-369.0842282885157,1,3.5514181798509803,0,0,1
P265_P265_L2L5_ASK_ABSORPTION_CONTINUATION_H3_IQ0p9_SQ0p75_SPLOW,P265_L2L5_ASK_ABSORPTION_CONTINUATION,1,1,0,3,0.9,0.4628532906704733,0.75,7530.25,low,3,1,3,2.3177982645536233,250.3613982645536,248.04360000000003,0.6666666666666666,1.0546432477802092,0.7725994215178744,-42.416919907039095,0.6666666666666666,3,-121.70400173544638,250.3613982645536,372.0654,0.0,0.0,-40.56800057848213,-114.52618427035519,0.0,3,-245.7258017354464,250.3613982645536,496.08720000000005,0.0,0.0,-81.90860057848214,-197.2073842703552,0.0,-498.4049982645536,1,-311.8987269911858,1,2.3177982645536233,0,0,1
P265_P265_SPREAD_COMPRESSION_ABSORPTION_H10_IQ0p9_SQ0p9_SPHIGH,P265_SPREAD_COMPRESSION_ABSORPTION,1,1,0,10,0.9,0.4628532906704733,0.9,175097.5,high,2,1,5,152.31958296794636,565.7255829679463,413.406,0.8,1.4280307148275198,30.46391659358927,0.0,0.8,5,-54.3834170320536,565.7255829679463,620.109,0.8,0.8630837067943032,-10.87668340641072,0.0,0.8,5,-261.08641703205353,565.7255829679463,826.812,0.4,0.41659634791136524,-52.21728340641071,-4.490114719833059,0.4,-979.1315829679465,1,-169.42498759238754,1,152.31958296794636,0,0,1
P265_P265_SPREAD_COMPRESSION_ABSORPTION_H10_IQ0p9_SQ0p6_SPMID,P265_SPREAD_COMPRESSION_ABSORPTION,1,1,0,10,0.9,0.4628532906704733,0.6,46088.0,mid,5,1,9,478.2480181757734,1222.3788181757734,744.1308,0.4444444444444444,2.162176247174989,53.13866868619704,-268.10471088760465,0.4444444444444444,9,106.1826181757733,1222.3788181757734,1116.1962,0.4444444444444444,1.1717571281994665,11.798068686197034,-367.4873747793608,0.4444444444444444,9,-265.88278182422664,1222.3788181757734,1488.2616,0.3333333333333333,0.683939011507396,-29.54253131380296,-574.1903747793607,0.3333333333333333,-1966.5096181757733,1,-1156.7469159131,1,478.2480181757735,0,0,1
