gate_id,passed,observed_value,required_value,severity
P448_PHASE447_AVAILABLE,True,P447 boundary row present,present,hard
P448_PHASE447_REJECTED_OR_NEW_SOURCE_REQUIRED,True,reject_catalyst_continuation_stability_or_precommit_new_source_edge,new source required,hard
P448_SELECTED_SOURCE_PRESENT,True,1,1,hard
P448_SELECTED_SOURCE_USES_L2_L5,True,1,1,hard
P448_SELECTED_SOURCE_NOT_CLOSED_FAMILY,True,1,1,hard
P448_PHASE449_EXECUTION_ALLOWED,True,1,1,hard
P448_RAW_DENSE_LAKE_PRESENT,True,exists=1;files=384,exists_and_files_gt_0,hard
P448_PHASE298_FULL_DEPTH_SOURCE_PRESENT,True,1,1,hard
P448_COST200_FIXED_CAPITAL_PRECOMMITTED,True,fixed_initial_capital_1000000_inr_order_notional_100000_inr_cost200,cost200_fixed_capital,hard
P448_CONTROLS_PRECOMMITTED,True,l1_only_ablation;side_flip;time_reverse_or_shift;curvature_static_snapshot_without_repair,controls,hard
P448_RESULTS_NOT_GENERATED,True,0,0,hard
P448_BOUNDARIES_CLOSED,True,catalyst_continuation_rescue;market_maker_rescue;supervised_ranker_retry;low_turnover_carry_retry;promotion;paper_live;deployable_profitability_claim,closed,hard
