candidate_id,family_id,quote_mode,uses_full_top_five_depth,uses_depth_beyond_l1,horizon,spread_quantile,spread_min_bps,queue_quantile,churn_quantile,churn_cap,imbalance_threshold,replenishment_quantile,replenishment_min,spread_capture_fraction,symbols,trade_dates,cost100_opportunity_rows,cost100_expected_net_pnl_inr,cost100_expected_gross_pnl_inr,cost100_expected_cost_inr,cost100_realized_fill_equivalent_rows,cost100_win_rate,cost100_profit_factor,cost100_avg_expected_net_per_opportunity,cost100_max_drawdown_inr,cost150_opportunity_rows,cost150_expected_net_pnl_inr,cost150_expected_gross_pnl_inr,cost150_expected_cost_inr,cost150_realized_fill_equivalent_rows,cost150_win_rate,cost150_profit_factor,cost150_avg_expected_net_per_opportunity,cost150_max_drawdown_inr,cost200_opportunity_rows,cost200_expected_net_pnl_inr,cost200_expected_gross_pnl_inr,cost200_expected_cost_inr,cost200_realized_fill_equivalent_rows,cost200_win_rate,cost200_profit_factor,cost200_avg_expected_net_per_opportunity,cost200_max_drawdown_inr,side_flip_expected_net_pnl_inr,side_flip_degrades,random_side_expected_net_pnl_inr,random_side_beat,queue_adverse_expected_net_pnl_inr,queue_adversity_survives,survivor_candidate,has_opportunities
P259_P258_PASSIVE_BID_REPLENISHMENT_H10_SPQ0p5_QQ0p5_CQ0p75_I0p05_RQ0p75_CF0p75,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,10,0.5,2.6725913756795983,0.5,0.75,80028.5,0.05,0.75,7530.25,0.75,1,1,1,7.249843402049745,89.93104340204974,82.6812,0.3181820647751316,1.0,999.0,7.249843402049745,0.0,1,-34.090756597950254,89.93104340204974,124.0218,0.3181820647751316,0.0,0.0,-34.090756597950254,0.0,1,-75.43135659795024,89.93104340204974,165.3624,0.3181820647751316,0.0,0.0,-75.43135659795024,0.0,-229.50896292223328,1,-229.50896292223328,1,1.814977150421253,1,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H10_SPQ0p5_QQ0p5_CQ0p9_I0p05_RQ0p75_CF0p75,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,10,0.5,2.6725913756795983,0.5,0.9,175097.5,0.05,0.75,7530.25,0.75,1,1,1,7.249843402049745,89.93104340204974,82.6812,0.3181820647751316,1.0,999.0,7.249843402049745,0.0,1,-34.090756597950254,89.93104340204974,124.0218,0.3181820647751316,0.0,0.0,-34.090756597950254,0.0,1,-75.43135659795024,89.93104340204974,165.3624,0.3181820647751316,0.0,0.0,-75.43135659795024,0.0,-229.50896292223328,1,-229.50896292223328,1,1.814977150421253,1,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H10_SPQ0p5_QQ0p5_CQ0p75_I0p05_RQ0p75_CF0p5,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,10,0.5,2.6725913756795983,0.5,0.75,80028.5,0.05,0.75,7530.25,0.5,1,1,1,4.532410276235481,87.21361027623547,82.6812,0.3181820647751316,1.0,999.0,4.532410276235481,0.0,1,-36.808189723764514,87.21361027623547,124.0218,0.3181820647751316,0.0,0.0,-36.808189723764514,0.0,1,-78.14878972376452,87.21361027623547,165.3624,0.3181820647751316,0.0,0.0,-78.14878972376452,0.0,-232.22639604804752,1,-232.22639604804752,1,-0.9024559753930106,0,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H10_SPQ0p5_QQ0p5_CQ0p9_I0p05_RQ0p75_CF0p5,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,10,0.5,2.6725913756795983,0.5,0.9,175097.5,0.05,0.75,7530.25,0.5,1,1,1,4.532410276235481,87.21361027623547,82.6812,0.3181820647751316,1.0,999.0,4.532410276235481,0.0,1,-36.808189723764514,87.21361027623547,124.0218,0.3181820647751316,0.0,0.0,-36.808189723764514,0.0,1,-78.14878972376452,87.21361027623547,165.3624,0.3181820647751316,0.0,0.0,-78.14878972376452,0.0,-232.22639604804752,1,-232.22639604804752,1,-0.9024559753930106,0,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H10_SPQ0p5_QQ0p5_CQ0p75_I0p05_RQ0p75_CF0p25,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,10,0.5,2.6725913756795983,0.5,0.75,80028.5,0.05,0.75,7530.25,0.25,1,1,1,1.814977150421253,84.49617715042125,82.6812,0.3181820647751316,1.0,999.0,1.814977150421253,0.0,1,-39.525622849578745,84.49617715042125,124.0218,0.3181820647751316,0.0,0.0,-39.525622849578745,0.0,1,-80.86622284957875,84.49617715042125,165.3624,0.3181820647751316,0.0,0.0,-80.86622284957875,0.0,-234.9438291738618,1,-234.9438291738618,1,-3.6198891012072387,0,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H10_SPQ0p5_QQ0p5_CQ0p9_I0p05_RQ0p75_CF0p25,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,10,0.5,2.6725913756795983,0.5,0.9,175097.5,0.05,0.75,7530.25,0.25,1,1,1,1.814977150421253,84.49617715042125,82.6812,0.3181820647751316,1.0,999.0,1.814977150421253,0.0,1,-39.525622849578745,84.49617715042125,124.0218,0.3181820647751316,0.0,0.0,-39.525622849578745,0.0,1,-80.86622284957875,84.49617715042125,165.3624,0.3181820647751316,0.0,0.0,-80.86622284957875,0.0,-234.9438291738618,1,-234.9438291738618,1,-3.6198891012072387,0,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H6_SPQ0p5_QQ0p75_CQ0p75_I0p25_RQ0p75_CF0p75,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,6,0.5,2.6725913756795983,0.75,0.75,80028.5,0.25,0.75,7530.25,0.75,1,1,1,-8.80060978085118,73.88059021914881,82.6812,0.33436446960506816,0.0,0.0,-8.80060978085118,0.0,1,-50.14120978085118,73.88059021914881,124.0218,0.33436446960506816,0.0,0.0,-50.14120978085118,0.0,1,-91.4818097808512,73.88059021914881,165.3624,0.33436446960506816,0.0,0.0,-91.4818097808512,0.0,-163.73942751748078,1,-8.80060978085118,0,-14.678494457611286,0,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H6_SPQ0p75_QQ0p75_CQ0p75_I0p25_RQ0p75_CF0p75,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,6,0.75,3.4284694119258963,0.75,0.75,80028.5,0.25,0.75,7530.25,0.75,1,1,1,-8.80060978085118,73.88059021914881,82.6812,0.33436446960506816,0.0,0.0,-8.80060978085118,0.0,1,-50.14120978085118,73.88059021914881,124.0218,0.33436446960506816,0.0,0.0,-50.14120978085118,0.0,1,-91.4818097808512,73.88059021914881,165.3624,0.33436446960506816,0.0,0.0,-91.4818097808512,0.0,-163.73942751748078,1,-8.80060978085118,0,-14.678494457611286,0,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H6_SPQ0p75_QQ0p75_CQ0p9_I0p25_RQ0p75_CF0p75,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,6,0.75,3.4284694119258963,0.75,0.9,175097.5,0.25,0.75,7530.25,0.75,1,1,1,-8.80060978085118,73.88059021914881,82.6812,0.33436446960506816,0.0,0.0,-8.80060978085118,0.0,1,-50.14120978085118,73.88059021914881,124.0218,0.33436446960506816,0.0,0.0,-50.14120978085118,0.0,1,-91.4818097808512,73.88059021914881,165.3624,0.33436446960506816,0.0,0.0,-91.4818097808512,0.0,-163.73942751748078,1,-8.80060978085118,0,-14.678494457611286,0,0,1
P259_P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN_H6_SPQ0p5_QQ0p75_CQ0p75_I0p25_RQ0p75_CF0p75,P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN,both,1,1,6,0.5,2.6725913756795983,0.75,0.75,80028.5,0.25,0.75,7530.25,0.75,1,1,1,-8.80060978085118,73.88059021914881,82.6812,0.33436446960506816,0.0,0.0,-8.80060978085118,0.0,1,-50.14120978085118,73.88059021914881,124.0218,0.33436446960506816,0.0,0.0,-50.14120978085118,0.0,1,-91.4818097808512,73.88059021914881,165.3624,0.33436446960506816,0.0,0.0,-91.4818097808512,0.0,-163.73942751748078,1,-8.80060978085118,0,-14.678494457611286,0,0,1
P259_P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN_H6_SPQ0p75_QQ0p75_CQ0p75_I0p25_RQ0p75_CF0p75,P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN,both,1,1,6,0.75,3.4284694119258963,0.75,0.75,80028.5,0.25,0.75,7530.25,0.75,1,1,1,-8.80060978085118,73.88059021914881,82.6812,0.33436446960506816,0.0,0.0,-8.80060978085118,0.0,1,-50.14120978085118,73.88059021914881,124.0218,0.33436446960506816,0.0,0.0,-50.14120978085118,0.0,1,-91.4818097808512,73.88059021914881,165.3624,0.33436446960506816,0.0,0.0,-91.4818097808512,0.0,-163.73942751748078,1,-8.80060978085118,0,-14.678494457611286,0,0,1
P259_P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN_H6_SPQ0p75_QQ0p75_CQ0p9_I0p25_RQ0p75_CF0p75,P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN,both,1,1,6,0.75,3.4284694119258963,0.75,0.9,175097.5,0.25,0.75,7530.25,0.75,1,1,1,-8.80060978085118,73.88059021914881,82.6812,0.33436446960506816,0.0,0.0,-8.80060978085118,0.0,1,-50.14120978085118,73.88059021914881,124.0218,0.33436446960506816,0.0,0.0,-50.14120978085118,0.0,1,-91.4818097808512,73.88059021914881,165.3624,0.33436446960506816,0.0,0.0,-91.4818097808512,0.0,-163.73942751748078,1,-8.80060978085118,0,-14.678494457611286,0,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H10_SPQ0p5_QQ0p75_CQ0p75_I0p25_RQ0p75_CF0p75,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,10,0.5,2.6725913756795983,0.75,0.75,80028.5,0.25,0.75,7530.25,0.75,1,1,1,-11.509330370647932,71.17186962935206,82.6812,0.33436446960506816,0.0,0.0,-11.509330370647932,0.0,1,-52.84993037064793,71.17186962935206,124.0218,0.33436446960506816,0.0,0.0,-52.84993037064793,0.0,1,-94.19053037064792,71.17186962935206,165.3624,0.33436446960506816,0.0,0.0,-94.19053037064792,0.0,-161.030706927684,1,-11.509330370647932,0,-17.387215047408038,0,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H10_SPQ0p75_QQ0p75_CQ0p75_I0p25_RQ0p75_CF0p75,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,10,0.75,3.4284694119258963,0.75,0.75,80028.5,0.25,0.75,7530.25,0.75,1,1,1,-11.509330370647932,71.17186962935206,82.6812,0.33436446960506816,0.0,0.0,-11.509330370647932,0.0,1,-52.84993037064793,71.17186962935206,124.0218,0.33436446960506816,0.0,0.0,-52.84993037064793,0.0,1,-94.19053037064792,71.17186962935206,165.3624,0.33436446960506816,0.0,0.0,-94.19053037064792,0.0,-161.030706927684,1,-11.509330370647932,0,-17.387215047408038,0,0,1
P259_P258_PASSIVE_BID_REPLENISHMENT_H10_SPQ0p75_QQ0p75_CQ0p9_I0p25_RQ0p75_CF0p75,P258_PASSIVE_BID_REPLENISHMENT,bid,1,1,10,0.75,3.4284694119258963,0.75,0.9,175097.5,0.25,0.75,7530.25,0.75,1,1,1,-11.509330370647932,71.17186962935206,82.6812,0.33436446960506816,0.0,0.0,-11.509330370647932,0.0,1,-52.84993037064793,71.17186962935206,124.0218,0.33436446960506816,0.0,0.0,-52.84993037064793,0.0,1,-94.19053037064792,71.17186962935206,165.3624,0.33436446960506816,0.0,0.0,-94.19053037064792,0.0,-161.030706927684,1,-11.509330370647932,0,-17.387215047408038,0,0,1
P259_P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN_H10_SPQ0p5_QQ0p75_CQ0p75_I0p25_RQ0p75_CF0p75,P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN,both,1,1,10,0.5,2.6725913756795983,0.75,0.75,80028.5,0.25,0.75,7530.25,0.75,1,1,1,-11.509330370647932,71.17186962935206,82.6812,0.33436446960506816,0.0,0.0,-11.509330370647932,0.0,1,-52.84993037064793,71.17186962935206,124.0218,0.33436446960506816,0.0,0.0,-52.84993037064793,0.0,1,-94.19053037064792,71.17186962935206,165.3624,0.33436446960506816,0.0,0.0,-94.19053037064792,0.0,-161.030706927684,1,-11.509330370647932,0,-17.387215047408038,0,0,1
P259_P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN_H10_SPQ0p75_QQ0p75_CQ0p75_I0p25_RQ0p75_CF0p75,P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN,both,1,1,10,0.75,3.4284694119258963,0.75,0.75,80028.5,0.25,0.75,7530.25,0.75,1,1,1,-11.509330370647932,71.17186962935206,82.6812,0.33436446960506816,0.0,0.0,-11.509330370647932,0.0,1,-52.84993037064793,71.17186962935206,124.0218,0.33436446960506816,0.0,0.0,-52.84993037064793,0.0,1,-94.19053037064792,71.17186962935206,165.3624,0.33436446960506816,0.0,0.0,-94.19053037064792,0.0,-161.030706927684,1,-11.509330370647932,0,-17.387215047408038,0,0,1
P259_P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN_H10_SPQ0p75_QQ0p75_CQ0p9_I0p25_RQ0p75_CF0p75,P258_TWO_SIDED_HIGH_SPREAD_LOW_CHURN,both,1,1,10,0.75,3.4284694119258963,0.75,0.9,175097.5,0.25,0.75,7530.25,0.75,1,1,1,-11.509330370647932,71.17186962935206,82.6812,0.33436446960506816,0.0,0.0,-11.509330370647932,0.0,1,-52.84993037064793,71.17186962935206,124.0218,0.33436446960506816,0.0,0.0,-52.84993037064793,0.0,1,-94.19053037064792,71.17186962935206,165.3624,0.33436446960506816,0.0,0.0,-94.19053037064792,0.0,-161.030706927684,1,-11.509330370647932,0,-17.387215047408038,0,0,1
