gate_id,passed,observed_value,required_value,severity
P411_EXECUTION_COMPLETE,True,1,1,hard
P411_PHASE410_ALLOWED_EXECUTION,True,run_phase411_full_depth_replenishment_breakout_execution_no_paper_live,run_phase411,hard
P411_TICK_ORDERED_REPLAY,True,timestamp_sorted_group_loop,present,hard
P411_STATEFUL_SEQUENCE,True,impulse->rebuild->breakout,present,hard
P411_TAKER_ONLY_EXECUTION,True,taker_entry_taker_exit,present,hard
P411_FULL_DEPTH_L1_L5,True,required_columns=L1-L5,present,hard
P411_LEVELS_2_TO_5_MATERIAL,True,l2_l5_replenishment_and_imbalance_required,present,hard
P411_NO_LOOKAHEAD,True,features_before_entry_tick,present,hard
P411_COST200_FIXED_CAPITAL,True,cost=2.0;capital=1000000.0;notional=100000.0,cost200_fixed_capital,hard
P411_FIXED_PARAMETERS,True,phase410_parameter_freeze,present,hard
P411_EVENT_FLOOR,False,0,>=30,hard
P411_DATE_BREADTH,False,0,>=5,hard
P411_SYMBOL_BREADTH,False,0,>=3,hard
P411_POSITIVE_DATE_FRACTION,False,0.0,>=0.6,hard
P411_ANNUALIZED_FLOOR,False,0.0,>=12.0,hard
P411_SIDE_FLIP_CONTROL,True,0.0,primary>=side_flip,hard
P411_L2_L5_REMOVED_CONTROL,True,0.0,primary>=l2_removed,hard
P411_SPREAD_GATE_REMOVED_CONTROL,True,1,1,hard
P411_REAL_ANCHOR_CROSS_CHECK,True,0.0,same_sign,hard
P411_BOUNDARIES_CLOSED,True,promotion=0;paper=0;claim=0,all_zero,hard
