panel,scenario_id,family_id,completed_round_trips,trade_dates,symbols,positive_date_fraction,gross_pnl_inr,cost200_inr,net_pnl_inr,annualized_return_pct,acceptance_survivor
external_catalyst_full_depth,P441_catalyst_reversal_H600_exhaustion_C3,official_catalyst_reversal,33,12,19,0.08333333333333333,-6535.739999999964,5443.851007769599,-11979.591007769564,-25.157141116316083,0
external_catalyst_full_depth,P441_catalyst_reversal_H1200_exhaustion_C3,official_catalyst_reversal,33,12,19,0.08333333333333333,-6535.739999999964,5443.851007769599,-11979.591007769564,-25.157141116316083,0
external_catalyst_full_depth,P441_catalyst_reversal_H2400_exhaustion_C3,official_catalyst_reversal,33,12,19,0.08333333333333333,-6535.739999999964,5443.851007769599,-11979.591007769564,-25.157141116316083,0
external_catalyst_full_depth,P441_catalyst_reversal_H600_replenishment_after_exhaustion_C3,official_catalyst_reversal,31,11,17,0.09090909090909091,-7673.239999999975,5114.6013195892,-12787.841319589174,-29.295781932149744,0
external_catalyst_full_depth,P441_catalyst_reversal_H2400_replenishment_after_exhaustion_C3,official_catalyst_reversal,31,11,17,0.09090909090909091,-7673.239999999975,5114.6013195892,-12787.841319589174,-29.295781932149744,0
external_catalyst_full_depth,P441_catalyst_reversal_H1200_replenishment_after_exhaustion_C3,official_catalyst_reversal,31,11,17,0.09090909090909091,-7673.239999999975,5114.6013195892,-12787.841319589174,-29.295781932149744,0
external_catalyst_full_depth,P441_catalyst_reversal_H2400_replenishment_after_exhaustion_C5,official_catalyst_reversal,46,11,20,0.09090909090909091,-11753.98999999998,7584.8327201654,-19338.822720165375,-44.303484777106135,0
external_catalyst_full_depth,P441_catalyst_reversal_H600_replenishment_after_exhaustion_C5,official_catalyst_reversal,46,11,20,0.09090909090909091,-11753.98999999998,7584.8327201654,-19338.822720165375,-44.303484777106135,0
external_catalyst_full_depth,P441_catalyst_reversal_H1200_replenishment_after_exhaustion_C5,official_catalyst_reversal,46,11,20,0.09090909090909091,-11753.98999999998,7584.8327201654,-19338.822720165375,-44.303484777106135,0
external_catalyst_full_depth,P441_catalyst_reversal_H600_exhaustion_C5,official_catalyst_reversal,53,12,22,0.08333333333333333,-13342.189999999991,8740.3995980526,-22082.58959805259,-46.37343815591044,0
external_catalyst_full_depth,P441_catalyst_reversal_H1200_exhaustion_C5,official_catalyst_reversal,53,12,22,0.08333333333333333,-13342.189999999991,8740.3995980526,-22082.58959805259,-46.37343815591044,0
external_catalyst_full_depth,P441_catalyst_reversal_H2400_exhaustion_C5,official_catalyst_reversal,53,12,22,0.08333333333333333,-13342.189999999991,8740.3995980526,-22082.58959805259,-46.37343815591044,0
