family_id,entry_timing_policy,horizon_seconds,depth_threshold_quantile,cost_profile,fixed_capital_required,full_depth_required,levels_2_to_5_required,l1_only_allowed,no_lookahead_required,acceptance_allowed_in_phase344,scenario_id,status,symbol,description,diagnostic_trade_date,announcement_time_ist,seq_id,side,entry_ms,exit_ms,holding_ms,forced_exit,entry_mid,exit_mid,mid_return_bps,entry_top5_qty_imbalance,entry_l2_l5_qty_imbalance,entry_top5_order_imbalance,quantity,buy_value_inr,sell_value_inr,gross_pnl_inr,zerodha_charges_2x_inr,net_pnl_inr,side_flip_net_pnl_inr,random_side,random_side_net_pnl_inr,work_order_id,source_scenario_id,market_session,diagnostic_start_rule,start_ms,entry_delay_ms,entry_bid,entry_ask,exit_bid,exit_ask,entry_spread,exit_spread,exit_top5_qty_imbalance,exit_l2_l5_qty_imbalance,exit_top5_order_imbalance,zerodha_charges_1x_inr,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_model_version,capacity_selected
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,DRREDDY,General Updates,2026-07-09,09-Jul-2026 09:18:50,106691390.0,long,1783578354989.0,1783578655498.0,300509.0,0.0,1269.25,1273.4,32.696474295844716,-0.4926151172893136,-0.5253333333333333,-0.3103448275862069,78.0,99021.0,99294.0,273.0,165.17760177999997,107.82239822000003,-539.5994763807942,long,107.82239822000003,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,SBIN,General Updates,2026-07-09,08-Jul-2026 20:27:40,106691111.0,long,1783578354989.0,1783578655498.0,300509.0,0.0,1025.85,1026.1,2.437003460544914,-0.4130484723179417,-0.43515850144092216,-0.23529411764705882,97.0,99522.0,99522.0,0.0,165.26219972799998,-165.26219972799998,-213.7626380516,short,-213.7626380516,,,,,,,,,,,,,,,,,,,,,1
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,SBIN,General Updates,2026-07-09,08-Jul-2026 23:59:50,106691289.0,long,1783578354989.0,1783578655498.0,300509.0,0.0,1025.85,1026.1,2.437003460544914,-0.4130484723179417,-0.43515850144092216,-0.23529411764705882,97.0,99522.0,99522.0,0.0,165.26219972799998,-165.26219972799998,-213.7626380516,short,-213.7626380516,,,,,,,,,,,,,,,,,,,,,1
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,ADANIPORTS,Updates,2026-07-10,09-Jul-2026 21:51:40,106692702.0,long,1783655104834.0,1783655405413.0,300579.0,0.0,1801.15,1812.6,63.57049662715386,0.8681081081081081,0.8563327032136105,0.5757575757575758,55.0,99121.0,99682.0,561.0,165.220110036,395.779889964,-863.7480951140001,long,395.779889964,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,HCLTECH,Updates,2026-07-10,09-Jul-2026 17:02:22,106692256.0,long,1783655104833.0,1783655405413.0,300580.0,0.0,1182.5,1189.05,55.39112050739919,0.48184019370460046,0.4723618090452261,-0.07692307692307693,84.0,99422.4,99859.2,436.8000000000029,165.2739990592,271.5260009408029,-828.8920439055912,short,-828.8920439055912,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,family_event_filter_skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,KOTAKBANK,General Updates,2026-07-10,09-Jul-2026 19:37:41,106692598.0,long,1783655100663.0,1783655400913.0,300250.0,0.0,377.875,378.3,11.247105524313897,-0.5037364130434783,-0.50625,-0.16666666666666666,264.0,99792.0,99858.0,66.0,165.3237358,-99.32373580000001,-323.7263172448087,short,-323.7263172448087,,,,,,,,,,,,,,,,,,,,,1
P344_CATALYST_CATEGORY_CONTINUATION,market_open_or_first_tick_after_announcement,300,0.0,zerodha_2x_all_in_cost_proxy,1,1,1,0,1,0,P345_0000_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p0,filled,KOTAKBANK,General Updates,2026-07-10,09-Jul-2026 20:20:33,106692658.0,long,1783655100663.0,1783655400913.0,300250.0,0.0,377.875,378.3,11.247105524313897,-0.5037364130434783,-0.50625,-0.16666666666666666,264.0,99792.0,99858.0,66.0,165.3237358,-99.32373580000001,-323.7263172448087,long,-99.32373580000001,,,,,,,,,,,,,,,,,,,,,1
