metric,value,description
phase345_official_catalyst_native_full_depth_strategy_search_execution_complete,1,Phase345 execution completed
phase345_phase344_complete,1,Phase344 complete
phase345_grid_rows,67,Search grid rows
phase345_trade_rows,6566,Scenario trade rows
phase345_capacity_summary_rows,67,Capacity-capped scenario summaries
phase345_capacity_above12_rows,11,Capacity scenarios above 12%
phase345_acceptance_candidate_rows,0,Acceptance candidate rows
phase345_best_capacity_scenario_id,P345_0002_P344_CATALYST_CATEGORY_CONTINUATION_market_open_or_first_tick_after_announcement_H300_Q0p75,Best capacity scenario
phase345_best_capacity_family_id,P344_CATALYST_CATEGORY_CONTINUATION,Best capacity family
phase345_best_capacity_annualized_return_pct,73.08622451297752,Best capacity annualized return
phase345_best_capacity_net_pnl_inr,2175.185253362426,Best capacity net PnL
phase345_best_capacity_trade_rows,6,Best capacity trade rows
phase345_best_capacity_control_pass,0,Best capacity control pass
phase345_strategy_promotion_allowed,0,No promotion
phase345_paper_or_live_acceptance_allowed,0,No paper/live
phase345_deployable_profitability_claim_allowed,0,No deployable profitability claim
phase345_hard_gate_pass_rows,7,Passed hard gates
phase345_hard_gate_rows,7,Hard gates
phase345_next_best_action,run_phase346_official_catalyst_native_search_interpretation_no_paper_live,Recommended next action
