event_id,event_time_ist,event_type,symbol,relative_second,exchange_timestamp_ms,last_price,volume_traded,buy_1_price,buy_1_quantity,buy_1_orders,sell_1_price,sell_1_quantity,sell_1_orders,buy_2_price,buy_2_quantity,buy_2_orders,sell_2_price,sell_2_quantity,sell_2_orders,buy_3_price,buy_3_quantity,buy_3_orders,sell_3_price,sell_3_quantity,sell_3_orders,buy_4_price,buy_4_quantity,buy_4_orders,sell_4_price,sell_4_quantity,sell_4_orders,buy_5_price,buy_5_quantity,buy_5_orders,sell_5_price,sell_5_quantity,sell_5_orders
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-900,1787219100,1829.0952,4504,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-899,1787219101,1829.1049,4508,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-898,1787219102,1829.0951,4512,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-897,1787219103,1829.105,4516,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-896,1787219104,1829.095,4520,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-895,1787219105,1829.105,4524,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-894,1787219106,1829.0949,4528,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-893,1787219107,1829.1051,4532,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-892,1787219108,1829.0949,4536,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
P306_EVT_0002,2026-08-20 15:30:00+05:30,rbi_policy,ADANIPORTS,-891,1787219109,1829.1052,4540,1828.65,714,4,1829.55,462,3,1828.55,967,5,1829.65,621,4,1828.45,1222,7,1829.75,777,4,1828.35,1478,8,1829.85,933,5,1828.25,1736,9,1829.95,1086,6
