metric,value,description
phase354_real_catalyst_market_context_diagnostic_complete,1,Phase354 diagnostic completed
phase354_enriched_event_rows,392,Proxy-enriched event rows
phase354_scenario_rows,48,Scenario rows evaluated
phase354_trade_rows,606,Trade rows evaluated
phase354_above12_rows,4,Above-12 rows
phase354_acceptance_candidate_rows,0,Acceptance candidates
phase354_best_scenario_id,P354_capacity_selected_events_NIFTYBEES_LB900_market_neutral_top5_fade,Best scenario
phase354_best_annualized_return_pct,24.505496732765113,Best annualized return
phase354_best_net_pnl_inr,1701.7706064420217,Best net PnL
phase354_strategy_promotion_allowed,0,No promotion
phase354_paper_or_live_acceptance_allowed,0,No paper/live
phase354_deployable_profitability_claim_allowed,0,No profitability claim
phase354_next_best_action,restore_phase350_real_date_expansion_or_precommit_non_directional_liquidity_forecast_no_paper_live,Recommended next milestone
