work_order_id,source_scenario_id,symbol,announcement_time_ist,market_session,diagnostic_trade_date,diagnostic_start_rule,description,status,horizon_seconds,start_ms,entry_ms,exit_ms,entry_delay_ms,holding_ms,forced_exit,entry_mid,exit_mid,mid_return_bps,entry_bid,entry_ask,exit_bid,exit_ask,entry_spread,exit_spread,entry_top5_qty_imbalance,exit_top5_qty_imbalance,entry_l2_l5_qty_imbalance,exit_l2_l5_qty_imbalance,entry_top5_order_imbalance,exit_top5_order_imbalance,quantity,buy_value_inr,sell_value_inr,gross_pnl_inr,zerodha_charges_1x_inr,zerodha_charges_2x_inr,net_pnl_inr,side_flip_net_pnl_inr,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_model_version,cost_profile,capacity_selected,proxy_symbol,lookback_seconds,proxy_entry_mid,proxy_lookback_mid,proxy_exit_mid,proxy_pre_return_bps,proxy_event_return_bps
P341_2026-07-08_CIPLA_106690396,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,CIPLA,08-Jul-2026 13:37:12,regular_session,2026-07-08,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783498032000,1783498032499,1783498932998,499,900499,0,1445.8,1439.15,-45.99529672153731,1445.6,1446.0,1439.0,1439.3,0.4000000000000909,0.2999999999999545,0.0074812967581047,0.4774972557628979,-0.031413612565445,0.5741758241758241,-0.2,-0.4210526315789473,69,99774.0,99291.0,-483.0,82.63944538999999,165.27889077999998,-648.27889078,317.72110922,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,300,275.13,275.16999999999996,273.92,-1.4536468365000665,-43.979209828080016
P341_2026-07-08_CIPLA_106690396,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,CIPLA,08-Jul-2026 13:37:12,regular_session,2026-07-08,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783498032000,1783498032499,1783498932998,499,900499,0,1445.8,1439.15,-45.99529672153731,1445.6,1446.0,1439.0,1439.3,0.4000000000000909,0.2999999999999545,0.0074812967581047,0.4774972557628979,-0.031413612565445,0.5741758241758241,-0.2,-0.4210526315789473,69,99774.0,99291.0,-483.0,82.63944538999999,165.27889077999998,-648.27889078,317.72110922,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,900,275.13,275.24,273.92,-3.996512134865071,-43.979209828080016
P341_2026-07-08_CIPLA_106690396,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,CIPLA,08-Jul-2026 13:37:12,regular_session,2026-07-08,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783498032000,1783498032499,1783498932998,499,900499,0,1445.8,1439.15,-45.99529672153731,1445.6,1446.0,1439.0,1439.3,0.4000000000000909,0.2999999999999545,0.0074812967581047,0.4774972557628979,-0.031413612565445,0.5741758241758241,-0.2,-0.4210526315789473,69,99774.0,99291.0,-483.0,82.63944538999999,165.27889077999998,-648.27889078,317.72110922,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,300,598.94,598.7950000000001,595.9,2.4215299058938378,-50.756336193943376
P341_2026-07-08_CIPLA_106690396,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,CIPLA,08-Jul-2026 13:37:12,regular_session,2026-07-08,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783498032000,1783498032499,1783498932998,499,900499,0,1445.8,1439.15,-45.99529672153731,1445.6,1446.0,1439.0,1439.3,0.4000000000000909,0.2999999999999545,0.0074812967581047,0.4774972557628979,-0.031413612565445,0.5741758241758241,-0.2,-0.4210526315789473,69,99774.0,99291.0,-483.0,82.63944538999999,165.27889077999998,-648.27889078,317.72110922,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,900,598.94,599.175,595.9,-3.922059498475683,-50.756336193943376
P341_2026-07-08_LT_106690276,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,LT,08-Jul-2026 12:29:03,regular_session,2026-07-08,first_real_tick_after_announcement,Press Release,filled,900,1783493943000,1783496075001,1783496975243,2132001,900242,0,3977.3,3970.5,-17.097025620396202,3976.7,3977.9,3970.0,3971.0,1.2000000000002728,1.0,-0.4911392405063291,0.1572750210260723,-0.2705882352941176,0.1612903225806451,-0.1538461538461538,-0.1818181818181818,25,99447.5,99250.0,-197.5,82.61590368499999,165.23180736999998,-362.73180737,32.268192630000016,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,300,275.32000000000005,275.32000000000005,275.225,0.0,-3.4505302920251335
P341_2026-07-08_LT_106690276,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,LT,08-Jul-2026 12:29:03,regular_session,2026-07-08,first_real_tick_after_announcement,Press Release,filled,900,1783493943000,1783496075001,1783496975243,2132001,900242,0,3977.3,3970.5,-17.097025620396202,3976.7,3977.9,3970.0,3971.0,1.2000000000002728,1.0,-0.4911392405063291,0.1572750210260723,-0.2705882352941176,0.1612903225806451,-0.1538461538461538,-0.1818181818181818,25,99447.5,99250.0,-197.5,82.61590368499999,165.23180736999998,-362.73180737,32.268192630000016,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,900,275.32000000000005,275.32000000000005,275.225,0.0,-3.4505302920251335
P341_2026-07-08_LT_106690276,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,LT,08-Jul-2026 12:29:03,regular_session,2026-07-08,first_real_tick_after_announcement,Press Release,filled,900,1783493943000,1783496075001,1783496975243,2132001,900242,0,3977.3,3970.5,-17.097025620396202,3976.7,3977.9,3970.0,3971.0,1.2000000000002728,1.0,-0.4911392405063291,0.1572750210260723,-0.2705882352941176,0.1612903225806451,-0.1538461538461538,-0.1818181818181818,25,99447.5,99250.0,-197.5,82.61590368499999,165.23180736999998,-362.73180737,32.268192630000016,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,300,598.985,598.985,598.985,0.0,0.0
P341_2026-07-08_LT_106690276,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,LT,08-Jul-2026 12:29:03,regular_session,2026-07-08,first_real_tick_after_announcement,Press Release,filled,900,1783493943000,1783496075001,1783496975243,2132001,900242,0,3977.3,3970.5,-17.097025620396202,3976.7,3977.9,3970.0,3971.0,1.2000000000002728,1.0,-0.4911392405063291,0.1572750210260723,-0.2705882352941176,0.1612903225806451,-0.1538461538461538,-0.1818181818181818,25,99447.5,99250.0,-197.5,82.61590368499999,165.23180736999998,-362.73180737,32.268192630000016,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,900,598.985,598.985,598.985,0.0,0.0
P341_2026-07-08_SBIN_106690529,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,SBIN,08-Jul-2026 15:25:29,regular_session,2026-07-08,first_real_tick_after_announcement,Credit Rating,filled,900,1783504529000,1783504532045,1783504799991,3045,267946,1,1017.95,1019.25,12.770764772336111,1017.9,1018.0,1018.6,1019.9,0.1000000000000227,1.2999999999999543,-0.5168189368770764,-0.7058301928618932,-0.4862446138548226,-0.7413206262763785,0.2156862745098039,-0.0434782608695652,98,99764.0,99822.8,58.80000000000291,82.6586638408,165.3173276816,-106.5173276815971,-224.1173276816029,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,300,271.74,271.995,271.725,-9.375172337726667,-0.5519982336055218
P341_2026-07-08_SBIN_106690529,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,SBIN,08-Jul-2026 15:25:29,regular_session,2026-07-08,first_real_tick_after_announcement,Credit Rating,filled,900,1783504529000,1783504532045,1783504799991,3045,267946,1,1017.95,1019.25,12.770764772336111,1017.9,1018.0,1018.6,1019.9,0.1000000000000227,1.2999999999999543,-0.5168189368770764,-0.7058301928618932,-0.4862446138548226,-0.7413206262763785,0.2156862745098039,-0.0434782608695652,98,99764.0,99822.8,58.80000000000291,82.6586638408,165.3173276816,-106.5173276815971,-224.1173276816029,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,900,271.74,271.505,271.725,8.655457542219303,-0.5519982336055218
P341_2026-07-08_SBIN_106690529,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,SBIN,08-Jul-2026 15:25:29,regular_session,2026-07-08,first_real_tick_after_announcement,Credit Rating,filled,900,1783504529000,1783504532045,1783504799991,3045,267946,1,1017.95,1019.25,12.770764772336111,1017.9,1018.0,1018.6,1019.9,0.1000000000000227,1.2999999999999543,-0.5168189368770764,-0.7058301928618932,-0.4862446138548226,-0.7413206262763785,0.2156862745098039,-0.0434782608695652,98,99764.0,99822.8,58.80000000000291,82.6586638408,165.3173276816,-106.5173276815971,-224.1173276816029,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,300,588.1700000000001,587.9100000000001,588.45,4.4224456124242195,4.760528418654708
P341_2026-07-08_SBIN_106690529,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,SBIN,08-Jul-2026 15:25:29,regular_session,2026-07-08,first_real_tick_after_announcement,Credit Rating,filled,900,1783504529000,1783504532045,1783504799991,3045,267946,1,1017.95,1019.25,12.770764772336111,1017.9,1018.0,1018.6,1019.9,0.1000000000000227,1.2999999999999543,-0.5168189368770764,-0.7058301928618932,-0.4862446138548226,-0.7413206262763785,0.2156862745098039,-0.0434782608695652,98,99764.0,99822.8,58.80000000000291,82.6586638408,165.3173276816,-106.5173276815971,-224.1173276816029,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,900,588.1700000000001,587.53,588.45,10.893060779877395,4.760528418654708
P341_2026-07-09_BHARTIARTL_106691845,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,BHARTIARTL,09-Jul-2026 13:38:41,regular_session,2026-07-09,first_real_tick_after_announcement,Copy of Newspaper Publication,filled,900,1783584521000,1783584521479,1783585421727,479,900248,0,1931.3,1934.5,16.569150313260735,1931.1,1931.5,1934.4,1934.6,0.4000000000000909,0.1999999999998181,-0.0610583446404341,0.8458177278401997,-0.0359712230215827,0.8523137512307187,0.0833333333333333,0.5263157894736842,51,98506.5,98654.4,147.90000000000873,82.5301956254,165.0603912508,-17.160391250791264,-312.9603912508087,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,300,273.625,273.47,273.48,5.667897758436791,-5.299223389675367
P341_2026-07-09_BHARTIARTL_106691845,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,BHARTIARTL,09-Jul-2026 13:38:41,regular_session,2026-07-09,first_real_tick_after_announcement,Copy of Newspaper Publication,filled,900,1783584521000,1783584521479,1783585421727,479,900248,0,1931.3,1934.5,16.569150313260735,1931.1,1931.5,1934.4,1934.6,0.4000000000000909,0.1999999999998181,-0.0610583446404341,0.8458177278401997,-0.0359712230215827,0.8523137512307187,0.0833333333333333,0.5263157894736842,51,98506.5,98654.4,147.90000000000873,82.5301956254,165.0603912508,-17.160391250791264,-312.9603912508087,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,NIFTYBEES,900,273.625,273.37,273.48,9.328016973333408,-5.299223389675367
P341_2026-07-09_BHARTIARTL_106691845,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,BHARTIARTL,09-Jul-2026 13:38:41,regular_session,2026-07-09,first_real_tick_after_announcement,Copy of Newspaper Publication,filled,900,1783584521000,1783584521479,1783585421727,479,900248,0,1931.3,1934.5,16.569150313260735,1931.1,1931.5,1934.4,1934.6,0.4000000000000909,0.1999999999998181,-0.0610583446404341,0.8458177278401997,-0.0359712230215827,0.8523137512307187,0.0833333333333333,0.5263157894736842,51,98506.5,98654.4,147.90000000000873,82.5301956254,165.0603912508,-17.160391250791264,-312.9603912508087,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,300,594.325,593.7349999999999,594.21,9.93709314761837,-1.9349682412828084
P341_2026-07-09_BHARTIARTL_106691845,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,BHARTIARTL,09-Jul-2026 13:38:41,regular_session,2026-07-09,first_real_tick_after_announcement,Copy of Newspaper Publication,filled,900,1783584521000,1783584521479,1783585421727,479,900248,0,1931.3,1934.5,16.569150313260735,1931.1,1931.5,1934.4,1934.6,0.4000000000000909,0.1999999999998181,-0.0610583446404341,0.8458177278401997,-0.0359712230215827,0.8523137512307187,0.0833333333333333,0.5263157894736842,51,98506.5,98654.4,147.90000000000873,82.5301956254,165.0603912508,-17.160391250791264,-312.9603912508087,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1,BANKBEES,900,594.325,593.45,594.21,14.744291852726299,-1.9349682412828084
