scenario_id,scope,proxy_symbol,lookback_seconds,rule_id,work_order_id,symbol,diagnostic_trade_date,description,side,entry_mid,exit_mid,quantity,proxy_pre_return_bps,proxy_event_return_bps,entry_l2_l5_qty_imbalance,entry_top5_qty_imbalance,gross_pnl_inr,cost200_inr,net_pnl_inr
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_deep_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_deep_follow,P341_2026-07-08_SBIN_106690529,SBIN,2026-07-08,Credit Rating,short,1017.95,1019.25,98,-9.375172337726667,-0.5519982336055218,-0.4862446138548226,-0.5168189368770764,-127.39999999999554,165.3173276816,-292.7173276815955
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_deep_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_deep_follow,P341_2026-07-10_ICICIBANK_106693061,ICICIBANK,2026-07-10,ESOP/ESOS/ESPS,short,1401.55,1402.65,71,-6.359011627909972,1.9998181983482688,-0.4178112538768276,-0.517662877398851,-78.10000000000969,165.2657505384,-243.36575053840969
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_deep_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_deep_follow,P341_2026-07-10_M&M_106693381,M&M,2026-07-10,Analysts/Institutional Investor Meet/Con. Call Updates,short,3120.95,3126.95,32,-4.910340814027192,6.55033752433809,-0.8035714285714286,-0.837160751565762,-192.0,165.3496926336,-357.3496926336
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_deep_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_deep_follow,P341_2026-07-13_DRREDDY_106695517,DRREDDY,2026-07-13,Press Release,long,1232.5,1232.4,81,1.0899578549627975,5.812475024522534,0.4155455904334828,0.4332012963629816,-8.099999999992633,165.3259560484,-173.42595604839264
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_deep_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_deep_follow,P341_2026-07-13_TCS_106695270,TCS,2026-07-13,Updates,short,2159.3,2161.9,46,-3.6445140951590904,-5.104179958801414,-0.4081055607917059,-0.4224215246636771,-119.59999999999582,165.23071426240003,-284.8307142623959
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_deep_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_deep_follow,P341_2026-07-14_TCS_106696979,TCS,2026-07-14,Updates,short,2197.8,2201.8500000000004,45,-3.6569088149773776,-2.194947961442484,-0.5651483050847458,-0.555785658814393,-182.25000000000819,165.146096038,-347.3960960380082
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_deep_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_deep_follow,P341_2026-07-16_BAJAJ-AUTO_106699726,BAJAJ-AUTO,2026-07-16,General Updates,long,10303.5,10314.5,9,4.011085180863905,10.023692363767545,0.5023923444976076,0.5045871559633027,99.0,159.846424344,-60.84642434400001
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_top5_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_top5_follow,P341_2026-07-08_SBIN_106690529,SBIN,2026-07-08,Credit Rating,short,1017.95,1019.25,98,-9.375172337726667,-0.5519982336055218,-0.4862446138548226,-0.5168189368770764,-127.39999999999554,165.3173276816,-292.7173276815955
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_top5_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_top5_follow,P341_2026-07-10_ICICIBANK_106693061,ICICIBANK,2026-07-10,ESOP/ESOS/ESPS,short,1401.55,1402.65,71,-6.359011627909972,1.9998181983482688,-0.4178112538768276,-0.517662877398851,-78.10000000000969,165.2657505384,-243.36575053840969
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_top5_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_top5_follow,P341_2026-07-10_M&M_106693381,M&M,2026-07-10,Analysts/Institutional Investor Meet/Con. Call Updates,short,3120.95,3126.95,32,-4.910340814027192,6.55033752433809,-0.8035714285714286,-0.837160751565762,-192.0,165.3496926336,-357.3496926336
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_top5_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_top5_follow,P341_2026-07-13_DRREDDY_106695517,DRREDDY,2026-07-13,Press Release,long,1232.5,1232.4,81,1.0899578549627975,5.812475024522534,0.4155455904334828,0.4332012963629816,-8.099999999992633,165.3259560484,-173.42595604839264
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_top5_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_top5_follow,P341_2026-07-13_TCS_106695270,TCS,2026-07-13,Updates,short,2159.3,2161.9,46,-3.6445140951590904,-5.104179958801414,-0.4081055607917059,-0.4224215246636771,-119.59999999999582,165.23071426240003,-284.8307142623959
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_top5_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_top5_follow,P341_2026-07-14_BHARTIARTL_106696754,BHARTIARTL,2026-07-14,Press Release,short,1933.95,1935.5,51,-7.480113843683078,0.36515674353143623,0.1657235246564268,-0.292239138507241,-79.04999999999768,165.08139519280002,-244.1313951927977
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_top5_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_top5_follow,P341_2026-07-14_TCS_106696979,TCS,2026-07-14,Updates,short,2197.8,2201.8500000000004,45,-3.6569088149773776,-2.194947961442484,-0.5651483050847458,-0.555785658814393,-182.25000000000819,165.146096038,-347.3960960380082
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_top5_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_top5_follow,P341_2026-07-15_TCS_106698208,TCS,2026-07-15,Updates,long,2188.05,2191.1,45,7.45997088791972,-9.454373556844198,0.2327188940092165,0.5058823529411764,137.24999999998772,165.05028531399998,-27.800285314012257
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_confirmed_top5_follow,all_official_catalyst_events,NIFTYBEES,300,market_confirmed_top5_follow,P341_2026-07-16_BAJAJ-AUTO_106699726,BAJAJ-AUTO,2026-07-16,General Updates,long,10303.5,10314.5,9,4.011085180863905,10.023692363767545,0.5023923444976076,0.5045871559633027,99.0,159.846424344,-60.84642434400001
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_stretched_deep_fade,all_official_catalyst_events,NIFTYBEES,300,market_stretched_deep_fade,P341_2026-07-08_SBIN_106690529,SBIN,2026-07-08,Credit Rating,long,1017.95,1019.25,98,-9.375172337726667,-0.5519982336055218,-0.4862446138548226,-0.5168189368770764,127.39999999999554,165.3173276816,-37.91732768160446
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_stretched_deep_fade,all_official_catalyst_events,NIFTYBEES,300,market_stretched_deep_fade,P341_2026-07-10_ICICIBANK_106693061,ICICIBANK,2026-07-10,ESOP/ESOS/ESPS,long,1401.55,1402.65,71,-6.359011627909972,1.9998181983482688,-0.4178112538768276,-0.517662877398851,78.10000000000969,165.2657505384,-87.16575053839031
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_stretched_deep_fade,all_official_catalyst_events,NIFTYBEES,300,market_stretched_deep_fade,P341_2026-07-10_M&M_106693381,M&M,2026-07-10,Analysts/Institutional Investor Meet/Con. Call Updates,long,3120.95,3126.95,32,-4.910340814027192,6.55033752433809,-0.8035714285714286,-0.837160751565762,192.0,165.3496926336,26.6503073664
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_stretched_deep_fade,all_official_catalyst_events,NIFTYBEES,300,market_stretched_deep_fade,P341_2026-07-16_BAJAJ-AUTO_106699726,BAJAJ-AUTO,2026-07-16,General Updates,short,10303.5,10314.5,9,4.011085180863905,10.023692363767545,0.5023923444976076,0.5045871559633027,-99.0,159.846424344,-258.846424344
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-08_LT_106690276,LT,2026-07-08,Press Release,long,3977.3,3970.5,25,0.0,-3.4505302920251335,-0.2705882352941176,-0.4911392405063291,-170.00000000000455,165.23180736999998,-335.2318073700045
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-09_DRREDDY_106691390,DRREDDY,2026-07-09,General Updates,long,1269.25,1273.35,78,0.0,6.034451230665372,-0.5253333333333333,-0.4926151172893136,319.7999999999929,165.17876884720002,154.6212311527929
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-09_DRREDDY_106691463,DRREDDY,2026-07-09,Analysts/Institutional Investor Meet/Con. Call Updates,long,1269.25,1273.35,78,0.0,6.034451230665372,-0.5253333333333333,-0.4926151172893136,319.7999999999929,165.17876884720002,154.6212311527929
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-09_RELIANCE_106691045,RELIANCE,2026-07-09,Other Restructuring,long,1288.6,1291.25,77,0.0,6.034451230665372,-0.477136475843423,-0.4714001637618435,204.050000000007,165.21479381519998,38.83520618480702
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-09_SBIN_106691111,SBIN,2026-07-09,General Updates,long,1025.85,1025.45,97,0.0,6.034451230665372,-0.4351585014409221,-0.4130484723179417,-38.79999999998677,165.2578456696,-204.05784566958675
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-09_SBIN_106691289,SBIN,2026-07-09,General Updates,long,1025.85,1025.45,97,0.0,6.034451230665372,-0.4351585014409221,-0.4130484723179417,-38.79999999998677,165.2578456696,-204.05784566958675
P354_all_official_catalyst_events_NIFTYBEES_LB300_market_neutral_top5_fade,all_official_catalyst_events,NIFTYBEES,300,market_neutral_top5_fade,P341_2026-07-10_ADANIPORTS_106692702,ADANIPORTS,2026-07-10,Updates,short,1801.15,1816.45,55,0.0,6.738544474393926,0.8563327032136105,0.8681081081081081,-841.4999999999975,165.23533427799998,-1006.7353342779975
