trade_date,symbol,candidate_start_row,model_score_column,threshold,signal_side,probability,entry_price,exit_price,quantity,gross_pnl_inr,zerodha_total_charges_inr,adverse_slippage_inr,net_pnl_inr,forward_return_bps,abs_forward_return_bps,label_side,charge_brokerage,charge_stt,charge_transaction_charge,charge_sebi_charge,charge_stamp_duty,charge_gst,scenario_id
2026-03-02,AXISBANK,0,primary_long_probability,0.5,long,0.5730818812553844,1317.4,1317.91,75,38.25,82.5573804395,19.761,-64.06838043949999,3.8712615758293873,3.8712615758293873,long,40.0,25.0,6.067801275,0.19764825,2.96415,8.3277809145,primary_threshold_0.50_cost200
2026-03-02,AXISBANK,5000,primary_long_probability,0.5,long,0.5174247656654447,1317.7824999999998,1318.315,75,39.93750000001455,82.560450356375,19.766737499999998,-62.389687856360446,4.040879280156283,4.040879280156283,long,40.0,25.0,6.0696144937500005,0.19770731249999998,2.9650106249999997,8.328117925125,primary_threshold_0.50_cost200
2026-03-02,AXISBANK,10000,primary_long_probability,0.5,short,0.3573012158319632,1317.91,1318.24,75,-24.75,82.5616270175,19.76865,-127.08027701750001,2.5039646106346765,2.5039646106346765,long,40.0,25.0,6.0697353750000005,0.19771124999999998,2.96604,8.3281403925,primary_threshold_0.50_cost200
2026-03-02,HCLTECH,0,primary_long_probability,0.5,long,0.5644237287063377,1217.4,1218.1725,82,63.34499999998661,82.66541604467,19.96536,-39.28577604468339,6.34549038935466,6.34549038935466,long,40.0,25.0,6.131310211500001,0.199716945,2.9948040000000002,8.33958488817,primary_threshold_0.50_cost200
2026-03-02,HCLTECH,5000,primary_long_probability,0.5,long,0.5523531764311466,1217.685,1218.1725,82,39.97499999999127,82.66699132289,19.970034000000002,-62.66202532289873,4.003498441716716,4.003498441716716,long,40.0,25.0,6.1320276705,0.199740315,2.9955051,8.33971823739,primary_threshold_0.50_cost200
2026-03-02,HCLTECH,10000,primary_long_probability,0.5,short,0.453654710881286,1217.865,1218.5175,82,-53.504999999990105,82.67064960119001,19.972986000000002,-156.1486356011801,5.357736694953202,5.357736694953202,long,40.0,25.0,6.1333493054999995,0.199783365,2.99755305,8.33996388069,primary_threshold_0.50_cost200
2026-03-02,HCLTECH,20000,primary_long_probability,0.5,long,0.5134890089807799,1218.2624999999998,1217.3249999999998,82,-76.875,82.66758380405,19.979504999999996,-179.52208880405,-7.695385846646352,7.695385846646352,short,40.0,25.0,6.131347972499999,0.19971817499999994,2.9969257499999995,8.339591906549998,primary_threshold_0.50_cost200
2026-03-02,HDFCBANK,0,primary_long_probability,0.5,long,0.6005543521497976,817.5999999999999,817.8961999999999,122,36.13640000000305,82.65605524457841,19.94944,-66.46909524457536,3.622798434442257,3.622798434442257,long,40.0,25.0,6.12558746748,0.19953053639999999,2.9924159999999995,8.3385212406984,primary_threshold_0.50_cost200
2026-03-02,HDFCBANK,5000,primary_long_probability,0.5,long,0.5629325549334077,817.8961999999999,818.1662,122,32.94000000001688,82.6597232083968,19.956667279999998,-69.67639048837992,3.301152395623008,3.301152395623008,long,40.0,25.0,6.127708112960001,0.1995996128,2.9935000919999997,8.3389153906368,primary_threshold_0.50_cost200
2026-03-02,HDFCBANK,10000,primary_long_probability,0.5,long,0.5642518705137275,817.9975,818.4024999999999,122,49.41000000000349,82.66163461479998,19.959139,-53.21077361479649,4.951115376269154,4.951115376269154,long,40.0,25.0,6.12897256,0.19964079999999998,2.99387085,8.3391504048,primary_threshold_0.50_cost200
