shard_index,shard_path,trade_date,exchange,symbol,strategy_id,execution_profile,fill_model_id,horizon_ticks,scheduled_events,expected_filled_events,avg_fill_probability,avg_depth25_materiality,avg_abs_deep_imbalance_2_5,avg_spread_bps,expected_gross_return,expected_cost_return,expected_net_return,expected_net_pnl_inr,worst_event_pnl_inr,zerodha_cost200_bps,passive_aware,uses_full_depth_1_5,uses_depth_2_5_materiality,l1_only_variant
1,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2026-01-01,NSE,ADANIPORTS,P351_FULL_DEPTH_SHOCK_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,53,53.0,1.0,0.8823507477413798,0.21734390260698455,2.183106035039787,-0.00260628383674677,0.11624320065237753,-0.11884948448912432,-8913.71133668432,-1152.6954687356913,19.74957333333333,0,1,1,0
1,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2026-01-01,NSE,ADANIPORTS,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,53,21.529823924639278,0.40622309291772224,0.8823507477413798,0.21734390260698452,2.183106035039787,-0.001061023965059647,0.05170098722602257,-0.05276201119108223,-3957.1508393311665,-1168.3280234563742,19.74957333333333,1,1,1,0
1,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2026-01-01,NSE,ADANIPORTS,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,53,14.353215949759521,0.27081539527848153,0.8823507477413796,0.21734390260698452,2.1831060350397875,-0.0007073493100397659,0.038525647435375995,-0.039232996745415756,-2942.4747559061816,-1189.5282031362167,19.74957333333333,1,1,1,0
1,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2026-01-01,NSE,ADANIPORTS,P351_DEEP_PRESSURE_CONTINUATION,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,989,989.0,1.0,0.8823529411764649,0.23696969696969858,2.177937493193211,-0.03952956550146969,2.1686308207434806,-2.2081603862449497,-165612.02896836982,-1152.6954687356913,19.74957333333333,0,1,1,0
1,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2026-01-01,NSE,ADANIPORTS,P351_DEEP_PRESSURE_CONTINUATION,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,989,401.83220905318655,0.4063015258373979,0.8823529411764649,0.23696969696969858,2.177937493193211,-0.016060922778936428,0.9648735314001767,-0.980934454179113,-73570.08406343378,-1168.3280234563742,19.74957333333333,1,1,1,0
1,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2026-01-01,NSE,ADANIPORTS,P351_DEEP_PRESSURE_CONTINUATION,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,989,267.888139368788,0.27086768389159555,0.8823529411764649,0.23696969696969858,2.177937493193211,-0.010707281852624284,0.7189727101163337,-0.7296799919689578,-54725.99939767294,-1189.5282031362167,19.74957333333333,1,1,1,0
1,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2026-01-01,NSE,ADANIPORTS,P351_VOLUME_ABSORPTION_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,158,158.0,1.0,0.8823545490252691,0.21821750462410974,2.177884466454277,0.00461966443280426,0.34645383323664414,-0.34183416880383993,-25637.562660287997,-1152.6954687356913,19.74957333333333,0,1,1,0
1,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2026-01-01,NSE,ADANIPORTS,P351_VOLUME_ABSORPTION_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,158,64.19587154722525,0.4063029844761092,0.882354549025269,0.21821750462410974,2.1778844664542776,0.001877231992504216,0.1541460442741592,-0.152268812281655,-11420.160921124127,-1168.3280234563742,19.74957333333333,1,1,1,0
1,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2026-01-01,NSE,ADANIPORTS,P351_VOLUME_ABSORPTION_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,158,42.79724769815018,0.2708686563174062,0.8823545490252691,0.2182175046241098,2.177884466454278,0.0012514879950028081,0.1148614505694189,-0.11360996257441608,-8520.747193081206,-1189.5282031362167,19.74957333333333,1,1,1,0
4,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2026-01-01,NSE,BANKBEES,P351_FULL_DEPTH_SHOCK_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,80,80.0,1.0,0.8823601645295989,0.32894240085696685,3.4726051861632627,-0.0047097324496576665,0.18577742815597276,-0.19048716060563042,-14286.537045422281,-352.25898018509605,19.74957333333333,0,1,1,0
4,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2026-01-01,NSE,BANKBEES,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,80,30.95075920608085,0.3868844900760106,0.8823601645295989,0.3289424008569668,3.4726051861632627,-0.0018223072613028257,0.07572098449687668,-0.07754329175817952,-5815.746881863464,-361.62126800614516,19.74957333333333,1,1,1,0
4,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2026-01-01,NSE,BANKBEES,P351_FULL_DEPTH_SHOCK_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,80,20.633839470720567,0.2579229933840071,0.8823601645295989,0.32894240085696685,3.4726051861632627,-0.0012148715075352172,0.05671391331563552,-0.05792878482317074,-4344.658861737805,-384.2684323551339,19.74957333333333,1,1,1,0
4,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2026-01-01,NSE,BANKBEES,P351_DEEP_PRESSURE_CONTINUATION,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,987,987.0,1.0,0.8823692222529689,0.34002509410288456,3.470500743679319,-0.004462072384729732,2.2918213114011583,-2.296283383785888,-172221.25378394083,-285.70236519583824,19.74957333333333,0,1,1,0
4,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2026-01-01,NSE,BANKBEES,P351_DEEP_PRESSURE_CONTINUATION,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,987,381.8898357148484,0.3869197930241625,0.8823692222529689,0.34002509410288456,3.470500743679319,-0.0017264641235584582,0.9342647876305192,-0.9359912517540776,-70199.34388155527,-295.03367407040156,19.74957333333333,1,1,1,0
4,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2026-01-01,NSE,BANKBEES,P351_DEEP_PRESSURE_CONTINUATION,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,987,254.59322380989792,0.25794652868277396,0.8823692222529689,0.34002509410288456,3.470500743679319,-0.0011509760823723055,0.6997449872946779,-0.7008959633770502,-52567.197253277845,-317.68798740704074,19.74957333333333,1,1,1,0
4,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2026-01-01,NSE,BANKBEES,P351_VOLUME_ABSORPTION_REVERSAL,taker_cost200_fixed_capital,P351_TAKER_DETERMINISTIC,6,159,159.0,1.0,0.8823537627886848,0.32973689616358903,3.472706926535257,0.02310501549569055,0.36923425613191063,-0.3461292406362201,-25959.693047716493,-352.25898018509605,19.74957333333333,0,1,1,0
4,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2026-01-01,NSE,BANKBEES,P351_VOLUME_ABSORPTION_REVERSAL,passive_base_back_of_queue_cost200,P351_PASSIVE_BASE_BACK_OF_QUEUE,6,159,61.513971397116286,0.3868803232523037,0.882353762788685,0.32973689616358903,3.4727069265352575,0.0089420521496343,0.1504940483264468,-0.14155199617681252,-10616.39971326094,-361.62126800614516,19.74957333333333,1,1,1,0
4,raw_synthetic_l2_dense_full_year\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2026-01-01,NSE,BANKBEES,P351_VOLUME_ABSORPTION_REVERSAL,passive_pessimistic_back_of_queue_cost200,P351_PASSIVE_PESSIMISTIC_BACK_OF_QUEUE,6,159,41.0093142647442,0.2579202155015358,0.882353762788685,0.32973689616358903,3.472706926535257,0.005961368099756201,0.11271789109551188,-0.10675652299575569,-8006.739224681678,-384.2684323551339,19.74957333333333,1,1,1,0
