scenario_id,trade_date,symbol,proxy_symbol,proxy_date,side,side_sign,raw_score,target_l25_imbalance,target_l1_imbalance,source_shift_days,target_only,etf_l1_only,entry_row,exit_row,entry_price,exit_price,quantity,gross_pnl_inr,cost200_inr,net_pnl_inr,cost_model_version
P458_delayed_cross_asset_displacement_primary,2026-01-01,AXISBANK,BANKBEES,2026-01-01,long,1,0.6945872149052361,0.034211371667202055,0.03369434416365824,0,0,0,21,261,1322.1999999999998,1322.1999999999998,75,0.0,165.18736396,-165.18736396,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P458_delayed_cross_asset_displacement_primary,2026-01-02,AXISBANK,BANKBEES,2026-01-02,long,1,0.6826441824188877,0.018726039516366852,0.019889502762430938,0,0,0,21,261,1312.8,1312.8,76,0.0,165.31477342719998,-165.31477342719998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P458_delayed_cross_asset_displacement_primary,2026-01-05,AXISBANK,BANKBEES,2026-01-05,long,1,0.6643120685087259,0.02674142764718568,0.029079159935379646,0,0,0,21,261,1317.1999999999998,1317.1999999999998,75,0.0,165.10875496000003,-165.10875496000003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P458_delayed_cross_asset_displacement_primary,2026-01-06,AXISBANK,BANKBEES,2026-01-06,long,1,0.6545085440449825,0.014016172506738544,0.013458950201884253,0,0,0,21,261,1317.1,1317.1,75,0.0,165.10718278000002,-165.10718278000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P458_delayed_cross_asset_displacement_primary,2026-01-08,AXISBANK,BANKBEES,2026-01-08,long,1,0.6363658270812517,0.015290973871733967,0.01557285873192436,0,0,0,21,261,1274.1,1274.1,78,0.0,165.2323911952,-165.2323911952,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P458_delayed_cross_asset_displacement_primary,2026-01-09,AXISBANK,BANKBEES,2026-01-09,long,1,0.6608952463606401,0.018240709171496762,0.020434227330779056,0,0,0,21,261,1320.3000000000002,1320.3000000000002,75,0.0,165.15749254,-165.15749254,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P458_delayed_cross_asset_displacement_primary,2026-01-12,AXISBANK,BANKBEES,2026-01-12,long,1,0.6604989205137954,0.0069373942470389175,0.0076045627376425855,0,0,0,21,261,1321.9,1321.9,75,0.0,165.18264742000002,-165.18264742000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P458_delayed_cross_asset_displacement_primary,2026-01-13,AXISBANK,BANKBEES,2026-01-13,long,1,0.6717560108332141,0.027677694071405176,0.026993865030674847,0,0,0,21,261,1314.9,1314.9,76,0.0,165.3482294176,-165.3482294176,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P458_delayed_cross_asset_displacement_primary,2026-01-14,AXISBANK,BANKBEES,2026-01-14,long,1,0.6903464153581383,0.03444426726199968,0.03345280764635603,0,0,0,21,261,1328.1,1328.1,75,0.0,165.28012257999998,-165.28012257999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P458_delayed_cross_asset_displacement_primary,2026-01-15,AXISBANK,BANKBEES,2026-01-15,long,1,0.6922127257736113,0.03661930569796397,0.03732162458836443,0,0,0,21,261,1362.8000000000002,1362.8000000000002,73,0.0,165.25431786560003,-165.25431786560003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
