trade_date,symbol,row_count,entry_row,source_ret_bps,event_l1_imbalance,event_l25_imbalance,event_spread_bps
2026-01-01,AXISBANK,271,21,0.0,0.03369434416365824,0.034211371667202055,1.5126304643778967
2026-01-01,BANKBEES,271,21,0.0,0.33935018050541516,0.33874076453581753,3.490807540143002
2026-01-01,HCLTECH,271,21,0.0,-0.28331332533013204,-0.2826470116968435,2.4523828987162144
2026-01-01,HDFCBANK,271,21,0.0,-0.5625744934445769,-0.563315303849825,1.220852154804331
2026-01-01,ICICIBANK,271,21,0.0,-0.35487661574618096,-0.35617942283563364,1.4199503017381476
2026-01-01,INFY,271,21,0.0,-0.17196702002355713,-0.17355761672692974,1.8089725036183566
2026-01-01,ITBEES,271,21,0.0,0.7455197132616488,0.7465305471367044,3.10945273631779
2026-01-01,NIFTYBEES,271,21,0.0,0.6187419768934531,0.6186803770351328,1.4461315979761555
2026-01-01,RELIANCE,271,21,0.0,0.45422116527942924,0.45421361688620854,1.5356265356268848
2026-01-01,TCS,271,21,0.0,0.007168458781362007,0.006378568011481423,1.820830298616583
2026-01-02,AXISBANK,271,21,0.0,0.019889502762430938,0.018726039516366852,3.808653260207191
2026-01-02,BANKBEES,271,21,0.0,0.33717277486910996,0.33664058133035213,5.844340173992837
2026-01-02,HCLTECH,271,21,0.0,-0.2994535519125683,-0.2991540256709452,4.956220056171621
2026-01-02,HDFCBANK,271,21,0.0,-0.5749167591564928,-0.5747296696785661,3.064288778574493
2026-01-02,ICICIBANK,271,21,0.0,-0.358974358974359,-0.35874623597043526,3.5686246520590967
2026-01-02,INFY,271,21,0.0,-0.17217217217217218,-0.17218808442425862,4.555808656036446
2026-01-02,ITBEES,271,21,0.0,0.7369542066027689,0.7371712864250177,6.255864873318603
2026-01-02,NIFTYBEES,271,21,0.0,0.6186726659167604,0.6197838486940859,3.65003467532817
2026-01-02,RELIANCE,271,21,0.0,0.43783209351753455,0.4376684158275422,3.093580819799621
2026-01-02,TCS,271,21,0.0,-0.006514657980456026,-0.009274018258223446,3.692250888446611
2026-01-05,AXISBANK,271,21,0.0,0.029079159935379646,0.02674142764718568,1.5183723048895041
2026-01-05,BANKBEES,271,21,0.0,0.3273905996758509,0.3254706773425665,3.0170968823342883
2026-01-05,HCLTECH,271,21,0.0,-0.2988871224165342,-0.29845043515177244,2.471984179300878
2026-01-05,HDFCBANK,271,21,0.0,-0.5718901453957996,-0.573738680465718,1.2242899118514048
2026-01-05,ICICIBANK,271,21,0.0,-0.36541598694942906,-0.367240252668264,1.4263300527745364
2026-01-05,INFY,271,21,0.0,-0.19063004846526657,-0.190640500323485,1.8226556092230517
2026-01-05,ITBEES,271,21,0.0,0.7380560131795717,0.7401540154015401,3.1191515907666907
2026-01-05,NIFTYBEES,271,21,0.0,0.6163723916532905,0.6182207931404073,1.0950503723182055
2026-01-05,RELIANCE,271,21,0.0,0.4451718494271686,0.4455856643356643,1.5460729746447548
2026-01-05,TCS,271,21,0.0,-0.0128,-0.011324786324786324,1.3837000138378392
2026-01-06,AXISBANK,271,21,0.0,0.013458950201884253,0.014016172506738544,1.5184875863643268
2026-01-06,BANKBEES,271,21,0.0,0.32373113854595337,0.3237502288958066,3.5070725964033533
2026-01-06,HCLTECH,271,21,0.0,-0.30303030303030304,-0.30267323250087935,2.4596212183320043
2026-01-06,HDFCBANK,271,21,0.0,-0.5795601552393272,-0.5798653082369194,1.2309964916602787
2026-01-06,ICICIBANK,271,21,0.0,-0.37745740498034075,-0.3777116864940518,1.4301036825156819
2026-01-06,INFY,271,21,0.0,-0.19607843137254902,-0.19717326819054265,1.8176860856134276
2026-01-06,ITBEES,271,21,0.0,0.7364238410596027,0.7363861386138614,3.1210986267182013
2026-01-06,NIFTYBEES,271,21,0.0,0.6162310866574966,0.6182519280205655,1.4610804690075783
2026-01-06,RELIANCE,271,21,0.0,0.4351245085190039,0.435444366689993,1.546312045771188
2026-01-06,TCS,271,21,0.0,-0.013568521031207599,-0.012133285041651575,1.8406884174685512
2026-01-07,AXISBANK,271,21,0.0,-0.012648221343873518,-0.010547410610695074,3.8657801144270914
2026-01-07,BANKBEES,271,21,0.0,0.3032311516155758,0.3051503094606543,8.450513791238508
2026-01-07,HCLTECH,271,21,0.0,-0.2833178005591799,-0.28372497824194953,5.024704798594226
2026-01-07,HDFCBANK,271,21,0.0,-0.5808219178082191,-0.5809164026322203,3.112937367700162
2026-01-07,ICICIBANK,271,21,0.0,-0.39459029435163084,-0.3947983014861996,3.632137149498765
2026-01-07,INFY,271,21,0.0,-0.21139554087530965,-0.21152363115566816,4.604899613188433
2026-01-07,ITBEES,271,21,0.0,0.7466185752930569,0.7471720818291215,6.271558482282714
2026-01-07,NIFTYBEES,271,21,0.0,0.6076595744680852,0.6076538723597548,3.7089236703517074
2026-01-07,RELIANCE,271,21,0.0,0.4505183788878417,0.4507609105772859,3.141690229344101
