metric,value,description
phase457_delayed_cross_asset_precommit_complete,1,Phase457 precommit completed
phase457_thesis_id,P457_DELAYED_INTRADAY_CROSS_ASSET_DISPLACEMENT_PRECOMMIT,Delayed timing-source thesis
phase457_selected_source_id,delayed_intraday_cross_asset_etf_displacement,Selected source
phase457_execution_results_generated,0,Precommit only
phase457_strategy_promotion_allowed,0,No promotion
phase457_paper_or_live_acceptance_allowed,0,No paper/live
phase457_deployable_profitability_claim_allowed,0,No deployable claim
phase457_execution_allowed_next,1,Whether Phase458 may execute
phase457_hard_gate_pass_rows,10,Passed hard gates
phase457_hard_gate_rows,10,Hard gates
phase457_next_best_action,run_phase458_delayed_intraday_cross_asset_displacement_no_paper_live,Recommended next action
