gate_id,passed,observed_value,required_value,severity
P457_PHASE456_AVAILABLE,True,1,1,hard
P457_NEXT_ACTION_MATCHED,True,precommit_material_new_timing_or_label_source_not_first_window_cross_asset_pressure,material_new_timing,hard
P457_NOT_FIRST_WINDOW,True,5000,>0,hard
P457_CONTIGUOUS_WINDOW_FROZEN,True,271,>=261,hard
P457_SELECTED_FILES_PRESENT,True,30,30,hard
P457_LOW_TURNOVER_CAP_RETAINED,True,1,1,hard
P457_COST200_FIXED_CAPITAL,True,fixed_initial_capital_1000000_inr_order_notional_100000_inr_cost200,cost200_fixed_capital,hard
P457_CONTROLS_PRECOMMITTED,True,source_time_shift;side_flip;target_only_l1_l5;etf_l1_only_ablation,controls,hard
P457_RESULTS_NOT_GENERATED,True,0,0,hard
P457_BOUNDARIES_CLOSED,True,first_window_cross_asset_rescue;threshold_relaxation;side_rule_tuning;catalyst_rescue;market_maker_rescue;promotion;paper_live;deployable_profitability_claim,closed,hard
