metric,value,description
phase270_fixed_capital_precommit_complete,1,Phase270 fixed-capital/concurrency/capacity precommit completed
phase270_selected_route,P270_FIXED_CAPITAL_CONCURRENCY_AND_CAPACITY_RETURN_MODEL,Selected route
phase270_phase269_interpretation_complete,1,Phase269 interpretation complete
phase270_phase269_research_leads_preserved,1,Phase269 preserved research leads
phase270_phase269_do_not_claim_portfolio_annual_return,1,Portfolio annual return claim forbidden
phase270_phase269_do_not_promote_or_replay,1,Replay/promotion forbidden
phase270_capital_model_contract_rows,8,Capital model contract rows
phase270_concurrency_capacity_contract_rows,8,Concurrency/capacity contract rows
phase270_candidate_input_contract_rows,5,Candidate input contract rows
phase270_return_output_contract_rows,5,Return output contract rows
phase270_control_contract_rows,8,Control contract rows
phase270_full_top_five_depth_required,1,Zerodha rows 1-5 required
phase270_levels_2_to_5_materiality_required,1,Levels 2-5 materiality required
phase270_l1_only_candidate_allowed,0,L1-only candidates forbidden
phase270_unlimited_capital_assumption_allowed,0,Unlimited capital assumption forbidden
phase270_portfolio_return_claim_without_scheduler_allowed,0,Portfolio return claim without scheduler forbidden
phase270_fixed_notional_proxy_as_portfolio_return_allowed,0,Fixed-notional proxy cannot be relabeled portfolio return
phase270_hard_gate_pass_rows,13,Hard gates passed
phase270_hard_gate_rows,13,Hard gates evaluated
phase270_download_more_dates_now_allowed,0,No new download in Phase270
phase270_replay_execution_allowed_now,0,No replay execution in Phase270
phase270_strategy_promotion_allowed,0,No strategy promotion from Phase270
phase270_paper_or_live_acceptance_allowed,0,No paper/live acceptance from Phase270
phase270_deployable_profitability_claim_allowed,0,No deployable profitability claim from Phase270
phase270_next_best_action,run_phase271_fixed_capital_concurrency_and_capacity_return_analysis_no_paper_live,Recommended next milestone
