panel,trade_date,symbol,signal_index,entry_index,exit_index,signal_ts_ms,entry_ts_ms,exit_ts_ms,actual_forward_ticks_after_entry,hold_ms,l1_imbalance,l2_l5_imbalance,top5_imbalance,spread_bps_feature,book_slope,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pnl_inr,short_net_pnl_inr,long_gross_pnl_inr,short_gross_pnl_inr,long_cost200_inr,short_cost200_inr,bid_depth_change,ask_depth_change,total_depth_change,order_churn,spread_change,book_slope_change,microtrend_bps,best_side_int,best_net_pnl_inr,signed_label_inr,full_depth_score,l1_only_score,model_side_int,abs_score,scenario_id,side,entry_price,exit_price,gross_pnl_inr,cost200_inr,net_pnl_inr
synthetic,2026-02-02,ADANIPORTS,60,61,311,1786612535.0,1786612536.0,1786612786.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,-0.1941652783580409,-0.09296060997638676,-1,0.09296060997638676,P435_l1_only_ablation_validation,short,1824.1,1824.5,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,85,86,336,1786612560.0,1786612561.0,1786612811.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,-0.1941652783580409,-0.09296060997638676,-1,0.09296060997638676,P435_l1_only_ablation_validation,short,1824.1,1824.5,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,110,111,361,1786612585.0,1786612586.0,1786612836.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,-0.1941652783580409,-0.09296060997638676,-1,0.09296060997638676,P435_l1_only_ablation_validation,short,1824.1,1824.5,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,135,136,386,1786612610.0,1786612611.0,1786612861.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,-0.1941652783580409,-0.09296060997638676,-1,0.09296060997638676,P435_l1_only_ablation_validation,short,1824.1,1824.5,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,160,161,411,1786612635.0,1786612636.0,1786612886.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,-0.1941652783580409,-0.09296060997638676,-1,0.09296060997638676,P435_l1_only_ablation_validation,short,1824.1,1824.5,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,185,186,436,1786612660.0,1786612661.0,1786612911.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,-0.1941652783580409,-0.09296060997638676,-1,0.09296060997638676,P435_l1_only_ablation_validation,short,1824.1,1824.5,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,210,211,461,1786612685.0,1786612686.0,1786612936.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,-0.1941652783580409,-0.09296060997638676,-1,0.09296060997638676,P435_l1_only_ablation_validation,short,1824.1,1824.5,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,235,236,486,1786612710.0,1786612711.0,1786612961.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,-0.1941652783580409,-0.09296060997638676,-1,0.09296060997638676,P435_l1_only_ablation_validation,short,1824.1,1824.5,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,AXISBANK,610,611,1361,1786613511.0,1786613512.0,1786613762.0,750,250.0,0.03398058252427184,0.03365695792880259,0.0336950314106225,1.5079544597756573,-0.014848657909765849,1328.1,1327.9,1327.9,1328.1,-180.27900040000003,-180.27900040000003,-15.0,-15.0,165.27900040000003,165.27900040000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.27900040000003,0.0,0.016681995558861042,-0.158657437947964,-1,0.158657437947964,P435_l1_only_ablation_validation,short,1327.9,1328.1,-15.0,165.27900040000003,-180.27900040000003
synthetic,2026-02-02,AXISBANK,685,686,1436,1786613536.0,1786613537.0,1786613787.0,750,250.0,0.03398058252427184,0.03365695792880259,0.0336950314106225,1.5079544597756573,-0.014848657909765849,1328.1,1327.9,1327.9,1328.1,-180.27900040000003,-180.27900040000003,-15.0,-15.0,165.27900040000003,165.27900040000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.27900040000003,0.0,0.016681995558861042,-0.158657437947964,-1,0.158657437947964,P435_l1_only_ablation_validation,short,1327.9,1328.1,-15.0,165.27900040000003,-180.27900040000003
synthetic,2026-02-02,AXISBANK,760,761,1511,1786613561.0,1786613562.0,1786613812.0,750,250.0,0.03398058252427184,0.03365695792880259,0.0336950314106225,1.5079544597756573,-0.014848657909765849,1328.1,1327.9,1327.9,1328.1,-180.27900040000003,-180.27900040000003,-15.0,-15.0,165.27900040000003,165.27900040000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.27900040000003,0.0,0.016681995558861042,-0.158657437947964,-1,0.158657437947964,P435_l1_only_ablation_validation,short,1327.9,1328.1,-15.0,165.27900040000003,-180.27900040000003
