panel,trade_date,symbol,signal_index,entry_index,exit_index,signal_ts_ms,entry_ts_ms,exit_ts_ms,actual_forward_ticks_after_entry,hold_ms,l1_imbalance,l2_l5_imbalance,top5_imbalance,spread_bps_feature,book_slope,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pnl_inr,short_net_pnl_inr,long_gross_pnl_inr,short_gross_pnl_inr,long_cost200_inr,short_cost200_inr,bid_depth_change,ask_depth_change,total_depth_change,order_churn,spread_change,book_slope_change,microtrend_bps,best_side_int,best_net_pnl_inr,signed_label_inr,full_depth_score,model_side_int,abs_score,scenario_id,side,entry_price,exit_price,gross_pnl_inr,cost200_inr,net_pnl_inr
real_anchor,2026-07-17,ADANIPORTS,90,91,94,1784259975200.0,1784259976200.0,1784259978200.0,3,2000.0,0.8571428571428571,0.060109289617486336,0.07992895204262877,2.1950282609893597,-0.4067495559502664,1822.2,1821.2,1821.1,1822.1,-219.0227102032,-219.02157823360002,-54.0,-54.0,165.0227102032,165.02157823360002,0.028268551236749116,-0.4980544747081712,-0.3111668757841907,0.16666666666666666,-5.481672950833259,-0.5010891785917758,-7.676701211822845,-1,-219.02157823360002,-0.0011319695999816304,-42.77261689012751,-1,42.77261689012751,P435_full_depth_ranker_real_anchor,short,1821.1,1822.1,-54.0,165.02157823360002,-219.02157823360002
real_anchor,2026-07-17,ADANIPORTS,70,71,74,1784259961138.0,1784259961200.0,1784259962949.0,3,1749.0,-0.9900497512437811,0.4375,0.03506311360448808,3.290014805066124,-0.391304347826087,1824.0,1822.3,1823.4,1823.0,-256.8402577624029,-143.43742174719418,-91.80000000000291,21.60000000000582,165.04025776240002,165.0374217472,0.4263565891472868,-0.25773195876288657,0.13274336283185842,0.1875,-3.841283365481366,-0.5072463768115942,4.1142104830105275,-1,-143.43742174719418,-113.40283601520875,-31.580964888658738,-1,31.580964888658738,P435_full_depth_ranker_real_anchor,short,1823.4,1823.0,21.60000000000582,165.0374217472,-143.43742174719418
real_anchor,2026-07-17,ADANIPORTS,85,86,91,1784259975115.0,1784259975116.0,1784259976200.0,5,1084.0,0.6781609195402298,0.25621251071122536,0.31096196868008946,6.58291732953012,0.023117076808351976,1822.3,1821.1,1822.1,1822.2,-229.82303420320292,-170.42634606640874,-64.80000000000291,-5.400000000008731,165.0230342032,165.0263460664,1.175074183976261,2.472,1.525974025974026,0.9285714285714286,1.0959488795987067,0.1133564874897516,2.1947873799721407,-1,-170.42634606640874,-59.39668813679418,28.782831012564696,1,28.782831012564696,P435_full_depth_ranker_real_anchor,long,1822.3,1821.1,-64.80000000000291,165.0230342032,-229.82303420320292
real_anchor,2026-07-17,ADANIPORTS,190,191,194,1784260150200.0,1784260150450.0,1784260152450.0,3,2000.0,0.0196078431372549,-0.676,-0.6116152450090744,3.832781230323024,0.5970961887477314,1825.6,1825.0,1825.0,1825.4,-197.46281310879417,-186.66135713920585,-32.39999999999418,-21.60000000000582,165.0628131088,165.06135713920003,-0.42142857142857143,-0.5005959475566151,-0.48927477017364657,0.5555555555555556,1.0940306483385256,0.7563194897186052,3.834250814778173,-1,-186.66135713920585,-10.801455969588318,27.858058768535756,1,27.858058768535756,P435_full_depth_ranker_real_anchor,long,1825.6,1825.0,-32.39999999999418,165.0628131088,-197.46281310879417
real_anchor,2026-07-17,ADANIPORTS,130,131,134,1784260006700.0,1784260007200.0,1784260009200.0,3,2000.0,-0.13725490196078433,-0.7139938712972421,-0.6854368932038835,2.7387505819844984,-0.15922330097087378,1825.9,1825.3,1825.4,1825.8,-197.46620901760875,-186.66588501759128,-32.40000000000873,-21.59999999999127,165.06620901760002,165.0658850176,-0.6195652173913043,4.826388888888889,0.912109375,0.8947368421052632,-0.5512642230816258,0.2320810468552132,10.692548116466583,-1,-186.66588501759128,-10.800324000017469,26.769259881672,1,26.769259881672,P435_full_depth_ranker_real_anchor,long,1825.9,1825.3,-32.40000000000873,165.06620901760002,-197.46620901760875
real_anchor,2026-07-17,ADANIPORTS,110,111,114,1784259991200.0,1784259991450.0,1784259994700.0,3,3250.0,0.4166666666666667,0.13006993006993006,0.16399506781750925,5.48666739822232,-0.006165228113440197,1823.1,1822.5,1822.1,1823.4,-197.4345138687942,-235.23508188401163,-32.39999999999418,-70.20000000001164,165.03451386880002,165.035081884,8.619047619047619,-0.3804780876494024,0.31433823529411764,0.1111111111111111,0.5485312702692262,-0.050413015724059665,0.2743408959982041,1,-197.4345138687942,37.800568015217436,24.29856959847004,1,24.29856959847004,P435_full_depth_ranker_real_anchor,long,1823.1,1822.5,-32.39999999999418,165.03451386880002,-197.4345138687942
real_anchor,2026-07-17,ADANIPORTS,75,76,79,1784259963200.0,1784259964200.0,1784259967200.0,3,3000.0,0.15384615384615385,0.10340226817878585,0.10509348807221147,3.840561819329248,-0.03417150225660864,1822.7,1822.3,1822.3,1823.6,-186.63079396000586,-235.2373458231971,-21.60000000000582,-70.19999999999709,165.03079396000004,165.0373458232,0.5752380952380952,3.2531645569620253,1.1947291361639825,0.6,0.0,0.1493490969943277,0.0,1,-186.63079396000586,48.60655186319124,23.694026915373477,1,23.694026915373477,P435_full_depth_ranker_real_anchor,long,1822.7,1822.3,-21.60000000000582,165.03079396000004,-186.63079396000586
real_anchor,2026-07-17,ADANIPORTS,120,121,126,1784259999200.0,1784260003399.0,1784260004449.0,5,1050.0,-0.23839009287925697,0.1456859971711457,0.02524271844660194,4.386926957665906,-0.13592233009708737,1824.0,1823.5,1823.3,1824.0,-192.04510558,-202.84429761040292,-27.0,-37.80000000000291,165.04510558,165.0442976104,0.08579088471849866,-0.3273942093541203,-0.13990267639902676,0.08,-1.6515546386897952,-0.4177297022730683,10.704581011720116,1,-192.04510558,10.799192030402907,-20.981281962616105,-1,20.981281962616105,P435_full_depth_ranker_real_anchor,short,1823.3,1824.0,-37.80000000000291,165.0442976104,-202.84429761040292
real_anchor,2026-07-17,AXISBANK,320,321,328,1784260142780.0,1784260142780.0,1784260143201.0,7,421.0,-0.8029556650246306,-0.2824156305506217,-0.34802856255821174,4.569687738003877,-0.03135672151505744,1312.9,1312.9,1312.7,1313.4,-165.3163665696,-218.52035228321165,0.0,-53.20000000001164,165.3163665696,165.3203522832,29.606060606060606,0.273817925194072,0.9413793103448276,0.5806451612903226,3.8076958913155967,-0.44981825997659586,4.952947003467045,1,-165.3163665696,53.203985713611644,88.44634108149901,1,88.44634108149901,P435_full_depth_ranker_real_anchor,long,1312.9,1312.9,0.0,165.3163665696,-165.3163665696
real_anchor,2026-07-17,AXISBANK,185,186,189,1784260039200.0,1784260040200.0,1784260045070.0,3,4870.0,0.9497645211930926,-0.7308186883840548,-0.37037037037037035,0.76199184668828,0.39124579124579123,1312.4,1312.2,1312.3,1312.5,-180.50726371521165,-180.5088568575971,-15.200000000011642,-15.19999999999709,165.3072637152,165.3088568576,-0.5841059602649007,4.341269841269841,1.059135039717564,1.1538461538461537,-0.7617015861933709,0.7983403858403858,-1.9046167911018763,1,-180.50726371521165,0.0015931423854453897,42.94595132724336,1,42.94595132724336,P435_full_depth_ranker_real_anchor,long,1312.4,1312.2,-15.200000000011642,165.3072637152,-180.50726371521165
