panel,trade_date,symbol,signal_index,entry_index,exit_index,signal_ts_ms,entry_ts_ms,exit_ts_ms,actual_forward_ticks_after_entry,hold_ms,l1_imbalance,l2_l5_imbalance,top5_imbalance,spread_bps_feature,book_slope,long_entry_price,long_exit_price,short_entry_price,short_exit_price,long_net_pnl_inr,short_net_pnl_inr,long_gross_pnl_inr,short_gross_pnl_inr,long_cost200_inr,short_cost200_inr,bid_depth_change,ask_depth_change,total_depth_change,order_churn,spread_change,book_slope_change,microtrend_bps,best_side_int,best_net_pnl_inr,signed_label_inr,full_depth_score,l1_only_score,model_side_int,abs_score,scenario_id,side,entry_price,exit_price,gross_pnl_inr,cost200_inr,net_pnl_inr
synthetic,2026-02-02,ADANIPORTS,1910,1911,2661,1786613611.0,1786613612.0,1786613862.0,750,250.0,0.1935483870967742,0.1956989247311828,0.1954459203036053,2.207261891623943,-0.08809975603144483,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,0.5012156403766146,-0.07271817242189187,1,0.5012156403766146,P435_time_shuffle_control_validation,long,1824.5,1824.1,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,60,61,311,1786612535.0,1786612536.0,1786612786.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,0.3388408055210413,-0.09296060997638676,1,0.3388408055210413,P435_time_shuffle_control_validation,long,1824.5,1824.1,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,185,186,436,1786612660.0,1786612661.0,1786612911.0,250,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,0.3388408055210413,-0.09296060997638676,1,0.3388408055210413,P435_time_shuffle_control_validation,long,1824.5,1824.1,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,485,486,972,1786612960.0,1786612961.0,1786613211.0,486,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,0.3388408055210413,-0.09296060997638676,1,0.3388408055210413,P435_time_shuffle_control_validation,long,1824.5,1824.1,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,385,386,772,1786612860.0,1786612861.0,1786613111.0,386,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,0.2299136785155486,-0.09296060997638676,1,0.2299136785155486,P435_time_shuffle_control_validation,long,1824.5,1824.1,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,ADANIPORTS,810,811,1310,1786613130.0,1786613130.0,1786613380.0,499,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1820.2,1824.1,1819.8,1824.5,45.58013393359127,-418.8337980664029,210.59999999999127,-253.8000000000029,165.0198660664,165.0337980664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45.58013393359127,464.41393199999413,0.2299136785155486,-0.09296060997638676,1,0.2299136785155486,P435_time_shuffle_control_validation,long,1820.2,1824.1,210.59999999999127,165.0198660664,45.58013393359127
synthetic,2026-02-02,ADANIPORTS,910,911,1410,1786613180.0,1786613180.0,1786613430.0,499,250.0,0.24153498871331827,0.23762227238525208,0.23808259195325987,2.192621827550792,-0.10476696321869605,1820.2,1824.1,1819.8,1824.5,45.58013393359127,-418.8337980664029,210.59999999999127,-253.8000000000029,165.0198660664,165.0337980664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45.58013393359127,464.41393199999413,0.2299136785155486,-0.09296060997638676,1,0.2299136785155486,P435_time_shuffle_control_validation,long,1820.2,1824.1,210.59999999999127,165.0198660664,45.58013393359127
synthetic,2026-02-02,ADANIPORTS,1185,1186,1779,1786613317.0,1786613318.0,1786613568.0,593,250.0,0.19901719901719903,0.20216251638269986,0.20179242555651922,2.1978021978026976,-0.09106678230702515,1824.5,1824.1,1824.1,1824.5,-186.65116941280584,-186.65116941280584,-21.60000000000582,-21.60000000000582,165.05116941280002,165.05116941280002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-186.65116941280584,0.0,0.2299136785155486,-0.07662140377903123,1,0.2299136785155486,P435_time_shuffle_control_validation,long,1824.5,1824.1,-21.60000000000582,165.05116941280002,-186.65116941280584
synthetic,2026-02-02,AXISBANK,610,611,1361,1786613511.0,1786613512.0,1786613762.0,750,250.0,0.03398058252427184,0.03365695792880259,0.0336950314106225,1.5079544597756573,-0.014848657909765849,1328.1,1327.9,1327.9,1328.1,-180.27900040000003,-180.27900040000003,-15.0,-15.0,165.27900040000003,165.27900040000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.27900040000003,0.0,1.1975443360312032,-0.158657437947964,1,1.1975443360312032,P435_time_shuffle_control_validation,long,1328.1,1327.9,-15.0,165.27900040000003,-180.27900040000003
synthetic,2026-02-02,AXISBANK,710,711,1460,1786613545.0,1786613545.0,1786613795.0,749,250.0,0.012437810945273632,0.013766793829822524,0.013610420020488805,1.5060240963841725,-0.0062929899019464365,1322.8,1327.9,1322.6,1328.1,217.27458737000003,-577.74926263,382.5,-412.5,165.22541262999997,165.24926262999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,217.27458737000003,795.02385,0.5012156403766146,-0.15131201513038545,1,0.5012156403766146,P435_time_shuffle_control_validation,long,1322.8,1327.9,382.5,165.22541262999997,217.27458737000003
synthetic,2026-02-02,AXISBANK,860,861,1610,1786613595.0,1786613595.0,1786613845.0,749,250.0,0.012437810945273632,0.013766793829822524,0.013610420020488805,1.5060240963841725,-0.0062929899019464365,1322.8,1327.9,1322.6,1328.1,217.27458737000003,-577.74926263,382.5,-412.5,165.22541262999997,165.24926262999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,217.27458737000003,795.02385,0.3388408055210413,-0.15131201513038545,1,0.3388408055210413,P435_time_shuffle_control_validation,long,1322.8,1327.9,382.5,165.22541262999997,217.27458737000003
synthetic,2026-02-02,AXISBANK,2410,2411,3161,1786614111.0,1786614112.0,1786614362.0,750,250.0,0.03398058252427184,0.03365695792880259,0.0336950314106225,1.5079544597756573,-0.014848657909765849,1328.1,1327.9,1327.9,1328.1,-180.27900040000003,-180.27900040000003,-15.0,-15.0,165.27900040000003,165.27900040000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.27900040000003,0.0,0.3388408055210413,-0.158657437947964,1,0.3388408055210413,P435_time_shuffle_control_validation,long,1328.1,1327.9,-15.0,165.27900040000003,-180.27900040000003
synthetic,2026-02-02,AXISBANK,2835,2836,3584,1786614253.0,1786614253.0,1786614503.0,748,250.0,0.004651162790697674,0.00496124031007752,0.004924760601915185,1.5120586678766577,-0.0024623803009575923,1326.4,1327.9,1326.2,1328.1,-52.761811869999974,-307.76946187,112.5,-142.5,165.26181186999997,165.26946187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-52.761811869999974,255.00765,0.3388408055210413,-0.1472776707535434,1,0.3388408055210413,P435_time_shuffle_control_validation,long,1326.4,1327.9,112.5,165.26181186999997,-52.761811869999974
synthetic,2026-02-02,AXISBANK,285,286,608,1786613260.0,1786613261.0,1786613511.0,322,250.0,0.012437810945273632,0.013766793829822524,0.013610420020488805,1.5060240963841725,-0.0062929899019464365,1328.1,1327.9,1327.9,1328.1,-180.27900040000003,-180.27900040000003,-15.0,-15.0,165.27900040000003,165.27900040000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.27900040000003,0.0,0.2299136785155486,-0.15131201513038545,1,0.2299136785155486,P435_time_shuffle_control_validation,long,1328.1,1327.9,-15.0,165.27900040000003,-180.27900040000003
synthetic,2026-02-02,AXISBANK,735,736,1484,1786613553.0,1786613553.0,1786613803.0,748,250.0,0.004651162790697674,0.00496124031007752,0.004924760601915185,1.5120586678766577,-0.0024623803009575923,1326.4,1327.9,1326.2,1328.1,-52.761811869999974,-307.76946187,112.5,-142.5,165.26181186999997,165.26946187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-52.761811869999974,255.00765,0.2299136785155486,-0.1472776707535434,1,0.2299136785155486,P435_time_shuffle_control_validation,long,1326.4,1327.9,112.5,165.26181186999997,-52.761811869999974
synthetic,2026-02-02,AXISBANK,835,836,1586,1786613586.0,1786613587.0,1786613837.0,750,250.0,0.03398058252427184,0.03365695792880259,0.0336950314106225,1.5079544597756573,-0.014848657909765849,1328.1,1327.9,1327.9,1328.1,-180.27900040000003,-180.27900040000003,-15.0,-15.0,165.27900040000003,165.27900040000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-180.27900040000003,0.0,0.2299136785155486,-0.158657437947964,1,0.2299136785155486,P435_time_shuffle_control_validation,long,1328.1,1327.9,-15.0,165.27900040000003,-180.27900040000003
