scenario_id,trade_date,symbol,input_ticks,candidate_scan_points,selected_trades,l1_only,side_flip,exact_forward_tick_rule,min_forward_hold_ms
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-01-01,ADANIPORTS,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-01-01,AXISBANK,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-01-01,BAJAJ-AUTO,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-01-01,BANKBEES,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-01-01,BHARTIARTL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-01-01,BPCL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-01-01,BRITANNIA,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-01-01,CIPLA,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-02-02,ADANIPORTS,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-02-02,AXISBANK,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-02-02,BAJAJ-AUTO,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-02-02,BANKBEES,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-02-02,BHARTIARTL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-02-02,BPCL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-02-02,BRITANNIA,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-02-02,CIPLA,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-03-02,ADANIPORTS,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-03-02,AXISBANK,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-03-02,BAJAJ-AUTO,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-03-02,BANKBEES,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-03-02,BHARTIARTL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-03-02,BPCL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-03-02,BRITANNIA,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-03-02,CIPLA,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-04-01,ADANIPORTS,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-04-01,AXISBANK,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-04-01,BAJAJ-AUTO,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-04-01,BANKBEES,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-04-01,BHARTIARTL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-04-01,BPCL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-04-01,BRITANNIA,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-04-01,CIPLA,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-05-01,ADANIPORTS,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-05-01,AXISBANK,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-05-01,BAJAJ-AUTO,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-05-01,BANKBEES,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-05-01,BHARTIARTL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-05-01,BPCL,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-05-01,BRITANNIA,30000,120,0,0,0,3,250.0
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-05-01,CIPLA,30000,120,0,0,0,3,250.0
P425_L1_ONLY_CONTROL,2026-01-01,ADANIPORTS,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-01-01,AXISBANK,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-01-01,BAJAJ-AUTO,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-01-01,BANKBEES,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-01-01,BHARTIARTL,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-01-01,BPCL,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-01-01,BRITANNIA,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-01-01,CIPLA,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-02-02,ADANIPORTS,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-02-02,AXISBANK,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-02-02,BAJAJ-AUTO,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-02-02,BANKBEES,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-02-02,BHARTIARTL,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-02-02,BPCL,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-02-02,BRITANNIA,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-02-02,CIPLA,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-03-02,ADANIPORTS,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-03-02,AXISBANK,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-03-02,BAJAJ-AUTO,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-03-02,BANKBEES,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-03-02,BHARTIARTL,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-03-02,BPCL,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-03-02,BRITANNIA,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-03-02,CIPLA,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-04-01,ADANIPORTS,30000,120,0,1,0,3,250.0
P425_L1_ONLY_CONTROL,2026-04-01,AXISBANK,30000,120,0,1,0,3,250.0
