scenario_id,trade_date,exchange,symbol,signal_index,entry_index,exit_index,signal_ts_ms,entry_ts_ms,exit_ts_ms,forward_ticks_after_entry,hold_ms,side,l1_only_control,side_flip_control,entry_price,exit_price,quantity,opposite_l2_l5_depletion,opposite_l2_l5_order_thinning,same_side_l2_l5_replenishment,opposite_l1_notional_inr,l1_imbalance,l2_l5_depth_notional_inr,spread_bps,gross_pnl_inr,cost100_inr,cost200_inr,net_pnl_inr,net_pnl_cost100_inr
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-07-20,NSE,BHARTIARTL,680,681,684,1784519810861.0,1784519811861.0,1784519824505.0,3,12644.0,short,0,0,1934.9,1935.0,51,0.498371335504886,0.5769230769230769,0.7852112676056338,181871.19999999998,-0.6452830188679245,3452218.4,3.100614955300173,-5.099999999991269,82.5431814494,165.0863628988,-170.18636289879126,-87.64318144939126
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-07-21,NSE,ADANIPORTS,180,181,184,1784605961343.0,1784605963594.0,1784605975594.0,3,12000.0,long,0,0,1840.9,1840.5,54,0.5940520446096654,0.6451612903225806,22.049180327868854,125181.20000000001,0.755834829443447,6181070.600000001,2.1730863258547886,-21.60000000000582,82.6184062136,165.2368124272,-186.8368124272058,-104.21840621360582
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-07-21,NSE,AXISBANK,1180,1181,1184,1784606267093.0,1784606267843.0,1784606269343.0,3,1500.0,short,0,0,1248.3,1248.4,80,0.7347281990404115,0.5641025641025641,0.7675334909377463,562983.2999999999,-0.5565388397246804,12294999.149999999,0.8010573957634993,-8.0,82.66748481600001,165.33496963200002,-173.33496963200002,-90.66748481600001
P425_PRIMARY_QUEUE_DEPLETION_CONTINUATION,2026-07-22,NSE,AXISBANK,680,681,684,1784692488165.0,1784692491410.0,1784692506158.0,3,14748.0,long,0,0,1243.2,1243.6,80,0.6865861411315957,0.45454545454545453,1.0312598673823807,114374.40000000001,0.9015516318887106,8610056.9,0.8044081566998063,32.0,82.625379264,165.250758528,-133.250758528,-50.625379264
P425_L1_ONLY_CONTROL,2026-07-17,NSE,AXISBANK,180,181,184,1784260036700.0,1784260037450.0,1784260038949.0,3,1499.0,short,1,0,1312.4,1312.4,76,0.0,0.0,11.086021505376344,2624.8,-0.9939759036144579,3829875.0,1.5238095238081377,0.0,82.6542004288,165.3084008576,-165.3084008576,-82.6542004288
P425_L1_ONLY_CONTROL,2026-07-17,NSE,AXISBANK,430,431,434,1784260261450.0,1784260263200.0,1784260277450.0,3,14250.0,short,1,0,1310.2,1311.3,76,0.0,0.0,1.758775205377147,6553.0,-0.9633699633699634,7489339.799999999,1.5259021896699894,-83.60000000000582,82.64231100399999,165.28462200799999,-248.8846220080058,-166.2423110040058
P425_L1_ONLY_CONTROL,2026-07-17,NSE,BAJAJ-AUTO,180,181,184,1784260190450.0,1784260190700.0,1784260192950.0,3,2250.0,long,1,0,10423.0,10421.5,9,0.0,0.0,0.0,62541.0,0.8518518518518519,2959990.0,1.918925401775006,-13.5,80.031594303,160.063188606,-173.563188606,-93.531594303
P425_L1_ONLY_CONTROL,2026-07-17,NSE,BAJAJ-AUTO,930,931,934,1784260671989.0,1784260671990.0,1784260673450.0,3,1460.0,short,1,0,10475.0,10480.0,9,0.6397058823529411,0.23076923076923078,0.0,104750.0,-0.8095238095238095,1623702.5,0.9546083719154218,-45.0,81.08418457,162.16836914,-207.16836914,-126.08418457
P425_L1_ONLY_CONTROL,2026-07-17,NSE,BHARTIARTL,430,431,434,1784260228450.0,1784260228700.0,1784260230450.0,3,1750.0,long,1,0,1920.0,1920.0,52,0.349862258953168,0.4,0.5686411149825784,96000.0,0.7971602434077079,5680984.100000001,1.0417209229649746,0.0,82.66443008,165.32886016,-165.32886016,-82.66443008
P425_L1_ONLY_CONTROL,2026-07-20,NSE,AXISBANK,180,181,184,1784519221607.0,1784519222107.0,1784519223607.0,3,1500.0,long,1,0,1267.5,1266.0,78,0.6236044657097288,0.0,0.48157129000969934,8877.4,0.98005698005698,5071131.899999999,1.5771626843312474,-117.0,82.55786187800001,165.11572375600002,-282.115723756,-199.557861878
