bin_id,first_receive_ms,last_receive_ms,symbols_seen,event_count,median_symbol_return,median_abs_mid_change_sum,median_spread_ticks,median_l5_imbalance,total_volume_increment,withdrawal_rows,stale_gap_gt_15s_count,receive_utc,event_z,vol_z,spread_z,withdrawal_z,intraday_state,state_description,classification_reason,evidence_label
5946380,1783914093966,1783914093966,27,27,0.0,0.0,9.000000000009095,-0.5141818181818182,0.0,0,0,2026-07-13 03:41:33.966000+00:00,-4.643552476359615,-0.17535123917557133,5.376025317574948,-4.626929730972831,I01,Pre-open/opening discovery,opening discovery,one_day_candidate
5946381,1783914300712,1783914597208,32,7536,0.0011190648159918881,44.29999999999961,5.000000000005116,0.012717537503546452,10292472.0,4877,27,2026-07-13 03:45:00.712000+00:00,-0.30453768749680765,0.1235091173998263,1.7066274276847773,0.34404994775307696,I18,Feed degradation/reconnect episode,stale receive gap observed,one_day_candidate
5946382,1783914601272,1783914899961,32,6802,-0.00012345082817144526,15.749999999998295,4.0000000000045475,0.03287017855982323,5592634.0,4017,0,2026-07-13 03:50:01.272000+00:00,-0.7286736383591463,-0.06909727493037846,0.7892779552126259,-0.532522232625082,I01,Pre-open/opening discovery,opening discovery,one_day_candidate
5946383,1783914900210,1783915198460,32,6787,0.00030264153107739666,13.562500000001762,4.0000000000045475,0.03490624380361289,4029547.0,4097,0,2026-07-13 03:55:00.210000+00:00,-0.7373412667827636,-0.08385476996441123,0.7892779552126259,-0.4509806344503695,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946384,1783915202765,1783915497710,32,6531,-0.0003439415938213952,15.325000000000387,3.0000000000045475,-0.030511823619360237,4152648.0,3772,0,2026-07-13 04:00:02.765000+00:00,-0.8852687918791651,-0.07196444539412383,-0.12807151725900412,-0.7822433770351389,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946385,1783915502154,1783915799460,32,7069,0.0015602494299431502,14.7250000000015,4.000000000002558,-0.04974066448397295,4793617.0,4262,0,2026-07-13 04:05:02.154000+00:00,-0.5743898524187588,-0.07601221546060029,0.7892779552108008,-0.2828010882150251,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946386,1783915804500,1783916099961,32,6550,5.089638320943113e-05,12.787500000000136,4.000000000001137,-0.025639101459512044,4356646.0,3855,0,2026-07-13 04:10:04.500000+00:00,-0.8742897958759165,-0.08908313963363067,0.7892779552094972,-0.6976439689288747,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946387,1783916100210,1783916399211,32,6780,0.001019063296372802,12.049999999999613,3.0000000000034106,-0.0007351548524812679,4041685.0,4036,0,2026-07-13 04:15:00.210000+00:00,-0.7413861600471183,-0.09405852367368742,-0.12807151726004704,-0.5131561030585878,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946388,1783916403385,1783916699962,32,7271,-0.000128191999345717,9.425000000001091,3.0000000000022737,-0.01755155337653059,3124893.0,4289,0,2026-07-13 04:20:03.385000+00:00,-0.45766578964737953,-0.11176751771454484,-0.12807151726108992,-0.25528079883105964,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946389,1783916700212,1783916999962,32,6978,6.249893112386662e-05,10.524999999999068,3.0000000000022737,0.04388390085334444,3153401.0,3937,0,2026-07-13 04:25:00.212000+00:00,-0.6269734648553703,-0.10434660592600453,-0.12807151726108992,-0.6140638307997944,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946390,1783917003956,1783917297213,32,6553,-0.00020138107148026663,8.624999999999886,4.0,-0.006972486943412481,2450682.0,3623,0,2026-07-13 04:30:03.956000+00:00,-0.8725562701911931,-0.11716454446986493,0.7892779552084542,-0.9341146036355409,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946391,1783917301303,1783917599975,32,7771,-0.0002615250555957904,12.524999999999977,4.000000000002558,-0.014142253759216709,3214770.0,4268,0,2026-07-13 04:35:01.303000+00:00,-0.16874484219347038,-0.09085403903771848,0.7892779552108008,-0.27668546835192165,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946392,1783917600225,1783917899970,32,7803,4.287535338365345e-05,8.375000000000796,3.0000000000022737,0.03222537540753433,2331470.0,4316,0,2026-07-13 04:40:00.225000+00:00,-0.15025390155642018,-0.11885111533089379,-0.12807151726108992,-0.22776050944709417,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946393,1783917900219,1783918199965,32,6849,-6.863849973487435e-05,8.474999999999909,3.5000000000022737,-0.06117384994905972,1878376.0,3690,0,2026-07-13 04:45:00.219000+00:00,-0.7015150692984788,-0.11817648698648578,0.33060321897472505,-0.8658235151642192,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946394,1783918200215,1783918499966,32,7207,2.767222780736267e-05,8.924999999999727,3.000000000001137,0.028433846267239687,2392589.0,4034,0,2026-07-13 04:50:00.215000+00:00,-0.4946476709214799,-0.11514065943662402,-0.12807151726213284,-0.5151946430129556,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
5946395,1783918500216,1783918799966,32,6983,0.00081328663278879,10.250000000000796,3.0000000000022737,-0.06916347731000547,2243017.0,3931,0,2026-07-13 04:55:00.216000+00:00,-0.6240842553808312,-0.10620183387313137,-0.12807151726108992,-0.6201794506628979,I04,Normal continuous trading,baseline continuous trading,one_day_candidate
