family_id,scenario_rows,above12_rows,cost200_above12_rows,acceptance_grade_rows,best_annualized_pct,median_annualized_pct,best_net_pnl_inr,max_scheduled_event_rows,max_symbol_rows,above12_fraction,cost200_above12_fraction
P321_DEPTH_ACCEL_REVERSAL,13824,1171,126,0,85.08131468912852,-4.43074409236594,7202.36996321852,10,18,0.08470775462962964,0.009114583333333334
P321_MICROPRICE_DEPTH_CONFIRM,13824,602,82,0,59.136319160013045,0.0,5806.353210746525,10,5,0.043547453703703706,0.005931712962962963
P321_QTY_IMBALANCE_REVERSAL,13824,552,48,0,50.39540910042478,-0.1131242697697347,2476.421207247418,10,4,0.03993055555555555,0.003472222222222222
P321_ORDER_IMBALANCE_REVERSAL,13824,554,40,0,37.04216141595602,0.0,3488.593802088528,10,8,0.04007523148148148,0.0028935185185185184
P321_DEPTH_PRESSURE_REVERSAL,13824,248,24,0,35.9611326483171,-3.437006173121824,1427.0290733459165,10,6,0.017939814814814815,0.001736111111111111
P321_DEPTH_ACCEL_CONTINUATION,13824,0,0,0,9.805108678288088,-21.110627161606654,956.911650661374,10,18,0.0,0.0
P321_DEPTH_PRESSURE_CONTINUATION,13824,0,0,0,5.3197708382659865,-8.21433478934814,930.7957545617612,10,6,0.0,0.0
P321_DEPTH_PRESSURE_TARGET_SHIFT,13824,0,0,0,5.3197708382659865,-8.21433478934814,930.7957545617612,10,6,0.0,0.0
P321_ORDER_IMBALANCE_CONTINUATION,13824,0,0,0,0.0,-11.869508693908893,0.0,10,8,0.0,0.0
P321_QTY_IMBALANCE_CONTINUATION,13824,0,0,0,0.0,-12.007829650275372,0.0,10,4,0.0,0.0
