shard_index,trade_date,symbol,bar_events,bar_id,first_sequence_id,last_sequence_id,rows_in_bar,open_mid_price,close_mid_price,avg_spread,avg_tick_size_proxy,avg_l1_imbalance,avg_microprice_dev,avg_l1_depth_notional,bar_return,prev_bar_return,next_bar_return
1,2026-01-01,ADANIPORTS,1000,1,1001,2000,1000,1818.7,1826.4,0.4000000000000873,0.4000000000000873,0.23620840908719057,2.5973860218735064e-05,769634.447200013,0.004233793368889849,0.0,0.0
1,2026-01-01,ADANIPORTS,1000,2,2001,3000,1000,1826.4,1826.4,0.3999999999998636,0.3999999999998636,0.22401847575057499,2.453115152771628e-05,790811.7999999904,0.0,0.004233793368889849,0.000985545335085325
1,2026-01-01,ADANIPORTS,1000,3,3001,4000,1000,1826.4,1828.2,0.39999999999987085,0.39999999999987085,0.2239244346550914,2.4520090804912735e-05,788262.7055999927,0.000985545335085325,0.0,0.0
1,2026-01-01,ADANIPORTS,1000,4,4001,5000,1000,1828.2,1828.2,0.40000000000009095,0.40000000000009095,0.22107969151670706,2.418550394010329e-05,711152.6000000132,0.0,0.000985545335085325,-0.001203369434416346
1,2026-01-01,ADANIPORTS,1000,5,5001,6000,1000,1828.2,1826.0,0.40000000000009095,0.40000000000009095,0.22112092754839527,2.4191419162208258e-05,711374.4560000133,-0.001203369434416346,0.0,0.0
1,2026-01-01,ADANIPORTS,1000,6,6001,7000,1000,1826.0,1826.0,0.40000000000009095,0.40000000000009095,0.22193877551020844,2.4308737733957906e-05,715774.6000000132,0.0,-0.001203369434416346,-0.00021905805038335835
1,2026-01-01,ADANIPORTS,1000,7,7001,8000,1000,1826.0,1825.6,0.4000000000000764,0.4000000000000764,0.22160414557468314,2.4272418888956247e-05,714713.0704000148,-0.00021905805038335835,0.0,0.0
1,2026-01-01,ADANIPORTS,1000,8,8001,9000,1000,1825.6,1825.6,0.3999999999998636,0.3999999999998636,0.21671018276762608,2.374125578080677e-05,699188.2000000046,0.0,-0.00021905805038335835,-0.0005477651183172227
1,2026-01-01,ADANIPORTS,1000,9,9001,10000,1000,1825.6,1824.6,0.3999999999998636,0.3999999999998636,0.2157464251410347,2.3636656293336336e-05,699595.527999997,-0.0005477651183172227,0.0,0.0
1,2026-01-01,ADANIPORTS,1000,10,10001,11000,1000,1824.6,1824.6,0.3999999999998636,0.3999999999998636,0.20466321243523522,2.2433762187426468e-05,704279.7999999952,0.0,-0.0005477651183172227,0.0018086155869780907
