gate_id,passed,observed_value,required_value,severity
P330_PHASE329_COMPLETE,True,1,1,hard
P330_FEATURE_MATRIX_ROWS,True,1600,1600,hard
P330_EVENT_BREADTH,True,50,>=50,hard
P330_SYMBOL_BREADTH,True,32,>=32,hard
P330_JOIN_ROWS_REPRESENTED,True,141708530/141708530,equal,hard
P330_MIN_RAW_TICKS_PRESENT,True,78007,>0,hard
P330_LIVE_FEATURE_COLUMNS_PRESENT,True,38,>=35,hard
P330_DEPTH_FEATURE_COLUMNS_PRESENT,True,23,>=20,hard
P330_TARGET_COLUMNS_SEPARATED,True,targets=5;live_target_cols=0,5_targets_and_0_live_targets,hard
P330_MATRIX_PARQUET_WRITTEN,True,written=1;bytes=440746,written_and_nonempty,hard
P330_NO_STRATEGY_SEARCH_OPENED,True,strategy_search_allowed_now=0,0,hard
P330_BOUNDARIES_CLOSED,True,replay=0;promotion=0;paper=0;claim=0,all_zero,hard
