trade_date,symbol,signal_ts_ms,impulse_bps,side,top5_imbalance,l2_l5_imbalance,level_weighted_imbalance,l2_l5_replenishment_pressure,depth_withdrawal_pressure,spread_bps,future_ticks,pass_window_ok,pass_impulse_threshold,pass_top5_alignment,pass_level_weighted_alignment,pass_l2_l5_replenishment,pass_l2_l5_imbalance_alignment,pass_withdrawal_limit,pass_spread_limit,pass_breakout_confirmation,pass_future_window,passes_all_filters,first_failure_stage,panel
2026-07-17,,1784259925450.0,4.3209876543204295,1,0.5712892891963415,0.41674520892240025,0.7119797172173166,0.035416666666666666,0.5177083333333333,4.320054309254455,795,1,1,1,1,0,1,0,1,0,1,0,l2_l5_replenishment,real_anchor
2026-07-17,,1784260040450.0,-1477.0290964777955,-1,-0.3200054772011502,-0.2937216449582907,-0.27666642936807384,0.0,0.3242070271018976,3.592921943771589,827,1,1,1,1,0,1,0,1,0,1,0,l2_l5_replenishment,real_anchor
2026-07-17,,1784260147450.0,3700.418822370044,1,-0.09467103304554927,-0.014765536264806102,-0.2966578364843779,0.0,0.0,1.7983994245125932,864,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,real_anchor
2026-07-17,,1784260255450.0,6088.2660274141,1,0.29697281536746417,0.280604622550312,0.44653727136693155,0.3586445708632204,0.0,0.7641462575947459,912,1,1,1,1,1,1,1,1,0,1,0,breakout_confirmation,real_anchor
2026-07-17,,1784260354450.0,-6.148927012236127,-1,-0.4184494006979214,-0.5540492957746479,-0.21852127947953373,0.0,0.06232377248420029,3.6916261613235037,787,1,1,1,1,0,1,1,1,0,1,0,l2_l5_replenishment,real_anchor
2026-07-17,,1784260453700.0,3658.566594893877,1,-0.011409323046832554,0.06317926669055297,-0.2218962075848303,0.032432432432432434,0.06462984723854288,4.5038958699274865,698,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,real_anchor
2026-07-17,,1784260578950.0,6.147037128103605,1,-0.5229513315787125,-0.51925415484394,-0.5807569975977562,0.11943877385697159,0.0,1.8431480969493104,659,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,real_anchor
2026-07-17,,1784260715700.0,-3.076165866863212,-1,-0.16023625067116667,-0.14946021591363454,-0.244363889747936,0.0,0.0,1.2304663467456962,631,1,0,1,1,0,0,1,1,1,1,0,impulse_threshold,real_anchor
2026-07-17,,1784260854259.0,-2.7173913043476716,-1,-0.6577310744156123,-0.5855761693232296,-0.7805921958301003,0.0,0.3065702936771505,0.9060022650048385,539,1,0,1,1,0,1,0,1,0,1,0,impulse_threshold,real_anchor
2026-07-17,,1784260994939.0,3552.7125107639336,1,-0.13298565840938723,-0.04148629148629149,-0.29377153135575135,0.06554453238212017,0.8295619217478541,1.8155410312277187,39,1,1,0,0,0,0,0,1,0,1,0,top5_alignment,real_anchor
