trade_date,symbol,signal_ts_ms,impulse_bps,side,top5_imbalance,l2_l5_imbalance,level_weighted_imbalance,l2_l5_replenishment_pressure,depth_withdrawal_pressure,spread_bps,future_ticks,pass_window_ok,pass_impulse_threshold,pass_top5_alignment,pass_level_weighted_alignment,pass_l2_l5_replenishment,pass_l2_l5_imbalance_alignment,pass_withdrawal_limit,pass_spread_limit,pass_breakout_confirmation,pass_future_window,passes_all_filters,first_failure_stage,panel
2026-01-01,AXISBANK,1784020575.0,-0.006076220104844765,-1,0.016721409375933114,0.016582064297800337,0.016983069246715617,0.0,0.0,1.519064256418392,19899,1,0,0,0,0,0,1,1,0,1,0,impulse_threshold,synthetic
2026-01-01,AXISBANK,1784021008.0,13.552249416683981,1,0.02672040603075086,0.026899001860937237,0.026364658802605096,0.03543469303667079,0.0,1.5169902912624809,19398,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784021175.0,-0.04253354073502358,-1,0.016721409375933114,0.016582064297800337,0.016983069246715617,0.016481252575195716,0.0,1.519064256418392,18897,1,0,0,0,0,0,1,1,0,1,0,impulse_threshold,synthetic
2026-01-01,AXISBANK,1784021341.0,42.510754909586,1,0.03416017009213324,0.034216867469879515,0.03406310926769897,0.03543469303667079,0.0,1.5126304643778967,18399,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784021495.0,-0.05924314602223646,-1,0.016721409375933114,0.016582064297800337,0.016983069246715617,0.0,0.0017028522775649213,1.519064256418392,17895,1,0,0,0,0,0,1,1,0,1,0,impulse_threshold,synthetic
2026-01-01,AXISBANK,1784021595.0,-0.053166925917391694,-1,0.016721409375933114,0.016582064297800337,0.016983069246715617,0.0,0.0017028522775649213,1.519064256418392,17395,1,0,0,0,0,0,1,1,0,1,0,impulse_threshold,synthetic
2026-01-01,AXISBANK,1784021695.0,-0.04709070581365715,-1,0.016721409375933114,0.016582064297800337,0.016983069246715617,0.0,0.0017028522775649213,1.519064256418392,16895,1,0,0,0,0,0,1,1,0,1,0,impulse_threshold,synthetic
2026-01-01,AXISBANK,1784021795.0,-0.04025495819570679,-1,0.016721409375933114,0.016582064297800337,0.016983069246715617,0.0,0.0017028522775649213,1.519064256418392,16395,1,0,0,0,0,0,1,1,0,1,0,impulse_threshold,synthetic
2026-01-01,AXISBANK,1784021895.0,-0.034178738090862026,-1,0.016721409375933114,0.016582064297800337,0.016983069246715617,0.0,0.0017028522775649213,1.519064256418392,15895,1,0,0,0,0,0,1,1,0,1,0,impulse_threshold,synthetic
2026-01-01,AXISBANK,1784021989.0,42.47429758895693,1,0.03416017009213324,0.034216867469879515,0.03406310926769897,0.0,0.010244152296397474,1.5126304643778967,15395,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022060.0,86.46992878670102,1,0.01680672268907563,0.017006802721088437,0.01649258195347376,0.0,0.010244152296397474,1.5060240963841725,14898,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022132.0,13.60085917752274,1,0.02672040603075086,0.026899001860937237,0.026364658802605096,0.0,0.010244152296397474,1.5169902912624809,14394,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022203.0,98.69376458292889,1,0.026160592771813096,0.02622107969151671,0.02611794474362297,0.0,0.010244152296397474,1.5042117930207994,13897,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022275.0,-0.011392912695473711,-1,0.016721409375933114,0.016582064297800337,0.016983069246715617,0.0,0.00785385009390473,1.519064256418392,13393,1,0,0,0,0,0,1,1,0,1,0,impulse_threshold,synthetic
2026-01-01,AXISBANK,1784022346.0,88.03683404627671,1,0.0395799676898223,0.03967043027158987,0.03934992717344515,0.0,0.010244152296397474,1.5057973196811136,12896,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022417.0,77.44446334823962,1,0.01945880206749772,0.019297036526533425,0.019842326745858355,0.0,0.010244152296397474,1.5073861923428207,12399,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022494.0,88.04291026638155,1,0.0395799676898223,0.03967043027158987,0.03934992717344515,0.0,0.010244152296397474,1.5057973196811136,11896,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022577.0,86.54891964806399,1,0.01680672268907563,0.017006802721088437,0.01649258195347376,0.0,0.010244152296397474,1.5060240963841725,11398,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022661.0,13.653266575928136,1,0.02672040603075086,0.026899001860937237,0.026364658802605096,0.0,0.010244152296397474,1.5169902912624809,10894,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022744.0,88.02771971611945,1,0.0395799676898223,0.03967043027158987,0.03934992717344515,0.0,0.010244152296397474,1.5057973196811136,10396,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022827.0,86.53372909780188,1,0.01680672268907563,0.017006802721088437,0.01649258195347376,0.0,0.010244152296397474,1.5060240963841725,9898,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022911.0,13.668457126190248,1,0.02672040603075086,0.026899001860937237,0.026364658802605096,0.0,0.010244152296397474,1.5169902912624809,9394,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784022999.0,80.50839733618531,1,0.02281545863728077,0.022691292875989446,0.022993038181224806,0.0,0.017843355923479454,1.5069318866790649,8898,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784023083.0,88.08240569706305,1,0.0395799676898223,0.03967043027158987,0.03934992717344515,0.0,0.017843355923479454,1.5057973196811136,8394,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784023166.0,86.51322185494914,1,0.01680672268907563,0.017006802721088437,0.01649258195347376,0.0,0.017843355923479454,1.5060240963841725,7896,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784023249.0,80.4932067859232,1,0.02281545863728077,0.022691292875989446,0.022993038181224806,0.0,0.017843355923479454,1.5069318866790649,7398,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784023333.0,88.09759624732737,1,0.0395799676898223,0.03967043027158987,0.03934992717344515,0.0,0.017843355923479454,1.5057973196811136,6894,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784023416.0,86.49803130468703,1,0.01680672268907563,0.017006802721088437,0.01649258195347376,0.0,0.017843355923479454,1.5060240963841725,6396,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784023505.0,86.55803397822348,1,0.01680672268907563,0.017006802721088437,0.01649258195347376,0.0,0.024759761059648517,1.5060240963841725,5894,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
2026-01-01,AXISBANK,1784023588.0,80.42560883725346,1,0.02281545863728077,0.022691292875989446,0.022993038181224806,0.0,0.024759761059648517,1.5069318866790649,5396,1,1,0,0,0,0,1,1,0,1,0,top5_alignment,synthetic
