trade_month,symbol,source_rows,dense_rows,multiplier,file_path,bytes
2026-01,ADANIPORTS,8221,526144,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,11179445
2026-01,AXISBANK,8225,526400,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=AXISBANK\part-00000.parquet,11096622
2026-01,BAJAJ-AUTO,8221,526144,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=BAJAJ-AUTO\part-00000.parquet,11277332
2026-01,BANKBEES,8216,525824,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,11087741
2026-01,BHARTIARTL,8229,526656,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=BHARTIARTL\part-00000.parquet,11168816
2026-01,BPCL,8228,526592,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=BPCL\part-00000.parquet,11394127
2026-01,BRITANNIA,8228,526592,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=BRITANNIA\part-00000.parquet,11269518
2026-01,CIPLA,8216,525824,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,11042039
2026-01,DRREDDY,8218,525952,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,11104318
2026-01,GOLDBEES,8222,526208,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,11213008
2026-01,HCLTECH,8218,525952,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,11229206
2026-01,HDFCBANK,8220,526080,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,11278095
2026-01,HINDUNILVR,8207,525248,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=HINDUNILVR\part-00000.parquet,11098010
2026-01,ICICIBANK,8219,526016,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=ICICIBANK\part-00000.parquet,11088317
2026-01,INFY,8225,526400,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=INFY\part-00000.parquet,11196406
2026-01,ITBEES,8225,526400,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=ITBEES\part-00000.parquet,11332171
2026-01,ITC,8227,526528,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=ITC\part-00000.parquet,11215094
2026-01,JUNIORBEES,8209,525376,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=JUNIORBEES\part-00000.parquet,11291758
2026-01,KOTAKBANK,8218,525952,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=KOTAKBANK\part-00000.parquet,10826846
2026-01,LT,8218,525952,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=LT\part-00000.parquet,11180979
2026-01,M&M,8227,526528,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=M&M\part-00000.parquet,11127098
2026-01,MARUTI,8229,526656,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=MARUTI\part-00000.parquet,11037305
2026-01,NESTLEIND,8216,525824,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=NESTLEIND\part-00000.parquet,11268325
2026-01,NIFTYBEES,8231,526784,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=NIFTYBEES\part-00000.parquet,11044395
2026-01,ONGC,8219,526016,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=ONGC\part-00000.parquet,11150101
2026-01,RELIANCE,8214,525696,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=RELIANCE\part-00000.parquet,11252173
2026-01,SBIN,8215,525760,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=SBIN\part-00000.parquet,10947808
2026-01,SUNPHARMA,8220,526080,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=SUNPHARMA\part-00000.parquet,11210454
2026-01,TCS,8228,526592,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=TCS\part-00000.parquet,11127884
2026-01,TECHM,8217,525888,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=TECHM\part-00000.parquet,11335577
2026-01,ULTRACEMCO,8237,527168,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=ULTRACEMCO\part-00000.parquet,11193974
2026-01,WIPRO,8239,527296,64,raw_synthetic_l2_phase159_distributional_cadence_smoke\profile=P156_FULL_PARTITION_SYMBOL_TAIL_CADENCE\trade_month=2026-01\symbol=WIPRO\part-00000.parquet,11350897
