trade_date,exchange,symbol,feed_profile,annual_event_id,mid_price,spread,l1_imbalance,l5_imbalance,microprice_dev,momentum_3_event
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,1,1818.7,0.40000000000009095,0.2364066193853428,0.23164627363737486,2.5997318896637272e-05,0.0
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,2,1826.4,0.3999999999998636,0.22401847575057737,0.22727890232305392,2.4531151527716684e-05,0.004233793368889849
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,3,1828.2,0.40000000000009095,0.2210796915167095,0.2197187358233782,2.4185503940102748e-05,0.005219338703975174
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,4,1826.0,0.40000000000009095,0.22193877551020408,0.21596878283055682,2.4308737733957797e-05,0.004015969269558828
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,5,1825.6,0.3999999999998636,0.21671018276762402,0.21578866533558594,2.3741255780806456e-05,-0.00043688214971437933
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,6,1824.6,0.3999999999998636,0.20466321243523317,0.20774272214601433,2.2433762187426217e-05,-0.001970192603116927
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,7,1827.9,0.3999999999998636,0.22193877551020408,0.22058823529411764,2.4283470157969358e-05,0.0010417924182775096
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,8,1836.6,0.3999999999998636,0.2431818181818182,0.2377005347593583,2.6481739974100562e-05,0.006020410619653749
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,9,1812.4,0.3999999999998636,0.21727748691099477,0.21577083012474974,2.397676968780801e-05,-0.006608346095852258
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,10,1835.3,0.40000000000009095,0.2051948051948052,0.20763941940412528,2.236090069145162e-05,0.004218218189162459
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,11,1834.2,0.40000000000009095,0.206266318537859,0.207002457002457,2.249114802509598e-05,-0.0011406990151731078
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,12,1830.8,0.40000000000009095,0.2119700748129676,0.20862676056338028,2.315600555103665e-05,0.01018215364407804
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,13,1833.6,0.3999999999998636,0.2222222222222222,0.22073677956030896,2.4238898584467615e-05,-0.0009236401671763872
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,14,1841.7,0.40000000000009095,0.22477064220183487,0.226389638424177,2.440903971352279e-05,0.004093256153182123
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,15,1845.9,0.3999999999998636,0.229064039408867,0.22544190089829036,2.481868350490417e-05,0.00822742703813062
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,16,1850.1,0.3999999999998636,0.229064039408867,0.22479721900347624,2.4762341431113245e-05,0.008973353832909758
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,17,1852.7,0.40000000000009095,0.2233502538071066,0.2208955223880597,2.4110784671774626e-05,0.005961144007545771
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,18,1850.4,0.3999999999998636,0.22946859903381642,0.2263748756572403,2.4802053505512115e-05,0.0024392108727617767
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,19,1845.2,0.40000000000009095,0.19489559164733178,0.1956877729257642,2.1124603473611207e-05,-0.0026463051820639905
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,20,1847.7,0.40000000000009095,0.21012658227848102,0.20893521965748324,2.274466442383498e-05,-0.0026967679425973223
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,21,1849.0,0.40000000000009095,0.2051948051948052,0.21038961038961038,2.2195219599254278e-05,-0.0007517590976129362
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,22,1851.0,0.40000000000009095,0.2230769230769231,0.22021116138763197,2.4103395254216058e-05,0.0031401098669738836
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,23,1854.6,0.3999999999998636,0.21144278606965175,0.21615688570174155,2.2801982753074066e-05,0.0037301378373950644
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,24,1855.8,0.40000000000009095,0.20572916666666666,0.2104134762633997,2.2171480403762806e-05,0.003673600209765482
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,25,1858.1,0.3999999999998636,0.22193877551020408,0.22058823529411764,2.3888786987772224e-05,0.003831292133892994
2026-01-01,NSE,ADANIPORTS,disconnect_scenario,26,1861.0,0.40000000000009095,0.2222222222222222,0.2212152726192245,2.3882022807472964e-05,0.0034471315655566492
