raw_label_candidate_id,thesis_id,feature_column,direction_multiplier,threshold_quantile,threshold_value,forward_horizon_events,signals,baseline_any_edge_rate,directional_precision,precision_lift_vs_baseline,mean_net_edge_return,candidate_for_raw_replay
raw_momentum_fade_q98_1e,raw_momentum_fade,momentum_3_event,-1,0.98,0.013006646304000391,1,54569,0.5910385493838215,0.5178031483076472,0.8760903139862454,0.00273093990037245,False
raw_momentum_fade_q98_3e,raw_momentum_fade,momentum_3_event,-1,0.98,0.013006646304000391,3,51179,0.7270301631920624,0.5199007405381113,0.7151020230790165,0.0021598456710747588,False
raw_momentum_fade_q98_6e,raw_momentum_fade,momentum_3_event,-1,0.98,0.013006646304000391,6,47374,0.8003184632342014,0.5253725672309706,0.6564543883042069,0.0021577915964116194,False
raw_momentum_fade_q95_1e,raw_momentum_fade,momentum_3_event,-1,0.95,0.009105063703416343,1,139513,0.5910385493838215,0.47228573681305686,0.7990777205741172,0.0011405020778853061,False
raw_momentum_fade_q95_3e,raw_momentum_fade,momentum_3_event,-1,0.95,0.009105063703416343,3,132410,0.7270301631920624,0.4818291669813458,0.6627361440766786,0.0006360697398653506,False
raw_momentum_fade_q95_6e,raw_momentum_fade,momentum_3_event,-1,0.95,0.009105063703416343,6,123405,0.8003184632342014,0.4934970220007293,0.6166258116880589,0.0004565265310887698,False
raw_momentum_fade_q90_1e,raw_momentum_fade,momentum_3_event,-1,0.9,0.006725309414563618,1,282869,0.5910385493838215,0.43942955926594995,0.7434871375548529,0.00037020690399975747,False
raw_momentum_fade_q90_3e,raw_momentum_fade,momentum_3_event,-1,0.9,0.006725309414563618,3,270563,0.7270301631920624,0.46052860147174596,0.6334380948512123,2.4056139613419358e-05,False
raw_momentum_fade_q90_6e,raw_momentum_fade,momentum_3_event,-1,0.9,0.006725309414563618,6,254234,0.8003184632342014,0.47103455871362604,0.5885589054263574,-0.000244506352721135,False
raw_microprice_fade_q98_6e,raw_microprice_fade,microprice_dev,-1,0.98,0.0001440575377980838,6,53768,0.8003184632342014,0.43936914149680106,0.5489928843091381,-0.0005020794402348558,False
raw_microprice_fade_q95_6e,raw_microprice_fade,microprice_dev,-1,0.95,0.00011659881263549122,6,134652,0.8003184632342014,0.41756527938686394,0.5217489019301428,-0.0005077967934520071,False
raw_microprice_fade_q90_6e,raw_microprice_fade,microprice_dev,-1,0.9,9.018700469080603e-05,6,270550,0.8003184632342014,0.3988209203474404,0.4983277765900189,-0.0007726565450606918,False
raw_microprice_fade_q95_3e,raw_microprice_fade,microprice_dev,-1,0.95,0.00011659881263549122,3,140729,0.7270301631920624,0.37613427225376433,0.5173571762171847,-0.0008305578694590267,False
raw_microprice_fade_q98_3e,raw_microprice_fade,microprice_dev,-1,0.98,0.0001440575377980838,3,56146,0.7270301631920624,0.39928044740497987,0.5491937853746247,-0.0008588465741590376,False
raw_l5_imbalance_fade_q98_6e,raw_l5_imbalance_fade,l5_imbalance,-1,0.98,0.7397117813103551,6,54880,0.8003184632342014,0.3738155976676385,0.4670835609077369,-0.0009121867522659586,False
raw_l1_imbalance_fade_q98_6e,raw_l1_imbalance_fade,l1_imbalance,-1,0.98,0.7396907216494846,6,56527,0.8003184632342014,0.3769349160578131,0.47098115734399676,-0.0009124429298860778,False
raw_microprice_fade_q90_3e,raw_microprice_fade,microprice_dev,-1,0.9,9.018700469080603e-05,3,282296,0.7270301631920624,0.35769546858616486,0.4919953623597747,-0.0009438289506603138,False
raw_l1_imbalance_fade_q98_3e,raw_l1_imbalance_fade,l1_imbalance,-1,0.98,0.7396907216494846,3,58833,0.7270301631920624,0.3280301871398705,0.4511919914018938,-0.0009652862461358377,False
raw_l5_imbalance_fade_q98_3e,raw_l5_imbalance_fade,l5_imbalance,-1,0.98,0.7397117813103551,3,57164,0.7270301631920624,0.32488979077741237,0.44687250574442117,-0.00096766643868555,False
raw_l5_imbalance_fade_q98_1e,raw_l5_imbalance_fade,l5_imbalance,-1,0.98,0.7397117813103551,1,58662,0.5910385493838215,0.24627527189662815,0.416682248820113,-0.0009681384903063001,False
raw_l1_imbalance_fade_q98_1e,raw_l1_imbalance_fade,l1_imbalance,-1,0.98,0.7396907216494846,1,60352,0.5910385493838215,0.2509941675503712,0.4246663230546323,-0.0009756211957372013,False
raw_l1_imbalance_fade_q95_6e,raw_l1_imbalance_fade,l1_imbalance,-1,0.95,0.6970684039087948,6,135815,0.8003184632342014,0.37550344218238046,0.46919252701595476,-0.0009990306270366177,False
raw_l5_imbalance_fade_q95_6e,raw_l5_imbalance_fade,l5_imbalance,-1,0.95,0.6970873786407767,6,135969,0.8003184632342014,0.3759754061587568,0.46978224723116646,-0.0010049473086152258,False
raw_l5_imbalance_fade_q90_1e,raw_l5_imbalance_fade,l5_imbalance,-1,0.9,0.5779984721161192,1,290376,0.5910385493838215,0.2646258643965066,0.44773029554906085,-0.001011516390102983,False
raw_l1_imbalance_fade_q90_1e,raw_l1_imbalance_fade,l1_imbalance,-1,0.9,0.5783410138248848,1,290377,0.5910385493838215,0.26458018369223457,0.44765300667455404,-0.00101162812044107,False
raw_l1_imbalance_fade_q90_6e,raw_l1_imbalance_fade,l1_imbalance,-1,0.9,0.5783410138248848,6,270758,0.8003184632342014,0.38426196086542225,0.48013631887556946,-0.0010129069552825296,False
raw_l5_imbalance_fade_q90_6e,raw_l5_imbalance_fade,l5_imbalance,-1,0.9,0.5779984721161192,6,270778,0.8003184632342014,0.38427789554542835,0.4801562292996545,-0.0010143780172163944,False
raw_l5_imbalance_fade_q90_3e,raw_l5_imbalance_fade,l5_imbalance,-1,0.9,0.5779984721161192,3,282799,0.7270301631920624,0.34094887181354955,0.4689611092840996,-0.001015480493282602,False
raw_l1_imbalance_fade_q90_3e,raw_l1_imbalance_fade,l1_imbalance,-1,0.9,0.5783410138248848,3,282779,0.7270301631920624,0.3409022593615509,0.46889699577910554,-0.0010156949400595586,False
raw_l1_imbalance_fade_q95_3e,raw_l1_imbalance_fade,l1_imbalance,-1,0.95,0.6970684039087948,3,141737,0.7270301631920624,0.32907427136174744,0.4526280861813633,-0.001022061410453173,False
raw_l1_imbalance_fade_q95_1e,raw_l1_imbalance_fade,l1_imbalance,-1,0.95,0.6970684039087948,1,145476,0.5910385493838215,0.2516772526052407,0.42582205994452155,-0.0010249481508024657,False
raw_l5_imbalance_fade_q95_3e,raw_l5_imbalance_fade,l5_imbalance,-1,0.95,0.6970873786407767,3,141866,0.7270301631920624,0.3286199653193859,0.45200320695989216,-0.0010288752720376418,False
raw_microprice_fade_q95_1e,raw_microprice_fade,microprice_dev,-1,0.95,0.00011659881263549122,1,144577,0.5910385493838215,0.3022541621419728,0.5113950053800779,-0.0010314403764251014,False
raw_l5_imbalance_fade_q95_1e,raw_l5_imbalance_fade,l5_imbalance,-1,0.95,0.6970873786407767,1,145604,0.5910385493838215,0.25077607758028625,0.4242973285612743,-0.0010329617337921154,False
raw_microprice_fade_q90_1e,raw_microprice_fade,microprice_dev,-1,0.9,9.018700469080603e-05,1,289738,0.5910385493838215,0.28533019486570627,0.4827607186759189,-0.0010459876766771995,False
raw_l5_imbalance_follow_q90_3e,raw_l5_imbalance_follow,l5_imbalance,1,0.9,0.5779984721161192,3,282799,0.7270301631920624,0.339545047896209,0.4670302073925233,-0.001054355865842807,False
raw_l1_imbalance_follow_q90_3e,raw_l1_imbalance_follow,l1_imbalance,1,0.9,0.5783410138248848,3,282779,0.7270301631920624,0.339710515985982,0.4672578019245666,-0.0010546534236241802,False
raw_l5_imbalance_follow_q90_6e,raw_l5_imbalance_follow,l5_imbalance,1,0.9,0.5779984721161192,6,270778,0.8003184632342014,0.37988315151157037,0.47466498520652417,-0.0010555037956604437,False
raw_l1_imbalance_follow_q90_6e,raw_l1_imbalance_follow,l1_imbalance,1,0.9,0.5783410138248848,6,270758,0.8003184632342014,0.3798262655212404,0.4745939060137487,-0.0010574612925256931,False
raw_l5_imbalance_follow_q90_1e,raw_l5_imbalance_follow,l5_imbalance,1,0.9,0.5779984721161192,1,290376,0.5910385493838215,0.2617778328787503,0.4429116055994366,-0.0010582766048791341,False
raw_l1_imbalance_follow_q90_1e,raw_l1_imbalance_follow,l1_imbalance,1,0.9,0.5783410138248848,1,290377,0.5910385493838215,0.2616529546072864,0.44270031942936516,-0.0010586801349342025,False
raw_microprice_fade_q98_1e,raw_microprice_fade,microprice_dev,-1,0.98,0.0001440575377980838,1,57657,0.5910385493838215,0.3332292696463569,0.5638029363630513,-0.001078558600304264,False
raw_l5_imbalance_follow_q95_1e,raw_l5_imbalance_follow,l5_imbalance,1,0.95,0.6970873786407767,1,145604,0.5910385493838215,0.24482843877915442,0.4142342983116697,-0.0011014472567031173,False
raw_l5_imbalance_follow_q95_3e,raw_l5_imbalance_follow,l5_imbalance,1,0.95,0.6970873786407767,3,141866,0.7270301631920624,0.32949402957720664,0.4532054462920033,-0.0011054421654202544,False
