label,model_id,train_rows,holdout_rows,train_positive_rate,holdout_positive_rate,holdout_brier,holdout_log_loss,holdout_accuracy,holdout_auc,strategy_replay_allowed,feature,direction,threshold,train_prediction_rate
opportunity_abstention_label,threshold_mean_l1_depth_le_783.05498,192,192,0.53125,0.5364583333333334,0.16927083333333334,0.5222815715944518,0.7864583333333334,0.7834078760772335,0,mean_l1_depth,le,783.054976,0.25
opportunity_abstention_label,threshold_mean_l5_depth_le_6655.8146,192,192,0.53125,0.5364583333333334,0.16927083333333334,0.5222815715944518,0.7864583333333334,0.7834078760772335,0,mean_l5_depth,le,6655.814576,0.25
opportunity_abstention_label,threshold_one_tick_return_std_le_4.854937e-05,192,192,0.53125,0.5364583333333334,0.17447916666666666,0.5337254496014107,0.7760416666666666,0.7859168757499727,0,one_tick_return_std,le,4.854937007993794e-05,0.25
opportunity_abstention_label,threshold_mean_l1_depth_le_790.99238,192,192,0.53125,0.5364583333333334,0.19010416666666666,0.5680570836222899,0.7447916666666666,0.7300643612959529,0,mean_l1_depth,le,790.992384,0.5
opportunity_abstention_label,threshold_mean_l5_depth_le_6723.3559,192,192,0.53125,0.5364583333333334,0.19010416666666666,0.5680570836222899,0.7447916666666666,0.7300643612959529,0,mean_l5_depth,le,6723.355936,0.5
opportunity_abstention_label,threshold_one_tick_return_std_le_6.6043103e-05,192,192,0.53125,0.5364583333333334,0.23177083333333334,0.659608107677966,0.6614583333333334,0.6462855896149231,0,one_tick_return_std,le,6.604310270995869e-05,0.5
opportunity_abstention_label,train_prior_probability,192,192,0.53125,0.5364583333333334,0.24869791666666666,0.6905408906336498,0.5364583333333334,0.5,0,,,,0.53125
opportunity_abstention_label,threshold_median_spread_bps_ge_2.2255695,192,192,0.53125,0.5364583333333334,0.2552083333333333,0.7111055587092837,0.6145833333333334,0.622450092723901,0,median_spread_bps,ge,2.2255694921121822,0.5
opportunity_abstention_label,threshold_p90_spread_bps_ge_2.2471652,192,192,0.53125,0.5364583333333334,0.2578125,0.7168274977127634,0.609375,0.6175957237918621,0,p90_spread_bps,ge,2.247165167151419,0.5
opportunity_abstention_label,threshold_median_spread_bps_ge_3.0885691,192,192,0.53125,0.5364583333333334,0.265625,0.7339933147232026,0.59375,0.6213592233009708,0,median_spread_bps,ge,3.0885690704632207,0.25
opportunity_abstention_label,threshold_mean_l1_depth_le_797.22646,192,192,0.53125,0.5364583333333334,0.2682291666666667,0.7397152537266828,0.5885416666666666,0.55694338387695,0,mean_l1_depth,le,797.226464,0.75
opportunity_abstention_label,threshold_mean_l5_depth_le_6776.4785,192,192,0.53125,0.5364583333333334,0.2682291666666667,0.7397152537266828,0.5885416666666666,0.55694338387695,0,mean_l5_depth,le,6776.478512,0.75
opportunity_abstention_label,threshold_p90_spread_bps_ge_3.1109058,192,192,0.53125,0.5364583333333334,0.2708333333333333,0.7454371927301621,0.5833333333333334,0.6116504854368932,0,p90_spread_bps,ge,3.1109057516157543,0.25
opportunity_abstention_label,threshold_feed_imperfection_rate_le_0.023808,192,192,0.53125,0.5364583333333334,0.2760416666666667,0.7568810707371222,0.5729166666666666,0.5477255372531908,0,feed_imperfection_rate,le,0.023808,0.8177083333333334
opportunity_abstention_label,threshold_feed_imperfection_rate_le_0.015872,192,192,0.53125,0.5364583333333334,0.2786458333333333,0.7626030097406017,0.5677083333333334,0.5527980800698157,0,feed_imperfection_rate,le,0.015872,0.6614583333333334
opportunity_abstention_label,threshold_median_spread_bps_ge_1.5946701,192,192,0.53125,0.5364583333333334,0.28125,0.7683249487440814,0.5625,0.5479437111377768,0,median_spread_bps,ge,1.5946701234943912,0.75
opportunity_abstention_label,threshold_p90_spread_bps_ge_1.6122126,192,192,0.53125,0.5364583333333334,0.2838541666666667,0.7740468877475611,0.5572916666666666,0.543089342205738,0,p90_spread_bps,ge,1.612212619487047,0.75
opportunity_abstention_label,threshold_passive_min_adverse_rate_ge_0,192,192,0.53125,0.5364583333333334,0.2942708333333333,0.7969346437614808,0.5364583333333334,0.5,0,passive_min_adverse_rate,ge,0.0,1.0
opportunity_abstention_label,threshold_feed_imperfection_rate_le_0.007936,192,192,0.53125,0.5364583333333334,0.296875,0.8026565827649595,0.53125,0.5356168866586669,0,feed_imperfection_rate,le,0.007936,0.390625
opportunity_abstention_label,threshold_one_tick_return_std_le_9.3644324e-05,192,192,0.53125,0.5364583333333334,0.296875,0.8026565827649605,0.53125,0.4982000654521654,0,one_tick_return_std,le,9.364432392787872e-05,0.75
opportunity_abstention_label,threshold_passive_min_adverse_rate_le_0.99170003,192,192,0.53125,0.5364583333333334,0.2994791666666667,0.8083785217684398,0.5260416666666666,0.5078542598450966,0,passive_min_adverse_rate,le,0.9917000333667001,0.75
opportunity_abstention_label,threshold_feed_imperfection_rate_ge_0.007936,192,192,0.53125,0.5364583333333334,0.3098958333333333,0.8312662777823592,0.5052083333333334,0.4769826551761754,0,feed_imperfection_rate,ge,0.007936,0.8645833333333334
opportunity_abstention_label,threshold_passive_min_adverse_rate_ge_0.99170003,192,192,0.53125,0.5364583333333334,0.3255208333333333,0.8655979118032366,0.4739583333333333,0.4921457401549035,0,passive_min_adverse_rate,ge,0.9917000333667001,0.25
opportunity_abstention_label,threshold_passive_min_adverse_rate_le_0,192,192,0.53125,0.5364583333333334,0.3255208333333333,0.8655979118032372,0.4739583333333333,0.4669466564852187,0,passive_min_adverse_rate,le,0.0,0.59375
opportunity_abstention_label,threshold_one_tick_return_std_ge_9.3644324e-05,192,192,0.53125,0.5364583333333334,0.328125,0.8713198508067163,0.46875,0.5017999345478347,0,one_tick_return_std,ge,9.364432392787872e-05,0.25
opportunity_abstention_label,threshold_feed_imperfection_rate_ge_0.015872,192,192,0.53125,0.5364583333333334,0.328125,0.8713198508067168,0.46875,0.46438311334133303,0,feed_imperfection_rate,ge,0.015872,0.609375
opportunity_abstention_label,threshold_p90_spread_bps_le_1.6122126,192,192,0.53125,0.5364583333333334,0.3411458333333333,0.8999295458241153,0.4427083333333333,0.45691065779426204,0,p90_spread_bps,le,1.612212619487047,0.25
opportunity_abstention_label,threshold_median_spread_bps_le_1.5946701,192,192,0.53125,0.5364583333333334,0.34375,0.905651484827595,0.4375,0.4520562888622232,0,median_spread_bps,le,1.5946701234943912,0.25
opportunity_abstention_label,threshold_feed_imperfection_rate_ge_0.023808,192,192,0.53125,0.5364583333333334,0.3463541666666667,0.9113734238310748,0.4322916666666667,0.4472019199301844,0,feed_imperfection_rate,ge,0.023808,0.3385416666666667
opportunity_abstention_label,threshold_p90_spread_bps_le_3.1109058,192,192,0.53125,0.5364583333333334,0.3541666666666667,0.9285392408415148,0.4166666666666667,0.3883495145631068,0,p90_spread_bps,le,3.1109057516157543,0.75
opportunity_abstention_label,threshold_mean_l1_depth_ge_797.22646,192,192,0.53125,0.5364583333333334,0.3567708333333333,0.9342611798449937,0.4114583333333333,0.4430566161230501,0,mean_l1_depth,ge,797.226464,0.25
