trade_month,trade_date,symbol,bucket_start_utc_ms,dense_rows,first_callback_received_utc_ms,last_callback_received_utc_ms,open_mid_price,close_mid_price,avg_spread_bps,avg_l1_imbalance,avg_l5_imbalance,avg_l5_depth,avg_microprice_dev,duplicate_fraction,disconnect_fraction,out_of_order_fraction,sector,is_etf,bucket_return,bucket_ms,market_symbol_count,market_l1_pressure_sum,market_l5_pressure_sum,market_microprice_sum,market_return_sum,market_dense_rows,etf_symbol_count,etf_l5_pressure_mean,etf_return_mean,sector_symbol_count,sector_l1_pressure_sum,sector_l5_pressure_sum,sector_return_sum,sector_dense_rows,x_market_l1_ex_target,x_market_l5_ex_target,x_market_microprice_ex_target,x_market_return_ex_target,x_sector_l1_ex_target,x_sector_l5_ex_target,x_sector_return_ex_target,x_market_l5_ex_target_lag1_bucket,x_market_l5_ex_target_lag2_bucket,x_market_return_ex_target_lag1_bucket,x_market_return_ex_target_lag2_bucket,x_sector_l5_ex_target_lag1_bucket,x_sector_l5_ex_target_lag2_bucket,x_sector_return_ex_target_lag1_bucket,x_sector_return_ex_target_lag2_bucket,etf_l5_pressure_mean_lag1_bucket,etf_l5_pressure_mean_lag2_bucket,etf_return_mean_lag1_bucket,etf_return_mean_lag2_bucket,target_next_bucket_return,cross_symbol_cache_role
2026-01,2026-01-01,ADANIPORTS,1784020000.0,4,1784021500,1784024500,1818.7,1818.7,2.1993731786445863,0.2364066193853428,0.23164627363737486,7192.0,2.5997318896637272e-05,0.0,0.0,0.0,infrastructure,False,0.0,5000,32,0.11102220151741504,1.160973295852135,4.082069529733829e-05,0.0,196.0,5.0,0.15408358385494186,0.0,2,-0.1921648091860857,0.11399921481384545,0.0,13.0,-0.004044658640900895,0.02997829103918581,4.78173432280678e-07,0.0,-0.4285714285714285,-0.11764705882352941,0.0,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
2026-01,2026-01-01,AXISBANK,1784020000.0,9,1784020501,1784024509,1316.6,1316.6,1.5190642564183923,0.3502538071065989,0.05583756345177666,6698.0,2.660290195256664e-05,0.0,0.0,0.0,private_bank,False,0.0,5000,32,0.11102220151741504,1.160973295852135,4.082069529733829e-05,0.0,196.0,5.0,0.15408358385494186,0.0,4,-1.190740714181758,-1.0973291215821526,0.0,37.0,-0.0077171485673930285,0.03564953975485027,4.586384949926339e-07,0.0,-0.5136648404294523,-0.38438889501130974,0.0,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
2026-01,2026-01-01,BAJAJ-AUTO,1784020000.0,4,1784021000,1784024000,10259.5,10259.5,2.924119109118378,0.46153846153846156,0.11926605504587157,436.0,6.747967174896748e-05,0.0,0.0,0.0,auto,False,0.0,5000,32,0.11102220151741504,1.160973295852135,4.082069529733829e-05,0.0,196.0,5.0,0.15408358385494186,0.0,3,-0.2839160839160838,-0.2626309362850821,0.0,20.0,-0.011306976129711177,0.03360345938084721,-8.599669823106191e-07,0.0,-0.3727272727272727,-0.19094849566547684,0.0,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
2026-01,2026-01-01,BANKBEES,1784020000.0,5,1784020999,1784024995,598.99,598.99,3.505901601029005,0.3231552162849873,0.32335329341317365,6680.0,5.664751950776356e-05,0.0,0.0,0.0,bank_etf,True,0.0,5000,32,0.11102220151741504,1.160973295852135,4.082069529733829e-05,0.0,196.0,5.0,0.15408358385494186,0.0,1,0.3231552162849873,0.32335329341317365,0.0,5.0,-0.006843000476373298,0.027020000078676176,-5.105427164653312e-07,0.0,,,,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
2026-01,2026-01-01,BHARTIARTL,1784020000.0,6,1784020749,1784024494,1901.5,1901.5,1.5777018143580432,0.3496143958868894,0.1091954022988506,6612.0,2.757936333588762e-05,0.0,0.0,0.0,telecom,False,0.0,5000,32,0.11102220151741504,1.160973295852135,4.082069529733829e-05,0.0,196.0,5.0,0.15408358385494186,0.0,1,0.3496143958868894,0.1091954022988506,0.0,6.0,-0.0076965223990153025,0.033928319146880145,4.2713974069195716e-07,0.0,,,,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
2026-02,2026-02-02,ADANIPORTS,1786610000.0,2,1786613000,1786614000,1824.3,1824.3,2.192621827550792,0.24153498871331827,0.23808259195325987,7531.0,2.647974441861758e-05,0.0,0.0,0.0,infrastructure,False,0.0,5000,32,2.1699771062410216,1.9149166214284614,0.00023062606276630086,0.0,102.0,5.0,0.1685252993204956,0.0,2,0.4350833758100925,0.2418279103053198,0.0,7.0,0.06220781024282914,0.054091420305651665,6.585365107989783e-06,0.0,0.19354838709677422,0.0037453183520599342,0.0,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
2026-02,2026-02-02,AXISBANK,1786610000.0,4,1786613001,1786614504,1328.0,1328.0,1.5060240963841725,0.35074626865671643,0.05341723986535928,6833.0,2.6411616615743686e-05,0.0,0.0,0.0,private_bank,False,0.0,5000,32,2.1699771062410216,1.9149166214284614,0.00023062606276630086,0.0,102.0,5.0,0.1685252993204956,0.0,4,-1.0622720429940933,-1.0226483539405091,0.0,17.0,0.05868486572852597,0.06004836714719684,6.587562779050232e-06,0.0,-0.47100610388360326,-0.35868853126862277,0.0,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
2026-02,2026-02-02,BAJAJ-AUTO,1786610000.0,2,1786613000,1786614000,10304.5,10304.5,2.9113494104517446,0.46153846153846156,0.1252847380410023,439.0,6.718498639512172e-05,0.0,0.0,0.0,auto,False,0.0,5000,32,2.1699771062410216,1.9149166214284614,0.00023062606276630086,0.0,102.0,5.0,0.1685252993204956,0.0,3,-0.09798534798534797,-0.16388139740507124,0.0,10.0,0.055110924022663224,0.05773006075443417,5.272292786167069e-06,0.0,-0.27976190476190477,-0.14458306772303675,0.0,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
2026-02,2026-02-02,BANKBEES,1786610000.0,3,1786612999,1786614997,602.48,602.48,3.4855928827518983,0.34418604651162793,0.34309165526675783,7310.0,5.998462170305986e-05,0.0,0.0,0.0,bank_etf,True,0.0,5000,32,2.1699771062410216,1.9149166214284614,0.00023062606276630086,0.0,102.0,5.0,0.1685252993204956,0.0,1,0.34418604651162793,0.34309165526675783,0.0,3.0,0.05889648579772237,0.05070403116650657,5.5045626149432575e-06,0.0,,,,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
2026-02,2026-02-02,BHARTIARTL,1786610000.0,4,1786612749,1786614996,1916.3000000000002,1916.3000000000002,1.5655168814901346,0.4134831460674157,0.13904308749669575,7566.0,3.2365742268976995e-05,0.0,0.0,0.0,telecom,False,0.0,5000,32,2.1699771062410216,1.9149166214284614,0.00023062606276630086,0.0,102.0,5.0,0.1685252993204956,0.0,1,0.4134831460674157,0.13904308749669575,0.0,4.0,0.05666109548947115,0.05728624303005696,6.395494209591092e-06,0.0,,,,,,,,,,,,,,,,0.0,feature_cache_not_strategy_verdict
