panel,scenario_id,scenario_grid_id,trade_date,symbol,quote_id,side,cancel_latency_ms,decide_latency_ms,move_threshold_spread_fraction,quote_post_ts,fill_ts,exit_ts,quote_price,exit_bid,exit_ask,quantity,l2_l5_signal,top5_churn,cancel_lost_race,effective_cancel_latency_ms,cost_model_version,buy_value_inr,sell_value_inr,gross_pnl_inr,cost200_inr,net_pnl_inr
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_0,bid,150,10,0.25,1785814896969.0,1785815100721.0,1785815155720.0,753.15,751.25,751.45,132,0.8496689076479806,0.24610873753874507,1,145.867502367275,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99415.8,99165.0,-250.8000000000029,165.2211748096,-416.02117480960294
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_250,bid,150,10,0.25,1785815279220.0,1785815291220.0,1785815332220.0,750.75,750.5,750.55,133,-0.5401025641025641,0.18605552488729413,1,140.38748968260288,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99849.75,99816.5,-33.25,165.32841649500003,-198.57841649500003
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_250,ask,150,10,0.25,1785815279220.0,1785815283661.0,1785815332220.0,750.85,750.5,750.55,133,-0.5401025641025641,0.18605552488729413,1,135.77925607425786,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99823.15,99863.05,39.90000000000873,165.3283129944,-125.42831299439126
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_500,bid,150,10,0.25,1785815493970.0,1785815545407.0,1785815558948.0,749.8,749.8,749.9,133,-0.3198782424563261,0.02671266050306207,1,158.2776908117541,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99723.4,99723.4,0.0,165.3044180016,-165.3044180016
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_500,ask,150,10,0.25,1785815493970.0,1785815494971.0,1785815558948.0,749.95,749.8,749.9,133,-0.3198782424563261,0.02671266050306207,0,0.0,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99736.7,99743.35,6.650000000008731,165.3077035006,-158.65770350059128
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_750,bid,150,10,0.25,1785815961970.0,1785815963471.0,1785816270970.0,748.85,748.1,748.15,133,0.6346601103063326,0.20329149209909939,1,144.0266128512071,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99597.05,99497.3,-99.75,165.27046951219998,-265.02046951219995
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_750,ask,150,10,0.25,1785815961970.0,1785815962220.0,1785816270970.0,748.9,748.1,748.15,133,0.6346601103063326,0.20329149209909939,0,0.0,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99503.95,99603.7,99.75,165.2658785118,-65.5158785118
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_1000,bid,150,10,0.25,1785816466221.0,1785816466470.0,1785816559220.0,748.25,748.1,748.3,133,0.5194979079497908,0.059015818802804244,1,168.24791981048202,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99517.25,99497.3,-19.94999999999709,165.2597115146,-185.2097115145971
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_1000,ask,150,10,0.25,1785816466221.0,1785816475312.0,1785816559220.0,748.3,748.1,748.3,133,0.5194979079497908,0.059015818802804244,0,0.0,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99523.9,99523.9,0.0,165.2625980136,-165.2625980136
real_anchor_reserved,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,2026-08-04,HDFCBANK,real_anchor_reserved_2026-08-04_HDFCBANK_1250,bid,150,10,0.25,1785816864585.0,1785816878313.0,1785816962306.0,747.85,747.3,747.5,133,-0.294953802416489,0.25555775904809125,1,161.75320655285145,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,99464.05,99390.9,-73.15000000000873,165.2445795194,-238.39457951940872
