panel,scenario_id,scenario_grid_id,cancel_latency_ms,decide_latency_ms,move_threshold_spread_fraction,quote_side_rows,cancel_attempted_rows,cancel_succeeded_rows,cancel_lost_race_rows,completed_round_trips,trade_dates,symbols,positive_date_fraction,net_pnl_inr,annualized_return_pct,above12,event_floor_met,date_breadth_met,symbol_breadth_met,positive_date_fraction_met,cost200_acceptance_survivor,avg_effective_cancel_latency_ms,avg_lost_race_net_pnl_inr
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p25_J40720260817,P407_C150_D10_M0p25_J40720260817,150,10,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,148.2824240971237,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p5_J40720260817,P407_C150_D10_M0p5_J40720260817,150,10,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,149.77834212494312,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D10_M0p75_J40720260817,P407_C150_D10_M0p75_J40720260817,150,10,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,148.32416853646185,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p25_J40720260817,P407_C150_D20_M0p25_J40720260817,150,20,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,149.96202338560104,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p5_J40720260817,P407_C150_D20_M0p5_J40720260817,150,20,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,151.14705009170495,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D20_M0p75_J40720260817,P407_C150_D20_M0p75_J40720260817,150,20,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,149.837469669826,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D50_M0p25_J40720260817,P407_C150_D50_M0p25_J40720260817,150,50,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,150.1310206725393,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D50_M0p5_J40720260817,P407_C150_D50_M0p5_J40720260817,150,50,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,149.45399923633235,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C150_D50_M0p75_J40720260817,P407_C150_D50_M0p75_J40720260817,150,50,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,151.66701063510143,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D10_M0p25_J40720260817,P407_C250_D10_M0p25_J40720260817,250,10,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,249.58855181178333,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D10_M0p5_J40720260817,P407_C250_D10_M0p5_J40720260817,250,10,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,249.17751204585826,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D10_M0p75_J40720260817,P407_C250_D10_M0p75_J40720260817,250,10,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,248.10602388628524,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D20_M0p25_J40720260817,P407_C250_D20_M0p25_J40720260817,250,20,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,248.61759931110885,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D20_M0p5_J40720260817,P407_C250_D20_M0p5_J40720260817,250,20,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,249.85043366526443,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D20_M0p75_J40720260817,P407_C250_D20_M0p75_J40720260817,250,20,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,251.21352193801536,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D50_M0p25_J40720260817,P407_C250_D50_M0p25_J40720260817,250,50,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,249.39975242961137,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D50_M0p5_J40720260817,P407_C250_D50_M0p5_J40720260817,250,50,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,249.13577309677785,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C250_D50_M0p75_J40720260817,P407_C250_D50_M0p75_J40720260817,250,50,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,251.1829792642316,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D10_M0p25_J40720260817,P407_C400_D10_M0p25_J40720260817,400,10,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,399.9534773291705,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D10_M0p5_J40720260817,P407_C400_D10_M0p5_J40720260817,400,10,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,399.97206377633165,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D10_M0p75_J40720260817,P407_C400_D10_M0p75_J40720260817,400,10,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,400.97496562734597,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D20_M0p25_J40720260817,P407_C400_D20_M0p25_J40720260817,400,20,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,402.08938541643727,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D20_M0p5_J40720260817,P407_C400_D20_M0p5_J40720260817,400,20,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,392.2157012307316,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D20_M0p75_J40720260817,P407_C400_D20_M0p75_J40720260817,400,20,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,398.7788824300394,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D50_M0p25_J40720260817,P407_C400_D50_M0p25_J40720260817,400,50,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,401.8108904282103,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D50_M0p5_J40720260817,P407_C400_D50_M0p5_J40720260817,400,50,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,400.25896573289026,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C400_D50_M0p75_J40720260817,P407_C400_D50_M0p75_J40720260817,400,50,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,399.4360788131222,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D10_M0p25_J40720260817,P407_C700_D10_M0p25_J40720260817,700,10,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,706.6500336905215,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D10_M0p5_J40720260817,P407_C700_D10_M0p5_J40720260817,700,10,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,701.8776614736124,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D10_M0p75_J40720260817,P407_C700_D10_M0p75_J40720260817,700,10,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,696.9095784022899,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D20_M0p25_J40720260817,P407_C700_D20_M0p25_J40720260817,700,20,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,703.458041344441,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D20_M0p5_J40720260817,P407_C700_D20_M0p5_J40720260817,700,20,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,701.1427753563441,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D20_M0p75_J40720260817,P407_C700_D20_M0p75_J40720260817,700,20,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,705.5254271203435,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D50_M0p25_J40720260817,P407_C700_D50_M0p25_J40720260817,700,50,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,704.928575656494,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D50_M0p5_J40720260817,P407_C700_D50_M0p5_J40720260817,700,50,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,696.7280298521233,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C700_D50_M0p75_J40720260817,P407_C700_D50_M0p75_J40720260817,700,50,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,699.4679723594874,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D10_M0p25_J40720260817,P407_C1000_D10_M0p25_J40720260817,1000,10,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,997.4289006979586,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D10_M0p5_J40720260817,P407_C1000_D10_M0p5_J40720260817,1000,10,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,996.4302833782965,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D10_M0p75_J40720260817,P407_C1000_D10_M0p75_J40720260817,1000,10,0.75,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,1006.1888868720025,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D20_M0p25_J40720260817,P407_C1000_D20_M0p25_J40720260817,1000,20,0.25,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,1008.9175354027776,-311.85385237704213
synthetic_dense,P408_P408_TWO_SIDED_TOP5_L2_L5_CHURN_QUOTER_P407_C1000_D20_M0p5_J40720260817,P407_C1000_D20_M0p5_J40720260817,1000,20,0.5,300,152,0,152,152,5,5,0.0,-47401.785561310404,-238.90499922900443,0,1,1,1,0,0,1009.76708821063,-311.85385237704213
