metric,value,description
phase442_external_catalyst_interpretation_complete,1,Phase442 interpretation completed
phase442_selected_verdict,P442_EXTERNAL_CATALYST_REVERSAL_REJECTED_CONTROLS_FAVOR_SIDE_FLIP,Selected verdict
phase442_phase441_best_completed_round_trips,33,Phase441 best round trips
phase442_phase441_best_annualized_return_pct,-25.157141116316083,Phase441 best annualized return
phase442_phase441_acceptance_survivors,0,Phase441 survivors
phase442_strategy_promotion_allowed,0,No promotion
phase442_paper_or_live_acceptance_allowed,0,No paper/live
phase442_deployable_profitability_claim_allowed,0,No deployable claim
phase442_same_reversal_rescue_allowed,0,No same-form rescue
phase442_side_flip_new_precommit_allowed,1,Continuation side may be precommitted as new source
phase442_hard_gate_pass_rows,9,Passed hard gates
phase442_hard_gate_rows,9,Hard gates
phase442_next_best_action,precommit_external_catalyst_continuation_or_pause_strategy_search,Recommended next action
