gate_id,passed,observed_value,required_value,severity
P437_PHASE436_AVAILABLE,True,1,1,hard
P437_PHASE436_NEXT_ACTION_MATCHED,True,precommit_material_new_lower_turnover_horizon_or_pause_strategy_search,lower_turnover_or_longer_horizon,hard
P437_MATERIAL_NEW_SOURCE,True,opening_full_depth_regime_carry_one_trade_per_symbol_date,not_phase435_ranker_or_phase427_threshold_sweep,hard
P437_LOW_TURNOVER_PINNED,True,1,1,hard
P437_LONGER_HORIZON_PINNED,True,1200;2400;3600,min_hold_ticks>=1200,hard
P437_FULL_DEPTH_L2_L5_REQUIRED,True,L1_mid_spread_volume_plus_L2_to_L5_imbalance_depth_slope_order_churn_replenishment,L2-L5,hard
P437_GRID_FROZEN,True,18,18,hard
P437_COST200_FIXED_CAPITAL_PINNED,True,fixed_initial_capital_1000000_inr_order_notional_100000_inr_cost200,cost200_fixed_capital,hard
P437_CONTROLS_PRECOMMITTED,True,l1_only_ablation;side_flip;time_shuffle;real_anchor_cross_check,controls_present,hard
P437_RESULTS_NOT_GENERATED,True,0,0,hard
P437_BOUNDARIES_CLOSED,True,dense_tick_scalping;same_phase435_ranker_rescue;same_phase427_threshold_sweep;market_maker_rescue_without_external_execution_source;promotion;paper_live;deployable_profitability_claim,closed,hard
