metric,value,description
phase437_low_turnover_precommit_complete,1,Phase437 precommit completed
phase437_thesis_id,P437_LOW_TURNOVER_FULL_DEPTH_REGIME_CARRY_PRECOMMIT,Frozen thesis
phase437_selected_source_id,opening_full_depth_regime_carry_one_trade_per_symbol_date,Selected lower-turnover source
phase437_grid_rows,18,Frozen scenario rows
phase437_grid_hash,876b8c107924183e7c6dae45e717ac4302ec16f54249a474aa26bd2e7dee8a11,Hash of frozen grid
phase437_max_trades_per_symbol_date,1,Turnover cap
phase437_min_hold_ticks,1200,Minimum longer-horizon hold
phase437_execution_results_generated,0,Precommit only
phase437_strategy_promotion_allowed,0,No promotion
phase437_paper_or_live_acceptance_allowed,0,No paper/live
phase437_deployable_profitability_claim_allowed,0,No deployable claim
phase437_execution_allowed_next,1,Whether Phase438 may execute
phase437_hard_gate_pass_rows,11,Passed hard gates
phase437_hard_gate_rows,11,Hard gates
phase437_next_best_action,run_phase438_low_turnover_depth_regime_carry_no_paper_live,Recommended next action
