metric,value,description
phase467_richer_past_only_l1_l5_feature_matrix_precommit_complete,1,Phase467 precommit completed
phase467_thesis_id,P467_RICHER_PAST_ONLY_L1_L5_FEATURE_MATRIX_PRECOMMIT,Precommit thesis
phase467_feature_count,20,Allowed feature count
phase467_l2_l5_feature_count,9,Features using levels 2-5
phase467_selected_file_count,21,Selected files
phase467_selected_files_present,21,Present selected files
phase467_model_fit_generated,0,No model fit
phase467_strategy_pnl_generated,0,No strategy P&L
phase467_strategy_promotion_allowed,0,No promotion
phase467_paper_or_live_acceptance_allowed,0,No paper/live
phase467_deployable_profitability_claim_allowed,0,No deployable claim
phase467_phase468_allowed_next,1,Allows richer matrix materialization only if all gates pass
phase467_hard_gate_pass_rows,10,Passed hard gates
phase467_hard_gate_rows,10,Hard gates
phase467_next_best_action,run_phase468_materialize_richer_past_only_l1_l5_feature_matrix_no_model_no_pnl,Recommended next action
