trade_month,symbol,source_rows,dense_rows,multiplier,file_path,bytes
2026-01,ADANIPORTS,8221,65768,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=ADANIPORTS\part-00000.parquet,2413410
2026-01,AXISBANK,8225,65800,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=AXISBANK\part-00000.parquet,2413324
2026-01,BAJAJ-AUTO,8221,65768,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=BAJAJ-AUTO\part-00000.parquet,2371352
2026-01,BANKBEES,8216,65728,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=BANKBEES\part-00000.parquet,2392107
2026-01,BHARTIARTL,8229,65832,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=BHARTIARTL\part-00000.parquet,2429295
2026-01,BPCL,8228,65824,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=BPCL\part-00000.parquet,2373457
2026-01,BRITANNIA,8228,65824,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=BRITANNIA\part-00000.parquet,2400434
2026-01,CIPLA,8216,65728,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=CIPLA\part-00000.parquet,2414557
2026-01,DRREDDY,8218,65744,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=DRREDDY\part-00000.parquet,2353994
2026-01,GOLDBEES,8222,65776,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=GOLDBEES\part-00000.parquet,2421629
2026-01,HCLTECH,8218,65744,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=HCLTECH\part-00000.parquet,2390621
2026-01,HDFCBANK,8220,65760,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=HDFCBANK\part-00000.parquet,2424039
2026-01,HINDUNILVR,8207,65656,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=HINDUNILVR\part-00000.parquet,2389783
2026-01,ICICIBANK,8219,65752,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=ICICIBANK\part-00000.parquet,2417161
2026-01,INFY,8225,65800,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=INFY\part-00000.parquet,2416575
2026-01,ITBEES,8225,65800,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=ITBEES\part-00000.parquet,2393379
2026-01,ITC,8227,65816,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=ITC\part-00000.parquet,2387500
2026-01,JUNIORBEES,8209,65672,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=JUNIORBEES\part-00000.parquet,2391803
2026-01,KOTAKBANK,8218,65744,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=KOTAKBANK\part-00000.parquet,2403130
2026-01,LT,8218,65744,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=LT\part-00000.parquet,2441357
2026-01,M&M,8227,65816,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=M&M\part-00000.parquet,2422863
2026-01,MARUTI,8229,65832,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=MARUTI\part-00000.parquet,2411082
2026-01,NESTLEIND,8216,65728,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=NESTLEIND\part-00000.parquet,2411007
2026-01,NIFTYBEES,8231,65848,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=NIFTYBEES\part-00000.parquet,2417401
2026-01,ONGC,8219,65752,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=ONGC\part-00000.parquet,2442335
2026-01,RELIANCE,8214,65712,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=RELIANCE\part-00000.parquet,2415823
2026-01,SBIN,8215,65720,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=SBIN\part-00000.parquet,2424464
2026-01,SUNPHARMA,8220,65760,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=SUNPHARMA\part-00000.parquet,2412165
2026-01,TCS,8228,65824,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=TCS\part-00000.parquet,2424526
2026-01,TECHM,8217,65736,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=TECHM\part-00000.parquet,2407592
2026-01,ULTRACEMCO,8237,65896,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=ULTRACEMCO\part-00000.parquet,2379564
2026-01,WIPRO,8239,65912,8,raw_synthetic_l2_phase106_full_symbol_calibrated_realism\profile=P104_HDFCBANK_REAL_ANCHOR_CADENCE_VOL_PRICE_SCALE\trade_month=2026-01\symbol=WIPRO\part-00000.parquet,2457855
