metric,value,description
phase414_deep_book_divergence_snapback_precommit_complete,1,Phase414 precommit completed
phase414_thesis_id,P414_DEEP_BOOK_DIVERGENCE_SNAPBACK_TAKER_ONLY,Frozen thesis
phase414_material_new_after_phase413,1,"Deep-book divergence snapback, not Phase410 threshold relaxation"
phase414_contract_rows,24,Contract rows
phase414_parameter_freeze_rows,11,Frozen parameter rows
phase414_parameter_freeze_hash,8694fe2341e06baaf0e1ed4cf9aa300287b405b8958a3c1cff48d795e462af2b,Hash of frozen parameter table
phase414_phase413_synthetic_scan_points,840,Phase413 attribution scan points
phase414_phase413_l2_l5_replenishment_pass_rate,0.0083333333333333,Phase413 sparsity clue
phase414_cost_model_version,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,Pinned Zerodha cost model
phase414_cost_multiplier,2.0,Cost200
phase414_initial_capital_inr,1000000.0,Fixed capital
phase414_fixed_notional_inr,100000.0,Fixed notional per trade
phase414_execution_results_generated,0,Precommit only
phase414_strategy_promotion_allowed,0,No promotion
phase414_paper_or_live_acceptance_allowed,0,No paper/live
phase414_deployable_profitability_claim_allowed,0,No deployable claim
phase414_execution_allowed_next,1,Whether Phase415 may run
phase414_hard_gate_pass_rows,17,Passed hard gates
phase414_hard_gate_rows,17,Hard gates
phase414_next_best_action,run_phase415_deep_book_divergence_snapback_execution_no_paper_live,Recommended next action
