gate_id,passed,observed_value,required_value,severity
P410_PHASE298_RAW_DENSE_PRESENT,True,raw_synthetic_l2_dense_full_year,raw_synthetic_l2_dense_full_year,hard
P410_FULL_DEPTH_SCHEMA_PRESENT,True,30,>=30,hard
P410_LEVELS_2_TO_5_REQUIRED,True,1,1,hard
P410_L1_ONLY_FORBIDDEN,True,0,0,hard
P410_NO_LOOKAHEAD_SOURCE,True,0,0,hard
P410_PHASE403_MATERIAL_NEW_REQUIRED,True,1,1,hard
P410_PHASE409_MAKER_ROUTE_CLOSED,True,P409_CANCEL_RACE_MARKET_MAKER_FALSIFIED,P409_CANCEL_RACE_MARKET_MAKER_FALSIFIED,hard
P410_NO_SAME_FAMILY_TUNING,True,0,0,hard
P410_MATERIALLY_DIFFERENT_THESIS,True,taker_only_replenishment_breakout_not_market_making_not_passive_not_vacuum,not_closed_family,hard
P410_FIXED_PARAMETERS_FROZEN,True,13,>=13,hard
P410_TAKER_ONLY_PINNED,True,taker_only,present,hard
P410_COST200_FIXED_CAPITAL_PINNED,True,cost=2.0;capital=1000000.0;notional=100000.0,cost200_fixed_capital,hard
P410_REAL_ANCHORS_AT_LEAST_THREE,True,16,>=3,hard
P410_EXECUTION_HARD_GATES_PRECOMMITTED,True,18,18,hard
P410_RESULTS_NOT_GENERATED,True,0,0,hard
P410_FORBIDDEN_ROUTES_CLOSED,True,same_family_market_maker_tuning;passive_fill_rescue;liquidity_vacuum_rescue;bar_reversal_rescue;promotion;paper_live;deployable_profit_claim,closed_routes_listed,hard
P410_BOUNDARIES_CLOSED,True,promotion=0;paper=0;claim=0,all_zero,hard
