trade_month,symbol,priority_bucket,realism_review_flag,candidate_generation_allowed,rows_scanned,feed_imperfection_rate,median_spread_bps,p90_spread_bps,mean_l1_depth,mean_l5_depth,one_tick_return_std,passive_min_adverse_rate,passive_max_cost_clearing_rate,cost_toxicity_label,regime_realism_risk_label,opportunity_abstention_label,p129_regime_stability_label,p129_liquidity_opportunity_label,p129_cost_toxicity_refinement_label,p129_cost_toxicity_refinement_bucket,phase129_scope,strategy_replay_allowed,forbidden_outputs,label_source,phase130_split,p131_depth_levels_2_5_ratio_bid,p131_depth_levels_2_5_ratio_ask,p131_cumulative_notional_imbalance_top5,p131_book_thinning_event_rate_1s,p131_level_crossing_hazard_bid,p131_level_crossing_hazard_ask,p131_depth_slope_top5_bid,p131_depth_slope_top5_ask,p131_mean_cancel_intensity_depth_levels_2_5,p131_deep_book_pressure_signed,raw_rows,trade_dates,feed_profiles,phase132_scope
2026-01,ADANIPORTS,P1_clean_allowed,0,1,250000,0.007936,2.159943841459385,2.190100744633506,793.856,6747.799808,0.0001017604328108,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.1800018785305429,0.17998682453594678,0.21286396801396945,0.0,0.4960467096460285,0.4782873129789563,0.20586670999031334,0.20592880896516935,0.22719146837627913,0.21284844327025543,8221,22,5,top_five_depth_label_diagnostics_only
2026-01,AXISBANK,P1_clean_allowed,0,1,250000,0.0,1.478743068390522,1.5060240963841725,794.300928,6751.73248,7.991604116917323e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.17999773900851584,0.18000857094973186,0.021426002803439318,0.0,0.47343465045592703,0.48911854103343466,0.20590123632100737,0.20586037890132972,0.6160197165742453,0.021436217158358733,8225,22,5,top_five_depth_label_diagnostics_only
2026-01,BAJAJ-AUTO,P2_allowed_with_realism_review,1,1,250000,0.023808,2.858231707317073,2.9034599564481005,792.713728,6738.090432,9.292482583284244e-05,0.0,0.0,1,0,0,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.1807583040957173,0.17892390035219358,0.05745721969279691,0.0001216397031991242,0.4913027612212626,0.47853059238535456,0.20369659348560626,0.20910346678445074,0.3027986684749106,0.05610550136808578,8221,22,5,top_five_depth_label_diagnostics_only
2026-01,BANKBEES,P2_allowed_with_realism_review,1,1,250000,0.023808,3.4561074355688817,3.482240573076024,784.619392,6669.288576,4.4193328985576616e-05,0.9871794871794872,0.0,1,1,1,0,0,1,adverse_touch_cost_toxic,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.18000083022605382,0.17999536340653352,0.3274451722994665,0.0,0.49768743914313535,0.48369036027263873,0.20588356217130424,0.20588499020148654,0.0557920059215396,0.32744481529192093,8216,22,5,top_five_depth_label_diagnostics_only
2026-01,BHARTIARTL,P1_clean_allowed,0,1,250000,0.007936,1.5463120457706023,1.5669069257283743,792.601984,6736.886592,5.250211309284508e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.1800005588218085,0.17999902904306248,0.0796162536275748,0.0,0.4838984080690242,0.48790861587070117,0.2058738429284923,0.20588607109782073,0.29955967483680257,0.07961319658524268,8229,22,5,top_five_depth_label_diagnostics_only
2026-01,BPCL,P1_clean_allowed,0,1,250000,0.0,1.600768368817396,1.6212710765243636,796.046592,6766.396032,7.898945348098606e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.18000008978655824,0.17999405565158005,-0.05334916334617545,0.0,0.47690811861934856,0.47630043753038404,0.20588706651755623,0.205887548279613,0.9174981522542498,-0.053349283786689655,8228,22,5,top_five_depth_label_diagnostics_only
2026-01,BRITANNIA,P1_clean_allowed,0,1,250000,0.0,3.6546368204659663,3.702332469455757,788.284416,6700.623808,6.522658846952214e-05,0.0,0.0,1,0,1,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.17989455780695252,0.18008984202767356,0.010360270182480934,0.00012153621779290228,0.480068060281964,0.4777588721438989,0.20617012803750587,0.20563967998109403,0.7961782458733678,0.010492882196583894,8228,22,5,top_five_depth_label_diagnostics_only
2026-01,CIPLA,P1_clean_allowed,0,1,250000,0.007936,2.74348422496633,2.78086763069983,791.365632,6726.51264,7.645784676488239e-05,1.0,0.0,1,0,0,1,0,1,high_adverse_wide_spread_cost_toxic,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.1800070122273673,0.17999071804982134,0.5679845212067645,0.0,0.4734664070107108,0.48868062317429406,0.20586248147327538,0.20593667652303674,0.35845361460646435,0.5679659724443241,8216,22,5,top_five_depth_label_diagnostics_only
2026-01,DRREDDY,P1_clean_allowed,0,1,250000,0.015872,2.387964658122697,2.412545235224623,787.779584,6696.348608,6.117814396931638e-05,0.0,0.0,1,0,0,1,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.18000362356699354,0.18000883236914145,0.2066370360682435,0.0,0.48941348259917256,0.47103918228279384,0.2058762194726863,0.20587271688187464,0.7357856438085841,0.2066379117159464,8218,22,5,top_five_depth_label_diagnostics_only
2026-01,GOLDBEES,P2_allowed_with_realism_review,1,1,250000,0.023808,0.8404773911586079,0.8502678343678259,783.25504,6657.540864,5.669373892961472e-05,0.0,0.0,1,1,0,0,0,0,broad_cost_toxic_no_adverse_touch,allowed_context_no_replay_label_matrix,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,phase79_partition_profile_plus_phase120_stage02_passive_toxicity;phase128_design_specs,train,0.18000576042570882,0.17999654007600252,-0.2027758774046601,0.0,0.4764047676964242,0.48212113840914617,0.20587903665100898,0.2058863434161466,0.6634923570019724,-0.20277770409594453,8222,22,5,top_five_depth_label_diagnostics_only
