label,model_id,train_rows,holdout_rows,train_positive_rate,holdout_positive_rate,holdout_brier,holdout_log_loss,holdout_accuracy,holdout_auc,strategy_replay_allowed,forbidden_outputs,model_family,feature_1,direction_1,threshold_1,feature_2,direction_2,threshold_2,train_prediction_rate
p129_cost_toxicity_refinement_label,p132_single_p131_cumulative_notional_imbalance_top5_ge_0.2085784,172,56,0.37209302325581395,0.35714285714285715,0.1471428571428572,0.47069611579990384,0.8214285714285714,0.7722222222222223,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_cumulative_notional_imbalance_top5,ge,0.2085783952091505,,,,0.25
p129_cost_toxicity_refinement_label,p132_single_p131_deep_book_pressure_signed_ge_0.20856533,172,56,0.37209302325581395,0.35714285714285715,0.1471428571428572,0.47069611579990384,0.8214285714285714,0.7722222222222223,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_deep_book_pressure_signed,ge,0.20856532703336456,,,,0.25
p129_cost_toxicity_refinement_label,p132_single_p131_cumulative_notional_imbalance_top5_le_-0.16033991,172,56,0.37209302325581395,0.35714285714285715,0.2221428571428572,0.6439829109398902,0.6964285714285714,0.6305555555555555,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_cumulative_notional_imbalance_top5,le,-0.16033990927878927,,,,0.25
p129_cost_toxicity_refinement_label,p132_single_p131_level_crossing_hazard_ask_le_0.47363389,172,56,0.37209302325581395,0.35714285714285715,0.2221428571428572,0.6439829109398902,0.6964285714285714,0.575,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_level_crossing_hazard_ask,le,0.47363388711452264,,,,0.25
p129_cost_toxicity_refinement_label,p132_single_p131_deep_book_pressure_signed_le_-0.16034142,172,56,0.37209302325581395,0.35714285714285715,0.2221428571428572,0.6439829109398902,0.6964285714285714,0.6305555555555555,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_deep_book_pressure_signed,le,-0.16034142120147094,,,,0.25
p129_cost_toxicity_refinement_label,phase132_train_prior_probability,172,56,0.37209302325581395,0.35714285714285715,0.22981534420149888,0.652237586748,0.6428571428571429,0.5,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,prior,,,,,,,
p129_cost_toxicity_refinement_label,p132_combo_p131_cumulative_notional_imbalance_top5_ge_0.010522226__p131_level_crossing_hazard_ask_le_0.48097264,172,56,0.37209302325581395,0.35714285714285715,0.2328571428571429,0.6687381673884598,0.6785714285714286,0.5722222222222222,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,p131_level_crossing_hazard_ask,le,0.48097263987675265,0.2558139534883721
p129_cost_toxicity_refinement_label,p132_combo_p131_level_crossing_hazard_bid_le_0.48607738__p131_level_crossing_hazard_ask_le_0.48097264,172,56,0.37209302325581395,0.35714285714285715,0.2328571428571429,0.6687381673884598,0.6785714285714286,0.5611111111111111,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_level_crossing_hazard_bid,le,0.4860773805975304,p131_level_crossing_hazard_ask,le,0.48097263987675265,0.09302325581395349
p129_cost_toxicity_refinement_label,p132_combo_p131_level_crossing_hazard_ask_le_0.48097264__p131_deep_book_pressure_signed_ge_0.010679096,172,56,0.37209302325581395,0.35714285714285715,0.2328571428571429,0.6687381673884598,0.6785714285714286,0.5722222222222222,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_level_crossing_hazard_ask,le,0.48097263987675265,p131_deep_book_pressure_signed,ge,0.010679095542581792,0.2558139534883721
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_ge_0.17999917__p131_cumulative_notional_imbalance_top5_ge_0.010522226,172,56,0.37209302325581395,0.35714285714285715,0.2435714285714286,0.6934934238370293,0.6607142857142857,0.5916666666666667,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,ge,0.17999916606925398,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,0.27325581395348836
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_ge_0.17999917__p131_deep_book_pressure_signed_ge_0.010679096,172,56,0.37209302325581395,0.35714285714285715,0.2435714285714286,0.6934934238370293,0.6607142857142857,0.5916666666666667,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,ge,0.17999916606925398,p131_deep_book_pressure_signed,ge,0.010679095542581792,0.27325581395348836
p129_cost_toxicity_refinement_label,p132_combo_p131_cumulative_notional_imbalance_top5_ge_0.010522226__p131_depth_slope_top5_ask_le_0.20588326,172,56,0.37209302325581395,0.35714285714285715,0.2435714285714286,0.6934934238370293,0.6607142857142857,0.5916666666666667,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,p131_depth_slope_top5_ask,le,0.20588325521909628,0.2616279069767442
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_slope_top5_ask_le_0.20588326__p131_deep_book_pressure_signed_ge_0.010679096,172,56,0.37209302325581395,0.35714285714285715,0.2435714285714286,0.6934934238370293,0.6607142857142857,0.5916666666666667,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_slope_top5_ask,le,0.20588325521909628,p131_deep_book_pressure_signed,ge,0.010679095542581792,0.2616279069767442
p129_cost_toxicity_refinement_label,p132_single_p131_level_crossing_hazard_bid_le_0.47387337,172,56,0.37209302325581395,0.35714285714285715,0.2435714285714286,0.6934934238370294,0.6607142857142857,0.5472222222222223,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_level_crossing_hazard_bid,le,0.4738733695845328,,,,0.25
p129_cost_toxicity_refinement_label,p132_single_p131_level_crossing_hazard_bid_ge_0.49478155,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855987,0.6428571428571429,0.5,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_level_crossing_hazard_bid,ge,0.49478155214098263,,,,0.25
p129_cost_toxicity_refinement_label,p132_combo_p131_cumulative_notional_imbalance_top5_ge_0.010522226__p131_book_thinning_event_rate_1s_le_0,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855987,0.6428571428571429,0.6,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,p131_book_thinning_event_rate_1s,le,0.0,0.46511627906976744
p129_cost_toxicity_refinement_label,p132_combo_p131_cumulative_notional_imbalance_top5_ge_0.010522226__p131_level_crossing_hazard_bid_le_0.48607738,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855987,0.6428571428571429,0.6111111111111112,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,p131_level_crossing_hazard_bid,le,0.4860773805975304,0.2616279069767442
p129_cost_toxicity_refinement_label,p132_combo_p131_cumulative_notional_imbalance_top5_ge_0.010522226__p131_deep_book_pressure_signed_le_0.010679096,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855987,0.6428571428571429,0.5,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,p131_deep_book_pressure_signed,le,0.010679095542581792,0.0
p129_cost_toxicity_refinement_label,p132_combo_p131_cumulative_notional_imbalance_top5_le_0.010522226__p131_deep_book_pressure_signed_ge_0.010679096,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855987,0.6428571428571429,0.5,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_cumulative_notional_imbalance_top5,le,0.01052222559908239,p131_deep_book_pressure_signed,ge,0.010679095542581792,0.0
p129_cost_toxicity_refinement_label,p132_combo_p131_book_thinning_event_rate_1s_le_0__p131_deep_book_pressure_signed_ge_0.010679096,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855987,0.6428571428571429,0.6,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_book_thinning_event_rate_1s,le,0.0,p131_deep_book_pressure_signed,ge,0.010679095542581792,0.46511627906976744
p129_cost_toxicity_refinement_label,p132_combo_p131_level_crossing_hazard_bid_le_0.48607738__p131_deep_book_pressure_signed_ge_0.010679096,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855987,0.6428571428571429,0.6111111111111112,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_level_crossing_hazard_bid,le,0.4860773805975304,p131_deep_book_pressure_signed,ge,0.010679095542581792,0.2616279069767442
p129_cost_toxicity_refinement_label,p132_combo_p131_level_crossing_hazard_ask_le_0.48097264__p131_depth_slope_top5_ask_le_0.20588326,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855987,0.6428571428571429,0.5333333333333333,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_level_crossing_hazard_ask,le,0.48097263987675265,p131_depth_slope_top5_ask,le,0.20588325521909628,0.23255813953488372
p129_cost_toxicity_refinement_label,p132_combo_p131_level_crossing_hazard_ask_le_0.48097264__p131_mean_cancel_intensity_depth_levels_2_5_le_0.48293826,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855987,0.6428571428571429,0.5,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_level_crossing_hazard_ask,le,0.48097263987675265,p131_mean_cancel_intensity_depth_levels_2_5,le,0.482938261275191,0.21511627906976744
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_ge_0.18000074__p131_level_crossing_hazard_ask_le_0.48097264,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855989,0.6428571428571429,0.5111111111111111,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,ge,0.18000073962302637,p131_level_crossing_hazard_ask,le,0.48097263987675265,0.27325581395348836
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_le_0.18000074__p131_depth_slope_top5_bid_le_0.20588306,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855989,0.6428571428571429,0.5111111111111111,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,le,0.18000073962302637,p131_depth_slope_top5_bid,le,0.20588306213703544,0.11046511627906977
p129_cost_toxicity_refinement_label,p132_combo_p131_book_thinning_event_rate_1s_le_0__p131_level_crossing_hazard_bid_le_0.48607738,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855989,0.6428571428571429,0.6333333333333333,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_book_thinning_event_rate_1s,le,0.0,p131_level_crossing_hazard_bid,le,0.4860773805975304,0.42441860465116277
p129_cost_toxicity_refinement_label,p132_combo_p131_level_crossing_hazard_ask_le_0.48097264__p131_depth_slope_top5_bid_le_0.20588306,172,56,0.37209302325581395,0.35714285714285715,0.25428571428571434,0.7182486802855989,0.6428571428571429,0.5111111111111111,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_level_crossing_hazard_ask,le,0.48097263987675265,p131_depth_slope_top5_bid,le,0.20588306213703544,0.27325581395348836
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_ge_0.18000074__p131_cumulative_notional_imbalance_top5_ge_0.010522226,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341682,0.625,0.5527777777777778,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,ge,0.18000073962302637,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,0.23837209302325582
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_ge_0.18000074__p131_deep_book_pressure_signed_ge_0.010679096,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341682,0.625,0.5527777777777778,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,ge,0.18000073962302637,p131_deep_book_pressure_signed,ge,0.010679095542581792,0.23837209302325582
p129_cost_toxicity_refinement_label,p132_single_p131_depth_levels_2_5_ratio_ask_ge_0.18000544,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341683,0.625,0.5416666666666666,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_depth_levels_2_5_ratio_ask,ge,0.18000544147479752,,,,0.25
p129_cost_toxicity_refinement_label,p132_single_p131_depth_slope_top5_ask_le_0.20587335,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341683,0.625,0.5638888888888889,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_depth_slope_top5_ask,le,0.20587334718648392,,,,0.25
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_ge_0.18000074__p131_depth_levels_2_5_ratio_ask_ge_0.17999917,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341683,0.625,0.5083333333333333,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,ge,0.18000073962302637,p131_depth_levels_2_5_ratio_ask,ge,0.17999916606925398,0.13372093023255813
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_ge_0.18000074__p131_depth_slope_top5_bid_ge_0.20588306,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341683,0.625,0.5083333333333333,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,ge,0.18000073962302637,p131_depth_slope_top5_bid,ge,0.20588306213703544,0.11046511627906977
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_ge_0.18000074__p131_mean_cancel_intensity_depth_levels_2_5_le_0.48293826,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341683,0.625,0.5416666666666666,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,ge,0.18000073962302637,p131_mean_cancel_intensity_depth_levels_2_5,le,0.482938261275191,0.26744186046511625
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_ge_0.17999917__p131_level_crossing_hazard_bid_le_0.48607738,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341683,0.625,0.575,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,ge,0.17999916606925398,p131_level_crossing_hazard_bid,le,0.4860773805975304,0.28488372093023256
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_ge_0.17999917__p131_level_crossing_hazard_ask_le_0.48097264,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341683,0.625,0.5083333333333333,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,ge,0.17999916606925398,p131_level_crossing_hazard_ask,le,0.48097263987675265,0.23255813953488372
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_le_0.17999917__p131_depth_slope_top5_ask_le_0.20588326,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341683,0.625,0.5305555555555556,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,le,0.17999916606925398,p131_depth_slope_top5_ask,le,0.20588325521909628,0.0872093023255814
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_slope_top5_bid_le_0.20588306__p131_depth_slope_top5_ask_le_0.20588326,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341683,0.625,0.4861111111111111,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_slope_top5_bid,le,0.20588306213703544,p131_depth_slope_top5_ask,le,0.20588325521909628,0.0872093023255814
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_ge_0.18000074__p131_level_crossing_hazard_bid_ge_0.48607738,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341684,0.625,0.5305555555555556,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,ge,0.18000073962302637,p131_level_crossing_hazard_bid,ge,0.4860773805975304,0.27906976744186046
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_le_0.18000074__p131_level_crossing_hazard_bid_le_0.48607738,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341684,0.625,0.6083333333333333,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,le,0.18000073962302637,p131_level_crossing_hazard_bid,le,0.4860773805975304,0.27906976744186046
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_le_0.17999917__p131_level_crossing_hazard_ask_le_0.48097264,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341684,0.625,0.5083333333333333,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,le,0.17999916606925398,p131_level_crossing_hazard_ask,le,0.48097263987675265,0.26744186046511625
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_ge_0.17999917__p131_depth_slope_top5_bid_le_0.20588306,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341684,0.625,0.49722222222222223,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,ge,0.17999916606925398,p131_depth_slope_top5_bid,le,0.20588306213703544,0.11627906976744186
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_ge_0.17999917__p131_depth_slope_top5_ask_ge_0.20588326,172,56,0.37209302325581395,0.35714285714285715,0.26500000000000007,0.7430039367341684,0.625,0.49722222222222223,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,ge,0.17999916606925398,p131_depth_slope_top5_ask,ge,0.20588325521909628,0.0872093023255814
p129_cost_toxicity_refinement_label,p132_single_p131_level_crossing_hazard_ask_le_0.48097264,172,56,0.37209302325581395,0.35714285714285715,0.27571428571428575,0.7677591931827379,0.6071428571428571,0.5166666666666667,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,single_feature_threshold,p131_level_crossing_hazard_ask,le,0.48097263987675265,,,,0.5
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_ge_0.18000074__p131_book_thinning_event_rate_1s_le_0,172,56,0.37209302325581395,0.35714285714285715,0.27571428571428575,0.7677591931827379,0.6071428571428571,0.5388888888888889,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,ge,0.18000073962302637,p131_book_thinning_event_rate_1s,le,0.0,0.45930232558139533
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_le_0.18000074__p131_level_crossing_hazard_ask_le_0.48097264,172,56,0.37209302325581395,0.35714285714285715,0.27571428571428575,0.7677591931827379,0.6071428571428571,0.5055555555555555,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,le,0.18000073962302637,p131_level_crossing_hazard_ask,le,0.48097263987675265,0.22674418604651161
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_bid_ge_0.18000074__p131_depth_slope_top5_ask_le_0.20588326,172,56,0.37209302325581395,0.35714285714285715,0.27571428571428575,0.7677591931827379,0.6071428571428571,0.49444444444444446,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_bid,ge,0.18000073962302637,p131_depth_slope_top5_ask,le,0.20588325521909628,0.13372093023255813
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_ge_0.17999917__p131_mean_cancel_intensity_depth_levels_2_5_ge_0.48293826,172,56,0.37209302325581395,0.35714285714285715,0.27571428571428575,0.7677591931827379,0.6071428571428571,0.5277777777777778,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,ge,0.17999916606925398,p131_mean_cancel_intensity_depth_levels_2_5,ge,0.482938261275191,0.29069767441860467
p129_cost_toxicity_refinement_label,p132_combo_p131_depth_levels_2_5_ratio_ask_le_0.17999917__p131_mean_cancel_intensity_depth_levels_2_5_le_0.48293826,172,56,0.37209302325581395,0.35714285714285715,0.27571428571428575,0.7677591931827379,0.6071428571428571,0.5277777777777778,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_depth_levels_2_5_ratio_ask,le,0.17999916606925398,p131_mean_cancel_intensity_depth_levels_2_5,le,0.482938261275191,0.29069767441860467
p129_cost_toxicity_refinement_label,p132_combo_p131_cumulative_notional_imbalance_top5_ge_0.010522226__p131_depth_slope_top5_bid_ge_0.20588306,172,56,0.37209302325581395,0.35714285714285715,0.27571428571428575,0.7677591931827379,0.6071428571428571,0.55,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,p131_depth_slope_top5_bid,ge,0.20588306213703544,0.2616279069767442
p129_cost_toxicity_refinement_label,p132_combo_p131_cumulative_notional_imbalance_top5_ge_0.010522226__p131_depth_slope_top5_bid_le_0.20588306,172,56,0.37209302325581395,0.35714285714285715,0.27571428571428575,0.7677591931827379,0.6071428571428571,0.5277777777777778,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,p131_depth_slope_top5_bid,le,0.20588306213703544,0.23837209302325582
p129_cost_toxicity_refinement_label,p132_combo_p131_cumulative_notional_imbalance_top5_ge_0.010522226__p131_mean_cancel_intensity_depth_levels_2_5_ge_0.48293826,172,56,0.37209302325581395,0.35714285714285715,0.27571428571428575,0.7677591931827379,0.6071428571428571,0.5611111111111111,0,strategy_code;buy_sell_signal;order_arrival_stream;live_tagged_fill_model;pnl_replay;profitability_claim,two_feature_threshold_combo,p131_cumulative_notional_imbalance_top5,ge,0.01052222559908239,p131_mean_cancel_intensity_depth_levels_2_5,ge,0.482938261275191,0.2558139534883721
