work_order_id,source_scenario_id,symbol,announcement_time_ist,market_session,diagnostic_trade_date,diagnostic_start_rule,description,status,horizon_seconds,start_ms,entry_ms,exit_ms,entry_delay_ms,holding_ms,forced_exit,entry_mid,exit_mid,mid_return_bps,entry_bid,entry_ask,exit_bid,exit_ask,entry_spread,exit_spread,entry_top5_qty_imbalance,exit_top5_qty_imbalance,entry_l2_l5_qty_imbalance,exit_l2_l5_qty_imbalance,entry_top5_order_imbalance,exit_top5_order_imbalance,quantity,buy_value_inr,sell_value_inr,gross_pnl_inr,zerodha_charges_1x_inr,zerodha_charges_2x_inr,net_pnl_inr,side_flip_net_pnl_inr,initial_capital_inr,fixed_notional_inr,max_concurrent_positions,cost_model_version,cost_profile,capacity_selected
P341_2026-07-08_CIPLA_106690396,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,CIPLA,08-Jul-2026 13:37:12,regular_session,2026-07-08,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783498032000,1783498032499,1783498932998,499,900499,0,1445.8,1439.15,-45.99529672153731,1445.6,1446.0,1439.0,1439.3,0.40000000000009095,0.2999999999999545,0.007481296758104738,0.4774972557628979,-0.031413612565445025,0.5741758241758241,-0.2,-0.42105263157894735,69,99774.0,99291.0,-483.0,82.63944538999999,165.27889077999998,-648.27889078,317.72110922,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-08_LT_106690276,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,LT,08-Jul-2026 12:29:03,regular_session,2026-07-08,first_real_tick_after_announcement,Press Release,filled,900,1783493943000,1783496075001,1783496975243,2132001,900242,0,3977.3,3970.5,-17.097025620396202,3976.7,3977.9,3970.0,3971.0,1.2000000000002728,1.0,-0.4911392405063291,0.15727502102607233,-0.27058823529411763,0.16129032258064516,-0.15384615384615385,-0.18181818181818182,25,99447.5,99250.0,-197.5,82.61590368499999,165.23180736999998,-362.73180736999996,32.268192630000016,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-08_SBIN_106690529,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,SBIN,08-Jul-2026 15:25:29,regular_session,2026-07-08,first_real_tick_after_announcement,Credit Rating,filled,900,1783504529000,1783504532045,1783504799991,3045,267946,1,1017.95,1019.25,12.770764772336111,1017.9,1018.0,1018.6,1019.9,0.10000000000002274,1.2999999999999545,-0.5168189368770764,-0.7058301928618932,-0.48624461385482265,-0.7413206262763785,0.21568627450980393,-0.043478260869565216,98,99764.0,99822.8,58.80000000000291,82.6586638408,165.3173276816,-106.5173276815971,-224.11732768160292,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-09_BHARTIARTL_106691845,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,BHARTIARTL,09-Jul-2026 13:38:41,regular_session,2026-07-09,first_real_tick_after_announcement,Copy of Newspaper Publication,filled,900,1783584521000,1783584521479,1783585421727,479,900248,0,1931.3,1934.5,16.569150313260735,1931.1,1931.5,1934.4,1934.6,0.40000000000009095,0.1999999999998181,-0.06105834464043419,0.8458177278401997,-0.03597122302158273,0.8523137512307187,0.08333333333333333,0.5263157894736842,51,98506.5,98654.40000000001,147.90000000000873,82.5301956254,165.0603912508,-17.160391250791264,-312.9603912508087,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-09_DRREDDY_106691390,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:18:50,regular_session,2026-07-09,first_real_tick_after_announcement,General Updates,filled,900,1783568930000,1783578354989,1783579255736,9424989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.038461538461538464,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-09_DRREDDY_106691463,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,DRREDDY,09-Jul-2026 09:38:43,regular_session,2026-07-09,first_real_tick_after_announcement,Analysts/Institutional Investor Meet/Con. Call Updates,filled,900,1783570123000,1783578354989,1783579255736,8231989,900747,0,1269.25,1273.35,32.30254087059215,1269.0,1269.5,1273.2,1273.5,0.5,0.2999999999999545,-0.4926151172893136,-0.5204110762203825,-0.5253333333333333,-0.5292056074766355,-0.3103448275862069,-0.038461538461538464,78,99021.0,99309.6,288.6000000000058,82.58938442360001,165.17876884720002,123.4212311528058,-453.7787688472058,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,1
P341_2026-07-09_RELIANCE_106691045,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,RELIANCE,08-Jul-2026 19:08:15,post_close,2026-07-09,market_open_next_available_real_l2_day,Other Restructuring,filled,900,1783568700000,1783578354989,1783579255736,9654989,900747,0,1288.6,1291.25,20.56495421387623,1288.5,1288.7,1291.1,1291.4,0.20000000000004547,0.3000000000001819,-0.4714001637618435,0.24898305084745762,-0.47713647584342306,0.2811286809961178,0.24390243902439024,0.4,77,99229.90000000001,99414.7,184.79999999998836,82.60739690759999,165.21479381519998,19.585206184788376,-350.01479381518834,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-09_SBIN_106691111,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,SBIN,08-Jul-2026 20:27:40,post_close,2026-07-09,market_open_next_available_real_l2_day,General Updates,filled,900,1783568700000,1783578354989,1783579255236,9654989,900247,0,1025.85,1025.45,-3.8992055368705327,1025.7,1026.0,1025.4,1025.5,0.2999999999999545,0.09999999999990905,-0.4130484723179417,0.2873182126441112,-0.43515850144092216,0.34830549700016217,-0.23529411764705882,0.52046783625731,97,99522.0,99463.8,-58.19999999999709,82.6289228348,165.2578456696,-223.45784566959708,-107.0578456696029,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-09_SBIN_106691289,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,SBIN,08-Jul-2026 23:59:50,post_close,2026-07-09,market_open_next_available_real_l2_day,General Updates,filled,900,1783568700000,1783578354989,1783579255236,9654989,900247,0,1025.85,1025.45,-3.8992055368705327,1025.7,1026.0,1025.4,1025.5,0.2999999999999545,0.09999999999990905,-0.4130484723179417,0.2873182126441112,-0.43515850144092216,0.34830549700016217,-0.23529411764705882,0.52046783625731,97,99522.0,99463.8,-58.19999999999709,82.6289228348,165.2578456696,-223.45784566959708,-107.0578456696029,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
P341_2026-07-10_ADANIPORTS_106692702,P335_P334_LANE_D_HORIZON_AND_EXIT_MARGIN_SQ0p750_SPQ1p000_DSQ0p500_TOP2_H900_long_only_taker_entry_taker_exit_CAP250000_NOT100000_CONC2_zerodha_2x_all_in_cost_proxy,ADANIPORTS,09-Jul-2026 21:51:40,post_close,2026-07-10,market_open_next_available_real_l2_day,Updates,filled,900,1783655100000,1783655104834,1783656013163,4834,908329,0,1801.15,1816.4499999999998,84.94572911750674,1800.1,1802.2,1816.1,1816.8,2.1000000000001364,0.7000000000000455,0.8681081081081081,-0.41092211280214863,0.8563327032136105,0.17485265225933203,0.5757575757575758,0.16666666666666666,55,99121.0,99885.5,764.5,82.61766713899999,165.23533427799998,599.264665722,-929.735334278,250000.0,100000.0,2,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14,zerodha_2x_all_in_cost_proxy,0
