scenario_id,trade_date,symbol,proxy_symbol,proxy_date,side,side_sign,raw_score,target_l25_imbalance,target_l1_imbalance,source_shift_days,target_only,etf_l1_only,entry_row,exit_row,entry_price,exit_price,quantity,gross_pnl_inr,cost200_inr,net_pnl_inr,cost_model_version
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-01,AXISBANK,BANKBEES,2026-01-01,long,1,0.6549393326425668,0.016579259008627983,0.017743979721166033,0,0,0,21,261,1316.6,1316.6,75,0.0,165.09932188000002,-165.09932188000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-02,AXISBANK,BANKBEES,2026-01-02,long,1,0.6674763025375386,0.015829218704618064,0.015233949945593036,0,0,0,21,261,1317.5,1317.5,75,0.0,165.1134715,-165.1134715,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-05,AXISBANK,BANKBEES,2026-01-05,long,1,0.662129345428605,0.01300041271151465,0.012364760432766615,0,0,0,21,261,1317.0,1317.0,75,0.0,165.10561060000003,-165.10561060000003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-06,AXISBANK,BANKBEES,2026-01-06,long,1,0.6657079019749051,0.019604182225541448,0.019580419580419582,0,0,0,21,261,1319.5,1319.5,75,0.0,165.1449151,-165.1449151,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-07,AXISBANK,BANKBEES,2026-01-07,long,1,0.6231420900698388,0.00492091388400703,0.0052677787532923615,0,0,0,21,261,1303.1,1303.1,76,0.0,165.16023861440001,-165.16023861440001,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-08,AXISBANK,BANKBEES,2026-01-08,long,1,0.660643415086546,0.01606903734563309,0.01560758082497213,0,0,0,21,261,1283.1999999999998,1283.1999999999998,77,0.0,165.1121927936,-165.1121927936,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-09,AXISBANK,BANKBEES,2026-01-09,long,1,0.6633692224678525,0.019100538287897203,0.018205461638491547,0,0,0,21,261,1321.5,1321.5,75,0.0,165.1763587,-165.1763587,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-12,AXISBANK,BANKBEES,2026-01-12,long,1,0.6626777829318188,0.03585320480297649,0.035487959442332066,0,0,0,21,261,1326.9,1326.9,75,0.0,165.26125642,-165.26125642,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-13,AXISBANK,BANKBEES,2026-01-13,long,1,0.6564018367990205,0.019762183888795845,0.020075282308657464,0,0,0,21,261,1317.4,1317.4,75,0.0,165.11189932,-165.11189932,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-14,AXISBANK,BANKBEES,2026-01-14,long,1,0.6833264022323159,0.03444426726199968,0.03345280764635603,0,0,0,21,261,1323.9,1323.9,75,0.0,165.21409101999998,-165.21409101999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-15,AXISBANK,BANKBEES,2026-01-15,long,1,0.6853609081666978,0.04101979774960832,0.04055496264674493,0,0,0,21,261,1346.5,1346.5,74,0.0,165.287144984,-165.287144984,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-16,AXISBANK,BANKBEES,2026-01-16,long,1,0.6562396718837429,0.01812004530011325,0.01696969696969697,0,0,0,21,261,1344.3000000000002,1344.3000000000002,74,0.0,165.2530181968,-165.2530181968,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-19,AXISBANK,BANKBEES,2026-01-19,long,1,0.6694943414536033,0.021196732170457054,0.019834710743801654,0,0,0,21,261,1317.4,1317.4,75,0.0,165.11189932,-165.11189932,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-20,AXISBANK,BANKBEES,2026-01-20,long,1,0.6864705942622586,0.03213042101930991,0.03084223013048636,0,0,0,21,261,1325.9,1325.9,75,0.0,165.24553462,-165.24553462,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-21,AXISBANK,BANKBEES,2026-01-21,long,1,0.6700139375770982,0.020382842963488124,0.01859229747675963,0,0,0,21,261,1319.1,1319.1,75,0.0,165.13862637999998,-165.13862637999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-22,AXISBANK,BANKBEES,2026-01-22,long,1,0.6602521666193587,0.015701377573692787,0.01553829078801332,0,0,0,21,261,1300.1999999999998,1300.1999999999998,76,0.0,165.11403748479998,-165.11403748479998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-23,AXISBANK,BANKBEES,2026-01-23,long,1,0.6611357790660358,0.024881003894418,0.02593192868719611,0,0,0,21,261,1320.9,1320.9,75,0.0,165.16692562,-165.16692562,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-26,AXISBANK,BANKBEES,2026-01-26,long,1,0.67667165419886,0.02153478037942232,0.020486555697823303,0,0,0,21,261,1321.8000000000002,1321.8000000000002,75,0.0,165.18107523999998,-165.18107523999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-27,AXISBANK,BANKBEES,2026-01-27,long,1,0.6704026359200433,0.026744825059534714,0.027434842249657063,0,0,0,21,261,1333.1,1333.1,75,0.0,165.35873158,-165.35873158,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-28,AXISBANK,BANKBEES,2026-01-28,long,1,0.6507721168558189,0.011347517730496455,0.011806375442739079,0,0,0,21,261,1317.9,1317.9,75,0.0,165.11976022000002,-165.11976022000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-29,AXISBANK,BANKBEES,2026-01-29,long,1,0.6897628401880647,0.030136500620457366,0.029216467463479414,0,0,0,21,261,1322.1999999999998,1322.1999999999998,75,0.0,165.18736396,-165.18736396,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-01-30,AXISBANK,BANKBEES,2026-01-30,long,1,0.6743125382649581,0.02378870036732552,0.023591087811271297,0,0,0,21,261,1321.8000000000002,1321.8000000000002,75,0.0,165.18107523999998,-165.18107523999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-02,AXISBANK,BANKBEES,2026-02-02,long,1,0.6926674049789291,0.013764510779436153,0.012422360248447204,0,0,0,21,261,1328.0,1328.0,75,0.0,165.27855040000003,-165.27855040000003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-03,AXISBANK,BANKBEES,2026-02-03,long,1,0.6709568833823685,0.01670601053205012,0.0163265306122449,0,0,0,21,261,1322.0,1322.0,75,0.0,165.18421960000003,-165.18421960000003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-04,AXISBANK,BANKBEES,2026-02-04,long,1,0.636785646331437,0.0008939974457215837,0.0,0,0,0,21,261,1313.1999999999998,1313.1999999999998,76,0.0,165.32114599679997,-165.32114599679997,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-05,AXISBANK,BANKBEES,2026-02-05,long,1,0.6514785010330668,0.013522112631244034,0.014302741358760428,0,0,0,21,261,1316.0,1316.0,75,0.0,165.0898888,-165.0898888,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-06,AXISBANK,BANKBEES,2026-02-06,long,1,0.6367607120878909,0.007057716436637391,0.007050528789659225,0,0,0,21,261,1316.4,1316.4,75,0.0,165.09617752,-165.09617752,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-09,AXISBANK,BANKBEES,2026-02-09,long,1,0.661161096771451,0.0223666314039595,0.022650056625141562,0,0,0,21,261,1321.1999999999998,1321.1999999999998,75,0.0,165.17164215999998,-165.17164215999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-10,AXISBANK,BANKBEES,2026-02-10,long,1,0.695711318106023,0.03789050417568821,0.03707995365005794,0,0,0,21,261,1327.6999999999998,1327.6999999999998,75,0.0,165.27383386,-165.27383386,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-11,AXISBANK,BANKBEES,2026-02-11,long,1,0.6596451812224974,0.016579259008627983,0.017743979721166033,0,0,0,21,261,1319.5,1319.5,75,0.0,165.1449151,-165.1449151,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-12,AXISBANK,BANKBEES,2026-02-12,long,1,0.6682162619551792,0.02228596646072374,0.019834710743801654,0,0,0,21,261,1322.5,1322.5,75,0.0,165.1920805,-165.1920805,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-13,AXISBANK,BANKBEES,2026-02-13,long,1,0.6574185538271161,0.013465346534653465,0.013847675568743818,0,0,0,21,261,1317.5,1317.5,75,0.0,165.1134715,-165.1134715,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-16,AXISBANK,BANKBEES,2026-02-16,long,1,0.6493614912153113,0.010032965457933208,0.010741138560687433,0,0,0,21,261,1317.8000000000002,1317.8000000000002,75,0.0,165.11818804000004,-165.11818804000004,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-17,AXISBANK,BANKBEES,2026-02-17,long,1,0.6601798706556947,0.015170088875268158,0.013777267508610792,0,0,0,21,261,1316.3000000000002,1316.3000000000002,75,0.0,165.09460534,-165.09460534,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-18,AXISBANK,BANKBEES,2026-02-18,long,1,0.66860661268556,0.027564102564102563,0.0288,0,0,0,21,261,1319.4,1319.4,75,0.0,165.14334292,-165.14334292,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-19,AXISBANK,BANKBEES,2026-02-19,long,1,0.6434058271878415,0.008214381901427417,0.008072653884964682,0,0,0,21,261,1314.3000000000002,1314.3000000000002,76,0.0,165.33867056320003,-165.33867056320003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-20,AXISBANK,BANKBEES,2026-02-20,long,1,0.6765257415615411,0.026764405046027957,0.02554278416347382,0,0,0,21,261,1320.9,1320.9,75,0.0,165.16692562,-165.16692562,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-23,AXISBANK,BANKBEES,2026-02-23,long,1,0.6514081181170013,0.015401540154015401,0.014134275618374558,0,0,0,21,261,1319.5,1319.5,75,0.0,165.1449151,-165.1449151,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-24,AXISBANK,BANKBEES,2026-02-24,long,1,0.6820188870500078,0.02596840510711967,0.02593192868719611,0,0,0,21,261,1320.3,1320.3,75,0.0,165.15749254,-165.15749254,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-25,AXISBANK,BANKBEES,2026-02-25,long,1,0.6581681996641673,0.019198818534244048,0.019363762102351315,0,0,0,21,261,1318.1,1318.1,75,0.0,165.12290458,-165.12290458,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-26,AXISBANK,BANKBEES,2026-02-26,long,1,0.6495654727406168,0.010858090785703513,0.011299435028248588,0,0,0,21,261,1316.1,1316.1,75,0.0,165.09146098000002,-165.09146098000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-02-27,AXISBANK,BANKBEES,2026-02-27,long,1,0.643251098488426,0.009854014598540146,0.010938924339106655,0,0,0,21,261,1315.2,1315.2,76,0.0,165.3530088448,-165.3530088448,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-02,AXISBANK,BANKBEES,2026-03-02,long,1,0.65669728086409,0.013104013104013105,0.014723926380368098,0,0,0,21,261,1317.4,1317.4,75,0.0,165.11189932,-165.11189932,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-03,AXISBANK,BANKBEES,2026-03-03,long,1,0.7000755112320406,0.044889779559118236,0.044044044044044044,0,0,0,21,261,1299.5,1299.5,76,0.0,165.102885488,-165.102885488,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-04,AXISBANK,BANKBEES,2026-03-04,long,1,0.6732171320535756,0.02948094715383409,0.03055229142185664,0,0,0,21,261,1339.1,1339.1,74,0.0,165.17235488160003,-165.17235488160003,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-05,AXISBANK,BANKBEES,2026-03-05,long,1,0.6672953845359558,0.020627344016365495,0.020434227330779056,0,0,0,21,261,1317.9,1317.9,75,0.0,165.11976022000002,-165.11976022000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-06,AXISBANK,BANKBEES,2026-03-06,long,1,0.6641164136371166,0.023924164911224798,0.02480270574971815,0,0,0,21,261,1318.6,1318.6,75,0.0,165.13076547999998,-165.13076547999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-09,AXISBANK,BANKBEES,2026-03-09,long,1,0.6842320272055797,0.03393939393939394,0.03372243839169909,0,0,0,21,261,1325.6999999999998,1325.6999999999998,75,0.0,165.24239026,-165.24239026,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-10,AXISBANK,BANKBEES,2026-03-10,long,1,0.6619663132566358,0.020382842963488124,0.01859229747675963,0,0,0,21,261,1321.1999999999998,1321.1999999999998,75,0.0,165.17164215999998,-165.17164215999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-11,AXISBANK,BANKBEES,2026-03-11,long,1,0.6719029449294378,0.02629176556509038,0.027359781121751026,0,0,0,21,261,1321.6,1321.6,75,0.0,165.17793088,-165.17793088,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-12,AXISBANK,BANKBEES,2026-03-12,long,1,0.6594865942314349,0.015479387142631496,0.014201183431952662,0,0,0,21,261,1351.4,1351.4,73,0.0,165.07986877279998,-165.07986877279998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-13,AXISBANK,BANKBEES,2026-03-13,long,1,0.7164651587351475,0.0480164751788424,0.047116165718927704,0,0,0,21,261,1329.3,1329.3,75,0.0,165.29898874,-165.29898874,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-16,AXISBANK,BANKBEES,2026-03-16,long,1,0.6667262075728797,0.024967433782023447,0.026016260162601626,0,0,0,21,261,1322.6,1322.6,75,0.0,165.19365268,-165.19365268,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-17,AXISBANK,BANKBEES,2026-03-17,long,1,0.6712203779947211,0.02272296913463359,0.02269503546099291,0,0,0,21,261,1321.9,1321.9,75,0.0,165.18264742000002,-165.18264742000002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-18,AXISBANK,BANKBEES,2026-03-18,long,1,0.6390000781105761,0.007993197278911564,0.007643312101910828,0,0,0,21,261,1316.0,1316.0,75,0.0,165.0898888,-165.0898888,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-19,AXISBANK,BANKBEES,2026-03-19,long,1,0.6617912073378557,0.00706951691634405,0.007566204287515763,0,0,0,21,261,1313.6,1313.6,76,0.0,165.3275185664,-165.3275185664,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-20,AXISBANK,BANKBEES,2026-03-20,long,1,0.6571225746961185,0.014294892386765179,0.01444043321299639,0,0,0,21,261,1315.9,1315.9,75,0.0,165.08831662,-165.08831662,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-23,AXISBANK,BANKBEES,2026-03-23,long,1,0.6616471934957864,0.01957765068191817,0.019769357495881382,0,0,0,21,261,1317.4,1317.4,75,0.0,165.11189932,-165.11189932,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-24,AXISBANK,BANKBEES,2026-03-24,long,1,0.6614450232587766,0.017076753580609623,0.016506189821182942,0,0,0,21,261,1317.4,1317.4,75,0.0,165.11189932,-165.11189932,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-25,AXISBANK,BANKBEES,2026-03-25,long,1,0.6536197859670242,0.02621527777777778,0.02860858257477243,0,0,0,21,261,1321.6999999999998,1321.6999999999998,75,0.0,165.17950306,-165.17950306,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-26,AXISBANK,BANKBEES,2026-03-26,long,1,0.6541301191900021,0.010674695497468181,0.012307692307692308,0,0,0,21,261,1314.5,1314.5,76,0.0,165.34185684800002,-165.34185684800002,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-27,AXISBANK,BANKBEES,2026-03-27,long,1,0.6684872584749603,0.019909972299168976,0.020752269779507133,0,0,0,21,261,1319.4,1319.4,75,0.0,165.14334292,-165.14334292,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-30,AXISBANK,BANKBEES,2026-03-30,long,1,0.6995053010203608,0.03172623995566639,0.03115264797507788,0,0,0,21,261,1323.6,1323.6,75,0.0,165.20937447999998,-165.20937447999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-03-31,AXISBANK,BANKBEES,2026-03-31,long,1,0.6758654140623508,0.02689445196211096,0.025348542458808618,0,0,0,21,261,1323.6,1323.6,75,0.0,165.20937447999998,-165.20937447999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-04-01,AXISBANK,BANKBEES,2026-04-01,long,1,0.6913714765291443,0.03947196444909162,0.039177277179236046,0,0,0,21,261,1326.5,1326.5,75,0.0,165.25496769999998,-165.25496769999998,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-04-02,AXISBANK,BANKBEES,2026-04-02,long,1,0.6594526836759674,0.02521119324181626,0.025717111770524232,0,0,0,21,261,1320.4,1320.4,75,0.0,165.15906472,-165.15906472,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
P455_contiguous_cross_asset_etf_pressure_primary,2026-04-03,AXISBANK,BANKBEES,2026-04-03,long,1,0.6675137055704796,0.02632028713040506,0.02560819462227913,0,0,0,21,261,1323.0,1323.0,75,0.0,165.1999414,-165.1999414,zerodha_equity_intraday_nse_order_formula_v2_2026_07_14
