trade_date,symbol,row_count,entry_row,source_ret_bps,event_l1_imbalance,event_l25_imbalance,event_spread_bps
2026-01-01,AXISBANK,271,21,0.0,0.017743979721166033,0.016579259008627983,1.519064256418392
2026-01-01,BANKBEES,271,21,0.0,0.3227445997458704,0.3233248515691264,3.5059016010290054
2026-01-01,HCLTECH,271,21,0.0,-0.29733163913595934,-0.2983378561736771,2.4630541871936114
2026-01-01,HDFCBANK,271,21,0.0,-0.5784919653893696,-0.5781224220425673,1.2260912211871353
2026-01-01,ICICIBANK,271,21,0.0,-0.37670384138785623,-0.37650951199338295,1.426228339157423
2026-01-01,INFY,271,21,0.0,-0.17888198757763976,-0.179210875331565,1.8153762367254742
2026-01-01,ITBEES,271,21,0.0,0.7334137515078407,0.735426731078905,3.1210986267182013
2026-01-01,NIFTYBEES,271,21,0.0,0.6196078431372549,0.6194381434304659,1.4558689717912146
2026-01-01,RELIANCE,271,21,0.0,0.436498150431566,0.43672864900444297,1.54213894671945
2026-01-01,TCS,271,21,0.0,-0.0050568900126422255,-0.008776371308016877,1.8368002938884647
2026-01-02,AXISBANK,271,21,0.0,0.015233949945593036,0.015829218704618064,3.795066413662239
2026-01-02,BANKBEES,271,21,0.0,0.33070866141732286,0.3297808465926148,5.838393274171327
2026-01-02,HCLTECH,271,21,0.0,-0.30484037075180226,-0.30470038482682793,4.935022207599187
2026-01-02,HDFCBANK,271,21,0.0,-0.5717514124293785,-0.5717948717948718,3.053248656570591
2026-01-02,ICICIBANK,271,21,0.0,-0.37037037037037035,-0.369627078029055,3.564554074285307
2026-01-02,INFY,271,21,0.0,-0.20853080568720378,-0.20766409510560263,4.570801718621446
2026-01-02,ITBEES,271,21,0.0,0.7386990077177509,0.7388169511477339,6.234413965088256
2026-01-02,NIFTYBEES,271,21,0.0,0.6232044198895028,0.6229169738976552,3.6354382520821154
2026-01-02,RELIANCE,271,21,0.0,0.44419391206313413,0.44484574868322047,3.0776332999930056
2026-01-02,TCS,271,21,0.0,-0.006528835690968444,-0.00943944234679059,3.6682103718656602
2026-01-05,AXISBANK,271,21,0.0,0.012364760432766615,0.01300041271151465,1.518602885344101
2026-01-05,BANKBEES,271,21,0.0,0.32727272727272727,0.32781456953642385,3.009278609045619
2026-01-05,HCLTECH,271,21,0.0,-0.29421487603305785,-0.29529905098212317,2.4614374794876475
2026-01-05,HDFCBANK,271,21,0.0,-0.5775729646697388,-0.5789581624282198,1.2232415902129548
2026-01-05,ICICIBANK,271,21,0.0,-0.3681592039800995,-0.36824623560673164,1.4226774790158305
2026-01-05,INFY,271,21,0.0,-0.1884297520661157,-0.18759655705142353,1.8173557473858981
2026-01-05,ITBEES,271,21,0.0,0.7361769352290679,0.7374525516659637,3.1181789834752465
2026-01-05,NIFTYBEES,271,21,0.0,0.6189683860232945,0.6207509442346145,1.0923788369796714
2026-01-05,RELIANCE,271,21,0.0,0.4354587869362364,0.4367863815652896,1.5447594037232217
2026-01-05,TCS,271,21,0.0,-0.006482982171799027,-0.007142857142857143,1.3785497656452863
2026-01-06,AXISBANK,271,21,0.0,0.019580419580419582,0.019604182225541448,1.5157256536553096
2026-01-06,BANKBEES,271,21,0.0,0.32716927453769556,0.3279529054310672,3.501867662752179
2026-01-06,HCLTECH,271,21,0.0,-0.2913719943422914,-0.2923512747875354,2.453185051925378
2026-01-06,HDFCBANK,271,21,0.0,-0.5737931034482758,-0.5748480942736144,1.2249647822627885
2026-01-06,ICICIBANK,271,21,0.0,-0.3706777316735823,-0.3716765140324963,1.424095699231312
2026-01-06,INFY,271,21,0.0,-0.18723404255319148,-0.18632834690399547,1.8124150430432089
2026-01-06,ITBEES,271,21,0.0,0.7393103448275862,0.7384020618556701,3.116235587409788
2026-01-06,NIFTYBEES,271,21,0.0,0.6195190947666195,0.619973569945252,1.4590020426036063
2026-01-06,RELIANCE,271,21,0.0,0.44039270687237025,0.4419692998876825,1.539408866995424
2026-01-06,TCS,271,21,0.0,-0.005625879043600563,-0.0069470521967705595,1.8382352941159752
2026-01-07,AXISBANK,271,21,0.0,0.0052677787532923615,0.00492091388400703,3.8370040672243113
2026-01-07,BANKBEES,271,21,0.0,0.31037489102005233,0.31034081656391765,8.38518170688759
2026-01-07,HCLTECH,271,21,0.0,-0.31479897348160824,-0.3134345394361374,4.9954208642089455
2026-01-07,HDFCBANK,271,21,0.0,-0.595256312165264,-0.5952429563086974,3.085848299697587
2026-01-07,ICICIBANK,271,21,0.0,-0.3968379446640316,-0.396160742537707,3.591695998850658
2026-01-07,INFY,271,21,0.0,-0.22422874341610233,-0.22375025095362377,4.577077993409008
2026-01-07,ITBEES,271,21,0.0,0.7292539815590947,0.7301196734146068,6.249999999999867
2026-01-07,NIFTYBEES,271,21,0.0,0.6027178257394085,0.6026666666666667,3.6724201248631188
2026-01-07,RELIANCE,271,21,0.0,0.41189591078066917,0.41186390239063586,3.1082446188504433
2026-01-07,TCS,271,21,0.0,-0.03111495246326707,-0.027559963099630998,3.728213253796845
2026-01-08,AXISBANK,271,21,0.0,0.01560758082497213,0.01606903734563309,2.3379052369073765
2026-01-08,BANKBEES,271,21,0.0,0.3275663206459054,0.3263044482068647,4.41178965944362
2026-01-08,HCLTECH,271,21,0.0,-0.29768467475192945,-0.2991465567981165,3.3288948069229662
2026-01-08,HDFCBANK,271,21,0.0,-0.5755879059350504,-0.5759976087281423,1.842072946088386
2026-01-08,ICICIBANK,271,21,0.0,-0.37374860956618466,-0.3744617668893838,2.189461392497114
2026-01-08,INFY,271,21,0.0,-0.19079685746352412,-0.19188136608747752,2.800074668657406
2026-01-08,ITBEES,271,21,0.0,0.730883813306852,0.7316459051152928,3.2154340836017887
2026-01-08,NIFTYBEES,271,21,0.0,0.6180159635119726,0.6187794856186273,1.8325087044167623
2026-01-08,RELIANCE,271,21,0.0,0.4362050163576881,0.4366996507566938,2.334993773349584
2026-01-08,TCS,271,21,0.0,-0.007033997655334115,-0.0065717415115005475,2.302873986735446
2026-01-09,AXISBANK,271,21,0.0,0.018205461638491547,0.019100538287897203,1.5134317063928726
2026-01-09,BANKBEES,271,21,0.0,0.3258278145695364,0.3269094766619519,3.6696635585732897
2026-01-09,HCLTECH,271,21,0.0,-0.29357798165137616,-0.2924610809865314,2.4572037021865385
2026-01-09,HDFCBANK,271,21,0.0,-0.5714285714285714,-0.5735783027121609,1.2215978499880618
2026-01-09,ICICIBANK,271,21,0.0,-0.3716129032258065,-0.37198483804272914,1.4256183619648262
2026-01-09,INFY,271,21,0.0,-0.18823529411764706,-0.1897784754927612,1.8165304268829983
2026-01-09,ITBEES,271,21,0.0,0.7404479578392622,0.7412944073162153,3.1172069825430206
2026-01-09,NIFTYBEES,271,21,0.0,0.6202365308804205,0.6202420627960007,1.454386794168653
2026-01-09,RELIANCE,271,21,0.0,0.4420772303595206,0.4432201883774658,1.537397186563498
2026-01-09,TCS,271,21,0.0,-0.012610340479192938,-0.012285425782564793,1.8392495861692613
2026-01-12,AXISBANK,271,21,0.0,0.035487959442332066,0.03585320480297649,1.507272590248289
2026-01-12,BANKBEES,271,21,0.0,0.32108843537414966,0.32237559026516527,3.50116705568394
2026-01-12,HCLTECH,271,21,0.0,-0.27672955974842767,-0.27866375692462647,2.451581269918727
2026-01-12,HDFCBANK,271,21,0.0,-0.5616264294790343,-0.5628498727735369,1.2153621779292993
2026-01-12,ICICIBANK,271,21,0.0,-0.3574144486692015,-0.3569615970225004,1.420959147423219
2026-01-12,INFY,271,21,0.0,-0.17358490566037735,-0.17324156454591239,1.811594202896903
2026-01-12,ITBEES,271,21,0.0,0.7443708609271523,0.7445190947666195,3.0998140111587134
2026-01-12,NIFTYBEES,271,21,0.0,0.6179310344827587,0.6186003683241252,1.453118756131088
2026-01-12,RELIANCE,271,21,0.0,0.45579078455790784,0.45670599966760844,1.534566101435168
2026-01-12,TCS,271,21,0.0,0.007585335018963337,0.00810126582278481,1.8251505749228456
2026-01-13,AXISBANK,271,21,0.0,0.020075282308657464,0.019762183888795845,1.518141794443946
2026-01-13,BANKBEES,271,21,0.0,0.32313341493268055,0.3232603724273113,4.178435927863482
2026-01-13,HCLTECH,271,21,0.0,-0.30133657351154314,-0.3008433344145313,3.288121660502186
2026-01-13,HDFCBANK,271,21,0.0,-0.5717916137229987,-0.5734396200814111,1.2207776353539979
2026-01-13,ICICIBANK,271,21,0.0,-0.3713927227101631,-0.3714620666555016,1.423487544482691
2026-01-13,INFY,271,21,0.0,-0.193390452876377,-0.19330065359477125,1.8163654527295021
2026-01-13,ITBEES,271,21,0.0,0.7381242387332522,0.7377662168753049,3.1181789834752465
2026-01-13,NIFTYBEES,271,21,0.0,0.619108280254777,0.6202380952380953,1.819703752229551
2026-01-13,RELIANCE,271,21,0.0,0.44218551461245237,0.44206955046649704,1.542495758137016
2026-01-13,TCS,271,21,0.0,-0.012150668286755772,-0.012647964974866224,2.3007546475243883
2026-01-14,AXISBANK,271,21,0.0,0.03345280764635603,0.03444426726199968,1.5106881184382919
2026-01-14,BANKBEES,271,21,0.0,0.33375474083438683,0.333052134300658,3.505433421802506
2026-01-14,HCLTECH,271,21,0.0,-0.2783625730994152,-0.27989384951607865,2.446183953032897
2026-01-14,HDFCBANK,271,21,0.0,-0.5606595995288575,-0.5624213836477987,1.2186947778931538
