shard_index,trade_date,symbol,strategy_id,side,spread_bucket,imbalance_bucket,replenishment_bucket,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,adverse_selection_rate,cost_clearing_rate,mean_after_cost_bps_if_touched,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance
4,2026-01-01,BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,360,0.9718745945134596,0.979473076687867,-8.571725176063033,-7.04756693115649,1.0,0.0,-16.83984517606303,-30.030030030028243,-0.24621041141759115,3.4625739761505234,0.3261010550215824
4,2026-01-01,BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2620,1.0055566888882195,1.0,-12.090837383167475,-8.634454048285779,1.0,0.0,-20.358957383167535,-58.43017061937572,-0.2458009012695772,3.4618165688461637,0.3288114341284761
4,2026-01-01,BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,1890,1.0091917186081614,1.0,-17.56574108353845,-13.211557240508931,1.0,0.0,-25.833861083538466,-103.34657865822882,-0.24621041141759115,3.453712205727205,0.3276343782244088
4,2026-01-01,BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,880,0.9712265487538307,0.9772727272727273,-10.818306696697627,-8.630424720346141,1.0,0.0,-19.08642669669762,-58.43017061937572,-0.2458009012695772,3.4625923439447193,0.32826488927776126
8,2026-01-01,CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2780,1.006003263595205,1.0,-19.989946446876417,-13.697691938908685,1.0,0.0,-28.2580664468764,-142.93493057446204,-0.6806425265459826,2.7546079179304597,0.568990196807503
8,2026-01-01,CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2110,1.0097138052632366,1.0,-24.909873123027218,-17.111567419575422,1.0,0.0,-33.17799312302708,-164.8844429113494,0.0,2.742449247041637,0.5693782754623462
8,2026-01-01,CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,820,0.9608189362157855,0.9704142011834319,-18.815395064923912,-9.5700321279657,1.0,0.0,-27.083515064923898,-142.93493057446204,-0.6806425265459826,2.7516665339199666,0.5675487621428806
8,2026-01-01,CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,440,0.9620516336207736,0.9703669513039465,-18.253897085473533,-9.669986249946083,1.0,0.0,-26.522017085473557,-164.8844429113494,0.0,2.7501145110634475,0.5702968386707478
11,2026-01-01,HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,160,0.9564737610039925,0.9703768453768453,-14.332944413403549,-15.621590014245346,1.0,0.0,-22.601064413403513,-26.04897206748724,-4.4054627738387975,2.4054277904430448,0.30404985355811515
11,2026-01-01,HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,440,1.006847697756788,1.0,-31.330420566076764,-15.621590014245346,1.0,0.0,-39.598540566076736,-157.5902653101935,-4.4054627738387975,2.4033016451475167,0.30279382399209204
