symbol,strategy_id,side,replenishment_bucket,shard_symbol_label_rows,symbols,trade_dates,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,mean_after_cost_bps_if_touched,mean_adverse_selection_rate,mean_cost_clearing_rate,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance,label_candidate
JUNIORBEES,P68_JOIN_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,700,0.9680421017583326,0.9670658682634731,-7.031989421761072,-4.991424987841331,-15.300109421761062,1.0,0.0,-27.834360252532164,0.0,3.5568038444213608,0.6969021718618804,False
BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,360,0.9718745945134596,0.979473076687867,-8.571725176063033,-7.04756693115649,-16.83984517606303,1.0,0.0,-30.030030030028243,-0.24621041141759115,3.4625739761505234,0.3261010550215824,False
ULTRACEMCO,P68_JOIN_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,480,0.9651308771349816,0.9706390328151986,-9.888455953178852,-9.311600495309214,-18.156575953178834,1.0,0.0,-26.646364674534073,-1.266517499050046,2.5429883806387994,0.4358632012053964,False
NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,2,1,1,480,0.9386918146747785,0.939142106203207,-10.126965008180626,-4.426588569921841,-18.395085008180637,1.0,0.0,-222.90388548057317,0.0,2.730360824855822,0.40740773317492646,False
BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,880,0.9712265487538307,0.9772727272727273,-10.818306696697627,-8.630424720346141,-19.08642669669762,1.0,0.0,-58.43017061937572,-0.2458009012695772,3.4625923439447193,0.32826488927776126,False
NIFTYBEES,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,840,0.9704759701475267,0.983103448275862,-11.219731620132814,-6.086696377298195,-19.487851620132822,1.0,0.0,-71.40307033202453,-1.0712372790566693,1.433167792105704,0.6224364057459404,False
RELIANCE,P68_JOIN_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,520,0.9498508348422309,0.9655430733878136,-11.97557444793324,-8.32807384013201,-20.24369444793326,1.0,0.0,-76.06567254104691,0.0,1.5086132123606288,0.44406102591292523,False
BANKBEES,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,2620,1.0055566888882195,1.0,-12.090837383167475,-8.634454048285779,-20.358957383167535,1.0,0.0,-58.43017061937572,-0.2458009012695772,3.4618165688461637,0.3288114341284761,False
ITC,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,740,0.971357964753468,0.9748743718592965,-12.935615582572828,-11.31024882547571,-21.203735582572808,1.0,0.0,-43.35515837904702,-0.8727526618967918,1.7562153751030438,0.5090768983467477,False
NESTLEIND,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,2,1,1,2070,1.0049920938342858,1.0,-13.070273960094847,-8.92266148061427,-21.338393960094844,1.0,0.0,-222.90388548057317,0.0,2.7327190717820047,0.40660358097453675,False
ICICIBANK,P68_FADE_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,540,0.9480566198541809,0.952755905511811,-13.27679843229525,-8.28958275766678,-21.54491843229528,1.0,0.0,-58.76180482686344,-1.1102230246251565e-12,1.389688288056203,0.3662480989351922,False
JUNIORBEES,P68_JOIN_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,3100,1.0062193253416731,1.0,-13.85829943458818,-8.963514707739373,-22.12641943458819,1.0,0.0,-106.5420087159219,0.0,3.561123542792356,0.6971942598994657,False
HCLTECH,P68_FADE_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,160,0.9564737610039925,0.9703768453768453,-14.332944413403549,-15.621590014245346,-22.601064413403513,1.0,0.0,-26.04897206748724,-4.4054627738387975,2.4054277904430448,0.30404985355811515,False
ITBEES,P68_JOIN_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,400,0.964060532220799,0.9699721585325909,-14.466595442644454,-7.693614442071395,-22.73471544264445,1.0,0.0,-78.52193995381174,-1.5368065160581423,3.083179379099828,0.7397042166665088,False
ITBEES,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,540,0.9620631056668567,0.970873786407767,-14.472869101362415,-10.825858335909988,-22.74098910136243,1.0,0.0,-38.461538461538325,-1.5384615384628209,3.09619926390936,0.7406432013619133,False
HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,640,0.9640618992764132,0.9675303283073866,-14.97910664532173,-9.51504517715529,-23.247226645321728,0.9375,0.0,-105.3885084846684,2.220446049250313e-12,1.1992875688979319,0.57111786487714,False
ITBEES,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,2510,1.0072128788499684,1.0,-15.727105691925782,-10.825858335909988,-23.995225691925707,1.0,0.0,-78.50985221674934,-1.5379883112898174,3.0906111916617567,0.7414302657275947,False
SUNPHARMA,P68_JOIN_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,280,0.9581061881146913,0.9570627333151234,-16.11811025251344,-12.442881140249385,-24.386230252513442,1.0,0.0,-74.07783246232702,0.0,2.0489605971396414,0.30531724060551135,False
ICICIBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,760,0.9567231372867878,0.9644540860429549,-16.929459285942574,-11.117231886118017,-25.197579285942606,1.0,0.0,-61.99628022318549,-2.075693627622277,1.3965985205357876,0.3681180516780693,False
RELIANCE,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,780,0.9552976185957136,0.9547511312217195,-17.09023148289847,-12.131321555842733,-25.358351482898467,1.0,0.0,-87.11978971085222,-2.2431583669824118,1.512413436414425,0.4442354829134911,False
ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,2,1,1,760,0.8960126998769521,0.9056827183093243,-17.142772881003893,-11.207102841400973,-25.41089288100389,1.0,0.0,-152.47508025004186,-0.422083403680551,2.5456084167904978,0.4132363901583601,False
ITC,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,2760,1.0072368390295088,1.0,-17.2616320388537,-13.114180800841702,-25.52975203885378,1.0,0.0,-76.16879705830692,-0.8727526618967918,1.7558801706857992,0.5099502040970413,False
ULTRACEMCO,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,2,1,1,2690,1.0051297771202097,1.0,-17.429893858653145,-14.350766168226837,-25.69801385865321,1.0,0.0,-152.47508025004186,-0.422083403680551,2.545988215406922,0.4144521289976049,False
BANKBEES,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,1890,1.0091917186081614,1.0,-17.56574108353845,-13.211557240508931,-25.833861083538466,1.0,0.0,-103.34657865822882,-0.24621041141759115,3.453712205727205,0.3276343782244088,False
NIFTYBEES,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,2860,1.0050349334957882,1.0,-17.5808934822938,-14.62405478670381,-25.849013482293763,1.0,0.0,-114.24083395808692,-1.0710460549812062,1.4350557418267837,0.6220137744553943,False
SUNPHARMA,P68_JOIN_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,1170,1.0089010650008123,1.0,-17.673363819403686,-16.258510313992282,-25.94148381940371,1.0,0.0,-74.07783246232702,0.0,2.0467711904949044,0.30556602163904745,False
CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,440,0.9620516336207736,0.9703669513039465,-18.253897085473533,-9.669986249946083,-26.522017085473557,1.0,0.0,-164.8844429113494,0.0,2.7501145110634475,0.5702968386707478,False
ITC,P68_JOIN_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,560,0.9610158385504227,0.9733305782373303,-18.701718866239542,-7.963897000266007,-26.96983886623951,1.0,0.0,-196.7987404880589,-0.8731336767675568,1.75208932658224,0.5111665666921729,False
CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,820,0.9608189362157855,0.9704142011834319,-18.815395064923912,-9.5700321279657,-27.083515064923898,1.0,0.0,-142.93493057446204,-0.6806425265459826,2.7516665339199666,0.5675487621428806,False
JUNIORBEES,P68_FADE_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,1780,1.0069818203126115,1.0,-18.953325641714173,-13.66120218579181,-27.221445641714077,1.0,0.0,-194.0877119874729,0.0,3.550511100113417,0.6972160849346106,False
NESTLEIND,P68_FADE_IMBALANCE_REPLENISH,-1,R02_partial_0p50_1p00,1,1,1,640,0.9645332144342269,0.9665113416564093,-19.13249600190132,-13.092353407520019,-27.40061600190138,1.0,0.0,-196.23875715453764,0.0,2.7452038339302574,0.41099848347316553,False
ITBEES,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,1950,1.0116560970329656,1.0,-19.207823471667474,-13.942680092949855,-27.47594347166744,1.0,0.0,-78.52193995381174,-1.5368065160581423,3.0859559598915385,0.7405596971870371,False
CIPLA,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,2780,1.006003263595205,1.0,-19.989946446876417,-13.697691938908685,-28.2580664468764,1.0,0.0,-142.93493057446204,-0.6806425265459826,2.7546079179304597,0.568990196807503,False
ITC,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,1890,1.0090952438330048,1.0,-20.04038370102149,-14.934551524202755,-28.308503701021568,1.0,0.0,-196.7987404880589,-0.8731336767675568,1.7511546177413844,0.5101748431547097,False
NESTLEIND,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,2710,1.0067807829228823,1.0,-20.144340700366495,-13.852334118299447,-28.41246070036648,1.0,0.0,-196.23875715453764,0.0,2.744674401951343,0.41292447884817257,False
ICICIBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,2940,1.0103318375811794,1.0,-20.567289676788697,-14.509776825814003,-28.835409676788796,1.0,0.0,-69.87143655673434,-1.1102230246251565e-12,1.3960196726157486,0.36758416696153123,False
NIFTYBEES,P68_JOIN_IMBALANCE_REPLENISH,1,R02_partial_0p50_1p00,1,1,1,440,0.969334791018372,0.9705426356589147,-20.928024634522394,-7.883361205906492,-29.196144634522394,1.0,0.0,-214.7588859605376,-1.426991545075973,1.429465853199916,0.6196607204124878,False
RELIANCE,P68_FADE_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,2670,1.007511085758713,1.0,-21.14790730198327,-16.47940074906429,-29.41602730198322,1.0,0.0,-87.11978971085222,-2.2431583669824118,1.5135396892782338,0.4445689432833238,False
NIFTYBEES,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,1910,1.0104382003830619,1.0,-21.959846132739077,-13.55883822165116,-30.22796613273908,1.0,0.0,-214.7588859605376,-1.426991545075973,1.4305010422207352,0.6205640772347208,False
HDFCBANK,P68_JOIN_IMBALANCE_REPLENISH,-1,R03_rebuilt_1p00_1p50,1,1,1,2860,1.010332096055484,1.0,-24.233787527213654,-17.401740174017853,-32.50190752721375,0.9790209790209791,0.0,-213.43638525564867,2.220446049250313e-12,1.1994977838228154,0.571257885509214,False
CIPLA,P68_JOIN_IMBALANCE_REPLENISH,1,R03_rebuilt_1p00_1p50,1,1,1,2110,1.0097138052632366,1.0,-24.909873123027218,-17.111567419575422,-33.17799312302708,1.0,0.0,-164.8844429113494,0.0,2.742449247041637,0.5693782754623462,False
