strategy_id,side,spread_bucket,imbalance_bucket,replenishment_bucket,shard_symbol_label_rows,symbols,trade_dates,inferred_touches,mean_replenishment_ratio,median_replenishment_ratio,mean_gross_bps_if_touched,median_gross_bps_if_touched,mean_after_cost_bps_if_touched,mean_adverse_selection_rate,mean_cost_clearing_rate,worst_gross_bps_if_touched,best_gross_bps_if_touched,mean_spread_bps,mean_abs_l1_imbalance,label_candidate
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,2,2,1,400,0.940018929909791,0.9438181709969947,-4.967897781047423,-4.2058186585941515,-13.236017781047423,1.0,0.0,-30.030030030028243,-0.24621041141759115,3.0951713306825432,0.36305052751079125,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,700,0.9680421017583326,0.9670658682634731,-7.031989421761072,-4.991424987841331,-15.300109421761062,1.0,0.0,-27.834360252532164,0.0,3.5568038444213608,0.6969021718618804,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2,2,1,1950,1.0045958593040807,1.0,-9.464905734785132,-7.287813813270372,-17.73302573478514,1.0,0.0,-103.34657865822882,-0.24621041141759115,3.0907404454708836,0.3638171891122045,False
P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,840,0.9704759701475267,0.983103448275862,-11.219731620132814,-6.086696377298195,-19.487851620132822,1.0,0.0,-71.40307033202453,-1.0712372790566693,1.433167792105704,0.6224364057459404,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R02_partial_0p50_1p00,2,2,1,920,0.9027115178003952,0.9057346070598433,-11.965194649296816,-10.871253661121072,-20.233314649296815,1.0,0.0,-58.43017061937572,-0.2458009012695772,3.002374894114552,0.36001096559929047,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,2,2,1,2680,1.0027783444441098,1.0,-12.60145999253174,-10.87326832509089,-20.86957999253176,1.0,0.0,-58.43017061937572,-0.2458009012695772,3.0019870065652743,0.36028423802464793,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,3100,1.0062193253416731,1.0,-13.85829943458818,-8.963514707739373,-22.12641943458819,1.0,0.0,-106.5420087159219,0.0,3.561123542792356,0.6971942598994657,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,400,0.964060532220799,0.9699721585325909,-14.466595442644454,-7.693614442071395,-22.73471544264445,1.0,0.0,-78.52193995381174,-1.5368065160581423,3.083179379099828,0.7397042166665088,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,540,0.9620631056668567,0.970873786407767,-14.472869101362415,-10.825858335909988,-22.74098910136243,1.0,0.0,-38.461538461538325,-1.5384615384628209,3.09619926390936,0.7406432013619133,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,1,1,1,640,0.9640618992764132,0.9675303283073866,-14.97910664532173,-9.51504517715529,-23.247226645321728,0.9375,0.0,-105.3885084846684,2.220446049250313e-12,1.1992875688979319,0.57111786487714,False
P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,2,2,1,1520,0.9633277916745908,0.964812751540508,-15.012923532735648,-11.720785190659221,-23.281043532735637,1.0,0.0,-87.11978971085222,-0.8727526618967918,1.6343144057587344,0.47665619063011944,False
P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I02_0p40_0p60,R02_partial_0p50_1p00,2,2,1,1080,0.9554333366963268,0.969436825812572,-15.338646657086391,-8.145985420199008,-23.606766657086386,1.0,0.0,-196.7987404880589,0.0,1.6303512694714344,0.4776137963025491,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,3,3,1,1360,0.9654676249330634,0.9703669513039465,-15.677404222993943,-9.311600495309214,-23.94552422299395,1.0,0.0,-222.90388548057317,0.0,2.6753519520664426,0.47365850207533233,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2510,1.0072128788499684,1.0,-15.727105691925782,-10.825858335909988,-23.995225691925707,1.0,0.0,-78.50985221674934,-1.5379883112898174,3.0906111916617567,0.7414302657275947,False
P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,2860,1.0050349334957882,1.0,-17.5808934822938,-14.62405478670381,-25.849013482293763,1.0,0.0,-114.24083395808692,-1.0710460549812062,1.4350557418267837,0.6220137744553943,False
P68_FADE_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,1780,1.0069818203126115,1.0,-18.953325641714173,-13.66120218579181,-27.221445641714077,1.0,0.0,-194.0877119874729,0.0,3.550511100113417,0.6972160849346106,False
P68_FADE_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,2,2,1,5430,1.007373962394111,1.0,-19.204769670418486,-14.796790774952996,-27.4728896704185,1.0,0.0,-87.11978971085222,-0.8727526618967918,1.6347099299820165,0.47725957369018257,False
P68_JOIN_IMBALANCE_REPLENISH,1,S03_2p5_5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,1950,1.0116560970329656,1.0,-19.207823471667474,-13.942680092949855,-27.47594347166744,1.0,0.0,-78.52193995381174,-1.5368065160581423,3.0859559598915385,0.7405596971870371,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R02_partial_0p50_1p00,3,3,1,2180,0.9610603545189856,0.9704142011834319,-19.70711807564567,-9.5700321279657,-27.97523807564568,1.0,0.0,-196.23875715453764,0.0,2.6819765857156117,0.47108766133731556,False
P68_FADE_IMBALANCE_REPLENISH,-1,S03_2p5_5bp,I02_0p40_0p60,R03_rebuilt_1p00_1p50,3,3,1,8120,1.0076812002528355,1.0,-20.627330754217734,-13.852334118299447,-28.895450754217766,1.0,0.0,-196.23875715453764,0.0,2.6830337688037544,0.47302063057668847,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,3,3,1,1280,0.9568940434649592,0.9631140231984134,-20.70816712388914,-12.41368700797607,-28.97628712388916,1.0,0.0,-120.19806724702487,0.0,1.953199281947316,0.32580303622717627,False
P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I03_0p60_0p80,R02_partial_0p50_1p00,1,1,1,440,0.969334791018372,0.9705426356589147,-20.928024634522394,-7.883361205906492,-29.196144634522394,1.0,0.0,-214.7588859605376,-1.426991545075973,1.429465853199916,0.6196607204124878,False
P68_FADE_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I01_0p30_0p40,R02_partial_0p50_1p00,3,3,1,860,0.9571745873717421,0.9699576462332715,-21.061142323678716,-13.753311253852374,-29.32926232367872,1.0,0.0,-179.8212005108557,-1.1102230246251565e-12,1.9441786709520583,0.3256705108581381,False
P68_JOIN_IMBALANCE_REPLENISH,1,S02_1_2p5bp,I03_0p60_0p80,R03_rebuilt_1p00_1p50,1,1,1,1910,1.0104382003830619,1.0,-21.959846132739077,-13.55883822165116,-30.22796613273908,1.0,0.0,-214.7588859605376,-1.426991545075973,1.4305010422207352,0.6205640772347208,False
P68_JOIN_IMBALANCE_REPLENISH,-1,S02_1_2p5bp,I01_0p30_0p40,R03_rebuilt_1p00_1p50,3,3,1,4620,1.0067848805953663,1.0,-22.154505050235112,-16.258510313992282,-30.422625050235165,1.0,0.0,-120.19806724702487,0.0,1.9531169696575967,0.32540689483392365,False
