scenario_id,event_index,trade_date,exchange,symbol,richer_event_bar_id,exit_bar_id,candidate_id,family_id,side,horizon,seed_scope,fill_model_id,execution_policy_id,max_concurrent_positions,decision,rejection_reason,passive_entry_attempt,entry_fill_probability,entry_fill_draw,passive_entry_filled,crossed_after_no_fill,canceled,entry_mode,passive_exit_attempt,passive_exit_filled,forced_flatten_applied,exit_mode,notional_inr,gross_edge_bps,expected_move_bps_no_lookahead,zerodha_cost200_bps,entry_spread_component_bps,exit_spread_component_bps,adverse_selection_penalty_bps,passive_entry_adverse_penalty_bps,net_edge_bps,net_pnl_inr,cumulative_net_pnl_inr,cash_after_decision_inr,open_positions_after_decision,open_notional_after_decision_inr,side_pressure,adverse_flow_score,book_support_score,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,top5_churn_pressure,avg_spread_bps,raw_book_state_score
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,0,2026-01-02,NSE,HDFCBANK,887040,887046,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.20236055002918185,0.7706109493736547,0,0,1,not_filled,0,0,0,,0.0,0.0,1.743119453278064,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,0.0,-0.5860315566783385,0.5860315566783385,0.0,-0.5860281690140845,-0.5860043417188099,-0.5860868051020852,0.0979154929577464,3.091190108191654,0.0002822355444574
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,1,2026-01-02,NSE,HDFCBANK,887296,887302,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,scheduled,,1,0.19256900073340721,0.08747789110213221,1,0,0,passive_fill,0,0,1,forced_flatten_taker_exit,75000.0,0.0,1.5472884673625713,19.74957333333333,1.545595054095827,-1.545595054095827,4.111251317496519,4.111251317496519,-23.860824650829848,-178.95618488122383,-178.95618488122383,925000.0,1,75000.0,-0.5860315566783385,0.5860315566783385,0.0,-0.5860281690140845,-0.5860043417188099,-0.5860868051020852,0.0,3.091190108191654,0.0002822355444574
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,2,2026-01-02,NSE,HDFCBANK,887552,887558,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.19256900073340721,0.3798662981225272,0,0,1,not_filled,0,0,0,,0.0,71.71561051004582,1.5472884673625713,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,-0.5860315566783385,0.5860315566783385,0.0,-0.5860281690140845,-0.5860043417188099,-0.5860868051020852,0.0,3.091190108191654,0.0002822355444574
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,3,2026-01-06,NSE,HDFCBANK,2357248,2357254,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.05291297144496685,0,0,1,not_filled,0,0,0,,0.0,-0.0,5.932935991162917,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.582866161130114,0.0,0.582866161130114,-0.5828529194382853,-0.5828446976042888,-0.5829335161069226,0.1003695491500369,1.23678189351336,0.8523009910176939
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,4,2026-01-06,NSE,HDFCBANK,2357504,2357510,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.20167232099062657,0,0,1,not_filled,0,0,0,,0.0,25.35402881701732,5.732196892862843,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.582866161130114,0.0,0.582866161130114,-0.5828529194382853,-0.5828446976042888,-0.5829335161069226,0.0,1.23678189351336,0.8523009910176939
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,5,2026-01-06,NSE,HDFCBANK,2357760,2357766,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.8979104780235522,0,0,1,not_filled,0,0,0,,0.0,25.35402881701732,5.732196892862843,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.582866161130114,0.0,0.582866161130114,-0.5828529194382853,-0.5828446976042888,-0.5829335161069226,0.0,1.23678189351336,0.8523009910176939
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,6,2026-01-07,NSE,HDFCBANK,3008000,3008006,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.8443472905482081,0,0,1,not_filled,0,0,0,,0.0,-0.0,7.757814237358911,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.6083360108654328,0.0,0.6083360108654328,-0.6083213773314203,-0.6083107497741644,-0.6084131432266806,0.2438227323449705,3.1875557822261893,0.9460651469259792
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,7,2026-01-07,NSE,HDFCBANK,3008256,3008262,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.31936556033027846,0,0,1,not_filled,0,0,0,,0.0,64.38862680096858,7.27016877266897,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.6083360108654328,0.0,0.6083360108654328,-0.6083213773314203,-0.6083107497741644,-0.6084131432266806,0.0,3.1875557822261893,0.9460651469259792
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,8,2026-01-07,NSE,HDFCBANK,3008512,3008518,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.0,0.8118832592085184,0,0,1,not_filled,0,0,0,,0.0,64.38862680096858,7.27016877266897,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,0.6083360108654328,0.0,0.6083360108654328,-0.6083213773314203,-0.6083107497741644,-0.6084131432266806,0.0,3.1875557822261893,0.9460651469259792
P300_ALL_PHASE299_SEEDS_P300_FILL_PESSIMISTIC_BACK_OF_QUEUE_P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN_CAP1000000_NOT75000_CONC1_COST200,9,2026-01-07,NSE,HDFCBANK,3112960,3112966,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,ALL_PHASE299_SEEDS,P300_FILL_PESSIMISTIC_BACK_OF_QUEUE,P300_PASSIVE_ENTRY_PASSIVE_EXIT_FORCED_FLATTEN,1,canceled,passive_entry_not_filled,1,0.21894832593425712,0.428811252989822,0,0,1,not_filled,0,0,0,,0.0,0.0,2.3213526577922083,19.74957333333333,0.0,0.0,0.0,0.0,0.0,0.0,-178.95618488122383,1000000.0,0,0.0,-0.6133614540175805,0.6133614540175805,0.0,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.2670967741935484,3.570153516601214,0.0003470585174174
