trade_date,exchange,symbol,richer_event_bar_id,candidate_id,candidate_rank,family_id,side,horizon,gross_edge_bps,zerodha_round_trip_charge_bps,avg_cum_top5_qty_imbalance,avg_depth_beyond_l1_qty_imbalance,avg_level_weighted_depth_imbalance,depth_replenishment_pressure,depth_withdrawal_pressure,top5_churn_pressure,avg_spread_bps,trade_month,feed_profile,regime_code,raw_book_state_score,raw_book_state_score_threshold,threshold_quantile,daily_event_limit,source_file,phase298_variant_id,max_annualized_pct,max_scheduled_event_rows,preserve_as_directional_signal_seed
2026-01-02,NSE,HDFCBANK,887040,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,1,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.5860281690140845,-0.5860043417188099,-0.5860868051020852,0.0979154929577464,0.0,0.0979154929577464,3.091190108191654,2026-01,disconnect_scenario,D12,0.0002822355444574,0.0002736406980015,0.95,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,194.2841447074005,6,1
2026-01-02,NSE,HDFCBANK,887296,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,2,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.5860281690140845,-0.5860043417188099,-0.5860868051020852,0.0,-0.0,0.0,3.091190108191654,2026-01,disconnect_scenario,D12,0.0002822355444574,0.0002736406980015,0.95,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,194.2841447074005,6,1
2026-01-02,NSE,HDFCBANK,887552,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,3,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,71.71561051004582,8.26812,-0.5860281690140845,-0.5860043417188099,-0.5860868051020852,0.0,-0.0,0.0,3.091190108191654,2026-01,disconnect_scenario,D12,0.0002822355444574,0.0002736406980015,0.95,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,194.2841447074005,6,1
2026-01-06,NSE,HDFCBANK,2357248,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,1,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5828529194382853,-0.5828446976042888,-0.5829335161069226,0.1003695491500369,0.0,0.1003695491500369,1.23678189351336,2026-01,disconnect_scenario,D01,0.8523009910176939,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-06,NSE,HDFCBANK,2357504,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,25.35402881701732,8.26812,-0.5828529194382853,-0.5828446976042888,-0.5829335161069226,0.0,-0.0,0.0,1.23678189351336,2026-01,disconnect_scenario,D01,0.8523009910176939,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-06,NSE,HDFCBANK,2357760,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,3,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,25.35402881701732,8.26812,-0.5828529194382853,-0.5828446976042888,-0.5829335161069226,0.0,-0.0,0.0,1.23678189351336,2026-01,disconnect_scenario,D01,0.8523009910176939,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-07,NSE,HDFCBANK,3008000,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,1,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.6083213773314203,-0.6083107497741644,-0.6084131432266806,0.2438227323449705,0.0,0.2438227323449705,3.1875557822261893,2026-01,disconnect_scenario,D07,0.9460651469259792,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-07,NSE,HDFCBANK,3008256,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,64.38862680096858,8.26812,-0.6083213773314203,-0.6083107497741644,-0.6084131432266806,0.0,-0.0,0.0,3.1875557822261893,2026-01,disconnect_scenario,D07,0.9460651469259792,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-07,NSE,HDFCBANK,3008512,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,3,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,64.38862680096858,8.26812,-0.6083213773314203,-0.6083107497741644,-0.6084131432266806,0.0,-0.0,0.0,3.1875557822261893,2026-01,disconnect_scenario,D07,0.9460651469259792,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
2026-01-07,NSE,HDFCBANK,3112960,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,1,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.2670967741935484,0.0,0.2670967741935484,3.570153516601214,2026-01,disconnect_scenario,D07,0.0003470585174174,0.0002736406980015,0.95,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,194.2841447074005,6,1
2026-01-07,NSE,HDFCBANK,3112960,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,1,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.2670967741935484,0.0,0.2670967741935484,3.570153516601214,2026-01,disconnect_scenario,D07,0.0003470585174174,0.0003022799721707,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,382.9973530062694,3,1
2026-01-07,NSE,HDFCBANK,3113216,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,2,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.0,-0.0,0.0,3.570153516601214,2026-01,disconnect_scenario,D07,0.0003470585174174,0.0002736406980015,0.95,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,194.2841447074005,6,1
2026-01-07,NSE,HDFCBANK,3113216,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,2,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,0.0,8.26812,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.0,-0.0,0.0,3.570153516601214,2026-01,disconnect_scenario,D07,0.0003470585174174,0.0003022799721707,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,382.9973530062694,3,1
2026-01-07,NSE,HDFCBANK,3113472,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,3,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,1569.4394858978944,8.26812,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.0,-0.0,0.0,3.570153516601214,2026-01,disconnect_scenario,D07,0.0003470585174174,0.0002736406980015,0.95,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q95_DL3_H6,194.2841447074005,6,1
2026-01-07,NSE,HDFCBANK,3113472,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,3,P298_RAW_MICROPRICE_DEPTH_REVERSAL,1,6,1569.4394858978944,8.26812,-0.6133586337760911,-0.6134193548387097,-0.6132664731239553,0.0,-0.0,0.0,3.570153516601214,2026-01,disconnect_scenario,D07,0.0003470585174174,0.0003022799721707,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_MICROPRICE_DEPTH_REVERSAL_HDFCBANK_2026-01_Q99_DL3_H6,382.9973530062694,3,1
2026-01-08,NSE,HDFCBANK,3783680,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,1,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION,-1,6,-0.0,8.26812,-0.5966976264189886,-0.5967251461988304,-0.5967304625199362,0.1649122807017544,0.0,0.1649122807017544,1.8502528678916643,2026-01,disconnect_scenario,D10,0.8736797969767186,0.8513488568339441,0.99,3,raw_synthetic_l2_dense_full_year/trade_month=2026-01/symbol=HDFCBANK/part-00000.parquet,P298_RAW_ORDERCOUNT_PRESSURE_CONTINUATION_HDFCBANK_2026-01_Q99_DL3_H6,2.528437943933111,6,1
