trade_date,exchange,symbol,relative_file,share,file_path_redacted
2026-07-22,NSE,ADANIPORTS,part-034500_749203-000001.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034515_926740-000033.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034530_179096-000065.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034544_427376-000097.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034558_927679-000129.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034612_929517-000161.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034626_928850-000193.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034641_182497-000225.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034655_428166-000257.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034709_428422-000289.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034723_680410-000321.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034737_934312-000353.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034751_927894-000385.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034805_928669-000417.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034820_186121-000449.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034834_429489-000481.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034848_965191-000513.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034903_429020-000545.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034917_679768-000577.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034931_679827-000609.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034945_681506-000641.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-034959_929880-000673.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-035014_178330-000705.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-035028_177204-000737.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-035042_178687-000769.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-035056_677614-000801.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-035110_677515-000833.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
2026-07-22,NSE,ADANIPORTS,part-035124_679217-000865.parquet,ctrade1-l2-data,raw_l2/trade_date=2026-07-22/exchange=NSE/symbol=ADANIPORTS/part-REDACTED.parquet
